NOM_02, OCCEG, 108, 109, 138, 175
NOM_02, OCCIN, 140, 200
NOM_03, OCCEG, 14, 16, 39, 68, 71, 81, 92, 101, 106, 112, 115, 121, 131, 133, 140, 142, 145, 156, 161, 163, 164, 166, 178, 190, 193, 217, 226, 239, 243, 261, 263
NOM_03, OCCIN, 3, 5, 19, 24, 34, 59, 63, 72, 76, 78, 94, 96, 106, 115, 122, 133, 135, 145, 150, 154, 156, 159, 163, 168, 169, 181, 188, 207, 214, 223, 229, 243, 250, 252, 257
NOM_03, OCCME, 270
CO_001, OCCEG, 127, 150, 183, 225, 266
CO_001, OCCIN, 147, 263
CO_002, OCCEG, 12, 66, 83, 94, 100, 103, 114, 210
CO_002, OCCIN, 7, 17, 31, 36, 74, 100, 114, 127, 138, 175, 232, 239
CO2_01, OCCEG, 188, 249, 250
CO2_01, OCCIN, 84, 149, 166, 176, 194, 204, 219, 254
CO2_02, OCCEG, 25, 27, 29, 41, 52, 56, 147, 152, 168, 171, 176, 181, 200, 201, 212, 214, 237, 241, 252, 254, 259
CO2_02, OCCIN, 47, 89, 101, 108, 112, 119, 125, 144, 157, 186, 190, 193, 201, 210, 212, 217, 226, 235, 237, 247, 261, 266
HCL_01, OCCEG, 9, 43, 54, 96, 122, 125, 129, 186, 198, 223, 235
HCL_01, OCCIN, 49, 103, 109, 131, 183, 198, 206, 241, 249
FUL_01, OCCEG, 64, 135, 149, 154, 159, 204, 264
FUL_01, OCCIN, 57, 121, 129, 142, 152, 225
