S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 OCT 29 15:00:00,-47.9012,-13.9429,251.9348,14.5289,47.6788,3.3996e-14,47.6788
TGO,2022 OCT 29 14:36:00,-51.8537,-13.5814,379.7461,14.1639,47.5432,0.52169,47.3934

MRO,2022 OCT 29 18:39:00,-65.6466,-64.2262,248.5546,14.7292,60.2054,3.8431e-14,60.2054
TGO,2022 OCT 29 18:36:00,-63.3624,-61.1942,379.3905,14.8825,59.4683,0.25449,59.2545

MRO,2022 OCT 29 20:36:00,-49.9616,-95.3723,248.5874,14.5506,49.1072,1.3023e-14,49.1072
TGO,2022 OCT 29 20:30:00,-52.8227,-99.808,378.4419,14.1575,48.2333,0.38312,47.8989

MRO,2022 OCT 30 20:54:00,-52.3735,-89.8254,249.2144,14.5703,50.9024,3.5984e-14,50.9024
TGO,2022 OCT 30 20:06:00,-55.9316,-85.096,378.6906,14.1069,50.3834,1.1598,50.4346

MRO,2022 OCT 31 08:03:00,-66.2109,110.0503,250.4211,14.7472,60.973,4.0357e-14,60.973
TGO,2022 OCT 31 07:57:00,-65.4203,112.0462,377.6983,14.7831,60.6077,0.29225,60.5016

MRO,2022 NOV 01 21:27:00,-66.5218,-75.8663,249.0121,14.7528,61.5164,5.1439e-14,61.5164
TGO,2022 NOV 01 21:18:00,-67.3153,-74.4001,378.5491,14.7044,61.8495,0.52123,61.8081

MRO,2022 NOV 02 03:03:00,-68.2617,-157.2395,250.5465,14.7781,62.8426,1.0183e-14,62.8426
TGO,2022 NOV 02 03:12:00,-67.9012,-159.7705,381.2062,14.7553,62.5077,0.71196,62.5019

MRO,2022 NOV 03 16:27:00,-68.9627,16.998,250.8572,14.7942,63.6952,1.4224e-14,63.6952
TGO,2022 NOV 03 16:33:00,-69.5567,14.399,379.7797,14.7183,63.8151,0.81606,63.7794

MRO,2022 NOV 05 03:57:00,-75.3298,-137.8174,250.6659,15.0244,69.0206,3.4329e-14,69.0206
TGO,2022 NOV 05 03:57:00,-72.8746,-134.3282,381.7322,15.2569,68.2082,0.2587,68.2907

MRO,2022 NOV 05 05:51:00,-69.6397,-168.7595,250.1032,14.8108,64.5345,2.5655e-14,64.5345
TGO,2022 NOV 05 05:54:00,-71.1311,-170.5372,380.9279,14.7411,65.3097,0.38176,65.3127

MRO,2022 NOV 06 22:57:00,-77.9278,-43.2741,250.8222,15.1786,71.4726,2.1688e-14,71.4726
TGO,2022 NOV 06 23:12:00,-74.5676,-41.1667,379.1351,15.5622,70.5819,0.38459,70.6353

MRO,2022 NOV 09 18:18:00,-72.6969,49.5717,249.8631,14.9194,67.9085,8.5639e-15,67.9085
TGO,2022 NOV 09 18:00:00,-73.3067,47.5873,380.407,14.4953,67.0637,0.34671,67.0736

MRO,2022 NOV 11 02:06:00,-71.5122,-55.2622,250.766,14.8817,67.2595,1.5662e-14,67.2595
TGO,2022 NOV 11 01:27:00,-74.1172,-51.2077,378.7782,14.5192,68.013,0.35092,68.026

MRO,2022 NOV 11 07:42:00,-73.1022,-136.1491,251.6948,14.9397,68.5693,1.0058e-14,68.5693
TGO,2022 NOV 11 07:21:00,-74.3855,-135.3114,381.6861,14.6547,68.6259,0.35427,68.6453

MRO,2022 NOV 11 13:18:00,-75.4104,143.4549,251.0214,15.0303,70.423,1.9926e-14,70.423
TGO,2022 NOV 11 13:15:00,-74.8389,140.8965,378.7267,14.8111,69.4275,0.35641,69.4549

MRO,2022 NOV 13 02:42:00,-75.552,-42.4049,251.6803,15.0417,70.8747,2.0674e-14,70.8747
TGO,2022 NOV 13 02:36:00,-75.5466,-40.3376,378.7679,15.0819,70.9827,0.36015,71.0233

MRO,2022 NOV 13 08:18:00,-77.1542,-122.555,251.5822,15.1489,72.2488,1.552e-14,72.2488
TGO,2022 NOV 13 08:30:00,-75.6187,-124.1894,381.9156,15.2344,71.5119,0.36462,71.5581

MRO,2022 NOV 13 19:33:00,-71.5501,69.4359,249.8667,14.8981,67.909,6.4106e-15,67.909
TGO,2022 NOV 13 20:12:00,-67.6693,66.7003,380.3577,15.3483,67.3242,80.7523,51.6358

MRO,2022 NOV 14 21:42:00,-77.6592,51.7774,250.2718,15.1731,72.9619,1.2919e-14,72.9619
TGO,2022 NOV 14 21:51:00,-75.8552,55.2589,380.2876,15.5511,72.9088,0.372,72.967

MRO,2022 NOV 19 12:03:00,-74.4823,-121.6593,252.1319,15.0175,71.4477,5.1873e-14,71.4477
TGO,2022 NOV 19 11:54:00,-75.859,-122.4926,381.7287,14.8158,71.8372,0.34879,71.871

MRO,2022 NOV 19 17:39:00,-76.7851,157.9486,251.7844,15.1086,73.2634,1.2033e-14,73.2634
TGO,2022 NOV 19 17:48:00,-75.8816,155.0511,379.5719,15.0614,72.5484,0.35647,72.5899

MRO,2022 NOV 21 01:27:00,-74.9719,52.5874,251.8266,15.0369,72.1588,1.242e-14,72.1588
TGO,2022 NOV 21 01:15:00,-75.6272,56.7243,380.8029,15.1181,72.8152,0.36012,72.8568

MRO,2022 NOV 21 07:03:00,-77.2998,-27.437,253.6606,15.1528,74.0397,9.5417e-15,74.0397
TGO,2022 NOV 21 07:09:00,-75.4514,-25.7937,378.9998,15.3594,73.4526,0.36885,73.5012

MRO,2022 NOV 24 22:57:00,-75.6102,128.0464,253.0712,15.0758,73.5178,1.368e-14,73.5178
TGO,2022 NOV 24 23:36:00,-74.0475,125.0842,380.9705,15.5111,73.895,0.38436,73.9413

MRO,2022 NOV 25 21:24:00,-73.8474,158.8512,252.6929,14.9814,72.2705,7.9514e-15,72.2705
TGO,2022 NOV 25 21:12:00,-75.2459,156.8362,380.1239,14.6525,72.343,0.34676,72.3671

