S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 DEC 24 04:18:00,16.5189,-41.8734,274.8507,14.4439,40.0082,4.9682e-14,40.0082
TGO,2022 DEC 24 03:45:00,21.1895,-37.1089,403.0764,14.2261,39.2696,1.9658,40.9496

MRO,2022 DEC 24 13:45:00,36.4569,178.9832,291.144,14.3667,49.6141,9.0047e-15,49.6141
TGO,2022 DEC 24 13:39:00,34.3737,-178.3207,412.9891,14.4492,49.0784,0.049522,49.0806

MRO,2022 DEC 24 15:36:00,32.6455,152.2332,288.2142,14.3842,47.3665,2.3801e-14,47.3665
TGO,2022 DEC 24 15:36:00,31.6374,151.9564,410.2114,14.3658,46.5682,0.050225,46.5864

MRO,2022 DEC 24 15:39:00,42.1558,150.8047,295.6006,14.3375,53.1952,5.5819e-14,53.1952
TGO,2022 DEC 24 15:39:00,40.2916,154.6325,416.2402,14.5928,54.0945,0.05454,54.0667

MRO,2022 DEC 24 17:30:00,38.3637,124.082,291.7388,14.3569,50.7555,5.4349e-14,50.7555
TGO,2022 DEC 24 17:36:00,37.632,124.7512,412.8756,14.4989,51.5533,0.051569,51.537

MRO,2022 DEC 24 19:21:00,34.6924,97.3155,287.739,14.3733,48.5078,3.5993e-14,48.5078
TGO,2022 DEC 24 19:33:00,35.1944,94.3103,410.5245,14.3678,48.7713,5.3839,52.367

MRO,2022 DEC 24 21:12:00,31.1705,70.5268,285.0252,14.3883,46.4842,2.0116e-14,46.4842
TGO,2022 DEC 24 21:30:00,32.4955,65.9648,409.9252,14.3764,47.1567,4.5435,44.6263

MRO,2022 DEC 25 19:36:00,24.8313,103.9313,280.3838,14.4206,43.2076,3.6714e-14,43.2076
TGO,2022 DEC 25 19:06:00,29.3737,106.7929,406.8718,14.1244,42.5381,4.4268,40.1517

MRO,2022 DEC 26 06:57:00,50.2997,-63.7308,300.2124,14.2917,58.4554,3.7633e-14,58.4554
TGO,2022 DEC 26 07:00:00,48.3092,-60.7674,421.5813,14.5378,58.6795,0.072801,58.6145

MRO,2022 DEC 26 08:48:00,46.698,-90.418,297.6046,14.3133,55.9312,2.6988e-14,55.9312
TGO,2022 DEC 26 08:57:00,45.9019,-91.0373,419.4208,14.4181,56.1169,1.1201,56.6781

MRO,2022 DEC 26 10:39:00,43.1573,-117.0827,294.5421,14.3364,53.5617,4.8445e-14,53.5617
TGO,2022 DEC 26 10:54:00,43.3711,-120.7213,418.1943,14.3372,53.7158,0.52642,53.4701

