Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	99	Ingress	2025 OCT 25 15:39:50	2025 OCT 25 15:43:15	2025 OCT 25 15:43:57	247.00	64.07	67.99	68.64	-68.19	-62.80	-61.59	16.93	14	-	-	-		
N/A	1	99	Egress	2025 OCT 25 16:22:37	2025 OCT 25 16:23:17	2025 OCT 25 16:26:24	227.00	133.18	139.78	174.76	80.57	81.13	81.77	22.37	14	-	-	-		
NOMAD	2	99	Ingress	2025 OCT 25 17:37:47	2025 OCT 25 17:41:13	2025 OCT 25 17:41:55	248.00	35.43	39.38	40.03	-68.18	-62.72	-61.51	16.94	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	2	99	Egress	2025 OCT 25 18:20:33	2025 OCT 25 18:21:13	2025 OCT 25 18:24:21	228.00	103.50	110.04	145.39	80.49	81.08	81.80	22.30	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	3	99	Ingress	2025 OCT 25 19:35:41	2025 OCT 25 19:39:08	2025 OCT 25 19:39:50	249.00	6.78	10.77	11.42	-68.19	-62.66	-61.44	16.94	3	-	-	-		
N/A	3	99	Egress	2025 OCT 25 20:18:25	2025 OCT 25 20:19:05	2025 OCT 25 20:22:13	228.00	73.77	80.23	115.71	80.40	81.01	81.85	22.22	3	-	-	-		
NOMAD	4	99	Ingress	2025 OCT 25 21:33:33	2025 OCT 25 21:37:01	2025 OCT 25 21:37:43	250.00	-21.78	-17.79	-17.15	-68.13	-62.53	-61.30	16.95	1	6SUBD CO2 CO #34	Science: orders #121, #140, #146, #148, #169, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	4	99	Egress	2025 OCT 25 22:16:15	2025 OCT 25 22:16:55	2025 OCT 25 22:20:04	229.00	44.21	50.61	86.41	80.32	80.96	81.88	22.16	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	5	99	Ingress	2025 OCT 25 23:31:31	2025 OCT 25 23:34:59	2025 OCT 25 23:35:41	250.00	-50.24	-46.30	-45.67	-67.94	-62.30	-61.06	16.96	14	-	-	-		
ACS	5	99	Egress	2025 OCT 26 00:14:11	2025 OCT 26 00:14:51	2025 OCT 26 00:18:00	229.00	15.01	21.40	57.44	80.29	80.93	81.90	22.12	14	-	-	-		
