MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 OCT 30 15:36:00,-22.049,69.8809,258.2166,15.6839,69.4683,1.4575e-14,69.4683,2021 OCT 30 15:27:00,-17.2391,74.6426,382.3501,15.8556,68.7731,0.40036,68.8176
2021 OCT 30 17:30:00,-16.097,41.8393,261.3692,15.6639,65.8335,2.0116e-14,65.8335,2021 OCT 30 17:24:00,-14.6911,45.2579,383.7874,15.7944,66.6547,0.38168,66.7141
2021 OCT 30 17:33:00,-6.4609,40.6798,265.7153,15.6353,60.3818,1.4224e-14,60.3818,2021 OCT 30 17:21:00,-5.7857,43.6786,386.9351,15.6406,60.1169,0.31667,60.2316
2021 OCT 30 19:27:00,-0.77003,12.7017,269.2434,15.6194,57.4707,3.1808e-14,57.4707,2021 OCT 30 19:18:00,-3.0397,14.2671,389.1919,15.5778,57.964,0.31836,58.0709
2021 OCT 30 23:00:00,-37.7063,-37.3208,255.8986,15.74,79.5046,3.4256e-14,79.5046,2021 OCT 30 23:24:00,-32.9239,-37.5125,381.9804,16.1164,80.3947,0.4931,80.3701
2021 OCT 30 23:03:00,-28.013,-38.6284,257.6967,15.7014,73.1778,5.8991e-14,73.1778,2021 OCT 30 23:21:00,-24.0686,-39.6984,383.6014,15.9222,73.304,0.44571,73.3109
2021 OCT 30 23:06:00,-18.3434,-39.8387,260.4225,15.6694,67.1484,1.3114e-14,67.1484,2021 OCT 30 23:18:00,-15.1837,-41.499,386.0293,15.7533,66.4033,0.38479,66.459
2021 OCT 31 01:00:00,-12.5384,-67.8464,261.6405,15.6517,63.7202,3.0005e-14,63.7202,2021 OCT 31 01:15:00,-12.505,-70.9413,386.7037,15.6886,64.1615,0.365,64.2335
2021 OCT 31 01:03:00,-2.9065,-68.9962,266.2148,15.6236,58.5007,2.5793e-14,58.5007,2021 OCT 31 01:12:00,-3.6117,-72.4845,390.2121,15.5369,57.6908,0.28733,57.8036
2021 OCT 31 02:57:00,2.9955,-96.9945,269.4473,15.6064,55.6577,1.116e-14,55.6577,2021 OCT 31 03:09:00,-1.0321,-101.8344,390.537,15.4783,55.6926,0.28469,55.835
2021 NOV 01 03:12:00,-8.2282,-90.5667,263.2106,15.6383,61.2515,2.0234e-14,61.2515,2021 NOV 01 02:48:00,-13.2038,-86.9742,385.7418,15.4886,62.0251,0.36744,62.0896
2021 NOV 01 04:54:00,-40.9628,-113.5703,254.1132,15.7594,81.6033,5.8991e-14,81.6033,2021 NOV 01 04:54:00,-37.2578,-110.2612,379.7229,15.98,81.4091,0.50249,81.3664
2021 NOV 01 06:51:00,-25.3062,-143.0525,258.2166,15.6919,71.3661,1.7128e-14,71.3661,2021 NOV 01 06:48:00,-25.7818,-142.2408,382.4829,15.6975,71.7079,0.45039,71.6988
2021 NOV 01 06:54:00,-15.6435,-144.2566,261.2846,15.6606,65.4545,4.9784e-14,65.4545,2021 NOV 01 06:45:00,-16.9059,-144.136,384.6941,15.5225,64.5197,0.71206,64.7809
2021 NOV 01 08:48:00,-9.8734,-172.2774,263.6774,15.6417,62.1271,1.8614e-14,62.1271,2021 NOV 01 08:42:00,-14.1557,-173.5633,386.1933,15.4586,62.1845,0.37361,62.2419
2021 NOV 01 12:21:00,-46.8864,138.0529,254.0094,15.7858,85.4882,9.1796e-14,85.4882,2021 NOV 01 12:48:00,-43.7214,135.9209,379.5311,16.0817,86.0724,4.4401,90.4829
2021 NOV 01 12:24:00,-37.1692,136.5768,255.2276,15.7361,79.0082,3.9213e-14,79.0082,2021 NOV 01 12:45:00,-35.2084,133.3514,380.2007,15.8617,79.0189,0.49381,78.9764
2021 NOV 02 18:15:00,-50.1015,61.9144,252.3353,15.8128,87.5794,6.1673e-14,87.5794,2021 NOV 02 18:18:00,-47.8124,63.3964,378.8374,15.9603,87.334,8.0469,95.3658
2021 NOV 02 18:18:00,-40.3733,60.3251,253.4292,15.7556,81.0673,3.8167e-14,81.0673,2021 NOV 02 18:15:00,-39.5859,60.7478,379.0554,15.735,80.3944,0.49949,80.3354
2021 NOV 02 20:12:00,-34.4484,32.1396,255.7469,15.7258,77.1248,4.8131e-14,77.1248,2021 NOV 02 20:12:00,-36.9168,30.9747,380.1337,15.6481,77.9204,0.49188,77.8636
2021 NOV 02 20:15:00,-24.7593,30.8659,258.1568,15.6894,70.9081,5.725e-14,70.9081,2021 NOV 02 20:09:00,-28.0788,28.5274,381.173,15.4364,70.2466,0.45509,70.2163
2021 NOV 03 01:45:00,-46.4555,-48.0375,253.7638,15.7828,85.0523,2.1097e-14,85.0523,2021 NOV 03 02:09:00,-45.8491,-52.9372,380.6052,15.8453,85.1856,4.2841,89.4401
2021 NOV 04 02:03:00,-48.3559,-42.671,253.8263,15.7928,86.2172,2.7909e-14,86.2172,2021 NOV 04 01:45:00,-49.2793,-38.0972,380.2999,15.8056,86.8903,0.50461,86.8255
2021 NOV 04 02:06:00,-38.6356,-44.1778,254.8148,15.7408,79.7438,5.0087e-14,79.7438,2021 NOV 04 01:42:00,-40.5975,-41.8935,380.8187,15.5039,78.8941,0.49323,78.8222
2021 NOV 04 02:57:00,56.3523,125.1256,305.5832,3.855,88.4136,3.2435e-14,88.4136,2021 NOV 04 02:45:00,53.2521,129.9435,423.0544,3.9817,89.4079,1.1632,90.459
2021 NOV 04 07:39:00,-49.9811,-124.1817,253.1063,15.8094,87.3294,4.498e-14,87.3294,2021 NOV 04 07:39:00,-49.8357,-125.2847,379.2754,15.7358,86.6884,8.3019,94.9763
2021 NOV 04 09:36:00,-34.3755,-153.9551,256.2202,15.7225,76.9204,9.8392e-14,76.9204,2021 NOV 04 09:33:00,-39.0149,-158.1203,381.1851,15.3961,76.8888,0.48757,76.8151
2021 NOV 04 13:15:00,-52.1052,154.1423,253.2722,15.815,88.6612,3.2435e-14,88.6612,2021 NOV 04 13:33:00,-50.9367,149.2311,379.772,15.7794,87.678,0.49685,87.6187
2021 NOV 04 16:00:00,63.8335,-64.0817,307.7898,3.9433,83.4655,2.2935e-14,83.4655,2021 NOV 04 16:33:00,60.4128,-66.8248,428.0458,4.2958,83.3459,0.5707,83.6488
2021 NOV 05 15:27:00,-48.0674,131.2636,254.0253,15.7914,85.8775,8.6579e-14,85.8775,2021 NOV 05 15:06:00,-51.4756,133.341,378.7609,15.5892,86.5507,0.48869,86.4824
2021 NOV 05 21:03:00,-49.5532,49.7106,253.4849,15.805,86.8807,3.9341e-14,86.8807,2021 NOV 05 21:00:00,-51.9806,46.1589,379.2934,15.5197,86.3779,8.9657,95.3316
2021 NOV 05 21:54:00,66.9444,-139.8356,309.5454,3.9961,81.5346,3.1163e-14,81.5346,2021 NOV 05 22:03:00,64.0812,-136.1559,430.712,4.3875,81.0456,0.54625,81.3291
2021 NOV 06 03:30:00,69.0572,138.9449,310.3467,4.0322,80.2006,2.249e-14,80.2006,2021 NOV 06 03:57:00,64.6455,137.7254,428.8856,4.3889,80.7813,0.54193,81.0621
2021 NOV 06 05:24:00,63.3761,109.8266,307.8122,3.9403,83.9188,4.1378e-14,83.9188,2021 NOV 06 05:54:00,62.4674,105.7356,427.6166,4.1542,83.2506,0.5574,83.5527
2021 NOV 07 02:57:00,-53.2684,-26.5193,255.0194,15.8261,89.1964,2.4013e-14,89.1964,2021 NOV 07 02:30:00,-56.1787,-24.2314,380.5058,15.5406,89.1679,0.47251,89.1081
2021 NOV 07 05:45:00,55.3761,112.9412,303.5938,3.8489,89.3725,1.3587e-14,89.3725,2021 NOV 07 05:27:00,57.529,113.6012,424.6882,3.6008,89.5933,1.8648,91.3982
2021 NOV 07 11:21:00,56.8722,31.3118,304.3337,3.8575,88.4296,4.7282e-14,88.4296,2021 NOV 07 11:21:00,58.2639,27.4839,426.9695,3.6022,89.1327,0.58118,89.4791
2021 NOV 07 16:54:00,68.4445,-47.2759,310.4752,4.0203,80.7724,2.7909e-14,80.7724,2021 NOV 07 17:18:00,66.5456,-48.986,431.2179,4.2958,80.4812,0.52737,80.7579
2021 NOV 08 17:15:00,60.6575,-44.6712,307.7091,3.895,86.056,3.4986e-14,86.056,2021 NOV 08 16:51:00,62.1481,-42.7002,428.9025,3.6369,86.5672,3.6996,89.8882
2021 NOV 08 19:09:00,54.9525,-73.1957,302.9484,3.8428,89.8367,5.5546e-14,89.8367,2021 NOV 08 18:48:00,59.5692,-74.4826,427.2145,3.4161,89.473,0.57321,89.8255
2021 NOV 09 04:24:00,73.737,156.3998,312.8431,4.1525,77.5388,1.0668e-14,77.5388,2021 NOV 09 04:42:00,70.2959,159.0493,431.5052,4.6211,77.3103,0.4945,77.5538
2021 NOV 09 10:00:00,75.4231,76.0709,312.4055,4.2481,76.3834,1.0003e-14,76.3834,2021 NOV 09 10:36:00,71.0421,74.6976,433.2899,4.7403,76.494,0.48734,76.7287
2021 NOV 10 06:39:00,60.5256,129.2652,307.3183,3.8939,86.3158,3.8431e-14,86.3158,2021 NOV 10 06:12:00,64.122,130.1443,428.375,3.5144,86.085,3.5861,89.4088
2021 NOV 10 12:15:00,62.0288,47.8379,306.4416,3.9161,85.3231,9.5417e-15,85.3231,2021 NOV 10 12:06:00,64.6252,44.2873,429.9812,3.5333,85.6918,0.54046,86.0135
2021 NOV 11 18:09:00,65.6326,-28.0113,310.2635,3.9625,83.1192,1.4575e-14,83.1192,2021 NOV 11 17:36:00,67.7787,-24.2934,431.7485,3.675,83.1689,0.51627,83.4673
2021 NOV 11 23:45:00,67.2232,-109.1006,308.2453,4.0072,82.0217,1.8062e-14,82.0217,2021 NOV 11 23:30:00,68.6685,-108.998,431.5713,3.7706,82.2369,1.1325,83.2183
2021 NOV 12 01:39:00,61.4216,-138.3052,306.8774,3.9094,85.8976,4.3377e-14,85.8976,2021 NOV 12 01:27:00,65.9359,-141.9076,431.9143,3.4747,85.284,4.3915,84.1344
2021 NOV 13 16:51:00,74.0658,13.2034,313.9773,4.1653,77.8739,2.7131e-14,77.8739,2021 NOV 13 16:48:00,72.3613,15.1442,432.9074,4.2458,78.4486,0.47588,78.6974
2021 NOV 13 18:45:00,68.5465,-16.834,312.4733,4.0119,81.471,1.4423e-14,81.471,2021 NOV 13 18:45:00,70.6368,-20.392,432.6459,3.775,81.2505,0.49159,81.528
2021 NOV 15 06:15:00,73.8762,-173.022,312.8433,4.1533,78.2106,1.7583e-14,78.2106,2021 NOV 15 06:09:00,73.6642,-168.1266,433.8625,4.3822,77.4933,0.46306,77.7295
2021 NOV 15 11:51:00,75.8906,106.8848,314.0941,4.2644,76.8536,2.7648e-14,76.8536,2021 NOV 15 12:03:00,74.234,108.4057,433.6639,4.5606,76.6166,0.45695,76.843
2021 NOV 15 17:27:00,77.4685,26.0707,314.7193,4.3275,75.9365,1.7798e-14,75.9365,2021 NOV 15 17:57:00,74.4145,23.4665,433.3704,4.6406,76.2813,0.45486,76.5036
