TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
13,1,1440,1440,53,Egress,2018 MAY 21 19:51:13,OBSERVATION_COMMENT
13,1,1550,1550,56,Egress,2018 MAY 21 21:49:29,OBSERVATION_COMMENT
13,1,1427,1427,59,Egress,2018 MAY 21 23:47:42,OBSERVATION_COMMENT
13,1,1550,1550,65,Egress,2018 MAY 22 03:44:04,OBSERVATION_COMMENT
13,1,1410,1410,68,Egress,2018 MAY 22 05:42:20,OBSERVATION_COMMENT
13,1,1411,1411,75,Egress,2018 MAY 22 11:36:58,OBSERVATION_COMMENT
13,1,1452,1453,85,Egress,2018 MAY 22 19:29:27,OBSERVATION_COMMENT
13,1,1452,1453,95,Egress,2018 MAY 23 03:21:50,OBSERVATION_COMMENT
13,1,1452,1453,105,Egress,2018 MAY 23 11:14:20,OBSERVATION_COMMENT
13,1,1439,1439,116,Egress,2018 MAY 23 21:04:36,OBSERVATION_COMMENT
13,1,293,293,123,Egress,2018 MAY 24 02:58:39,OBSERVATION_COMMENT
82,1,107,107,126,Egress,2018 MAY 24 04:56:40,OBSERVATION_COMMENT
13,1,1177,1177,133,Egress,2018 MAY 24 10:50:54,OBSERVATION_COMMENT
13,1,1175,1175,140,Egress,2018 MAY 24 16:44:50,OBSERVATION_COMMENT
13,1,1452,1453,146,Egress,2018 MAY 24 20:40:56,OBSERVATION_COMMENT
13,1,1452,1453,153,Egress,2018 MAY 25 02:34:56,OBSERVATION_COMMENT
13,1,1452,1453,157,Egress,2018 MAY 25 06:30:55,OBSERVATION_COMMENT
13,1,1452,1453,164,Egress,2018 MAY 25 16:20:51,OBSERVATION_COMMENT
13,1,1446,1446,171,Egress,2018 MAY 25 22:14:54,OBSERVATION_COMMENT
13,1,1444,1444,178,Egress,2018 MAY 26 04:08:43,OBSERVATION_COMMENT
13,1,3948,3948,197,Egress,2018 MAY 26 21:50:30,OBSERVATION_COMMENT
13,1,3954,3954,203,Egress,2018 MAY 27 01:46:25,OBSERVATION_COMMENT
13,1,1550,1550,206,Egress,2018 MAY 27 03:44:19,OBSERVATION_COMMENT
13,1,1452,1453,209,Egress,2018 MAY 27 05:42:15,OBSERVATION_COMMENT
13,1,1452,1453,217,Egress,2018 MAY 27 13:34:09,OBSERVATION_COMMENT
13,1,1452,1453,223,Egress,2018 MAY 27 17:29:55,OBSERVATION_COMMENT
13,1,1452,1453,231,Egress,2018 MAY 28 01:21:47,OBSERVATION_COMMENT
13,1,1452,1453,237,Egress,2018 MAY 28 05:17:35,OBSERVATION_COMMENT
13,1,1440,1440,245,Egress,2018 MAY 28 13:09:26,OBSERVATION_COMMENT
13,1,1427,1427,248,Egress,2018 MAY 28 15:07:19,OBSERVATION_COMMENT
13,1,1410,1410,259,Egress,2018 MAY 29 00:57:00,OBSERVATION_COMMENT
13,1,1411,1411,265,Egress,2018 MAY 29 04:52:47,OBSERVATION_COMMENT
13,1,1452,1453,269,Egress,2018 MAY 29 08:48:38,OBSERVATION_COMMENT
13,1,3948,3948,281,Egress,2018 MAY 29 18:38:12,OBSERVATION_COMMENT
13,1,3954,3954,289,Egress,2018 MAY 30 02:29:59,OBSERVATION_COMMENT
13,1,1452,1453,292,Egress,2018 MAY 30 04:27:52,OBSERVATION_COMMENT
13,1,1452,1453,298,Egress,2018 MAY 30 08:23:40,OBSERVATION_COMMENT
13,1,1452,1453,306,Egress,2018 MAY 30 16:15:22,OBSERVATION_COMMENT
13,1,1452,1453,316,Egress,2018 MAY 31 00:07:03,OBSERVATION_COMMENT
13,1,1452,1453,319,Egress,2018 MAY 31 02:04:58,OBSERVATION_COMMENT
13,1,1452,1453,333,Egress,2018 MAY 31 15:50:17,OBSERVATION_COMMENT
13,1,1427,1427,336,Egress,2018 MAY 31 19:46:00,OBSERVATION_COMMENT
13,1,1452,1453,349,Egress,2018 JUN 01 07:33:27,OBSERVATION_COMMENT
13,1,1411,1411,356,Egress,2018 JUN 01 15:25:09,OBSERVATION_COMMENT
13,1,1446,1446,361,Egress,2018 JUN 01 19:20:49,OBSERVATION_COMMENT
13,1,1452,1453,384,Egress,2018 JUN 02 18:55:32,OBSERVATION_COMMENT
13,1,3948,3948,389,Egress,2018 JUN 03 02:47:13,OBSERVATION_COMMENT
13,1,3954,3954,397,Egress,2018 JUN 03 10:38:42,OBSERVATION_COMMENT
13,1,1452,1453,405,Egress,2018 JUN 03 18:30:14,OBSERVATION_COMMENT
13,1,293,293,412,Egress,2018 JUN 04 02:21:51,OBSERVATION_COMMENT
13,1,1452,1453,417,Egress,2018 JUN 04 06:17:33,OBSERVATION_COMMENT
13,1,1175,1175,440,Egress,2018 JUN 05 05:52:09,OBSERVATION_COMMENT
13,1,1452,1453,452,Egress,2018 JUN 05 17:39:27,OBSERVATION_COMMENT
13,1,1452,1453,460,Egress,2018 JUN 06 01:30:57,OBSERVATION_COMMENT
13,1,1427,1427,465,Egress,2018 JUN 06 05:26:43,OBSERVATION_COMMENT
13,1,1452,1453,480,Egress,2018 JUN 06 21:09:38,OBSERVATION_COMMENT
13,1,1446,1446,492,Egress,2018 JUN 07 08:56:54,OBSERVATION_COMMENT
13,1,1452,1453,505,Egress,2018 JUN 07 20:44:07,OBSERVATION_COMMENT
13,1,1452,1453,513,Egress,2018 JUN 08 04:35:43,OBSERVATION_COMMENT
13,1,1452,1453,528,Egress,2018 JUN 08 20:18:36,OBSERVATION_COMMENT
13,1,1452,1453,540,Egress,2018 JUN 09 08:05:49,OBSERVATION_COMMENT
13,1,1177,1177,561,Egress,2018 JUN 10 03:44:31,OBSERVATION_COMMENT
13,1,1175,1175,569,Egress,2018 JUN 10 11:35:53,OBSERVATION_COMMENT
13,1,1452,1453,576,Egress,2018 JUN 10 19:27:24,OBSERVATION_COMMENT
13,1,1452,1453,581,Egress,2018 JUN 10 23:23:02,OBSERVATION_COMMENT
13,1,1440,1440,588,Egress,2018 JUN 11 07:14:34,OBSERVATION_COMMENT
13,1,1452,1453,593,Egress,2018 JUN 11 11:10:12,OBSERVATION_COMMENT
13,1,1427,1427,596,Egress,2018 JUN 11 15:05:58,OBSERVATION_COMMENT
13,1,1410,1410,604,Egress,2018 JUN 11 22:57:20,OBSERVATION_COMMENT
13,1,1452,1453,613,Egress,2018 JUN 12 06:48:53,OBSERVATION_COMMENT
13,1,1411,1411,616,Egress,2018 JUN 12 10:44:31,OBSERVATION_COMMENT
13,1,3948,3948,641,Egress,2018 JUN 13 10:18:48,OBSERVATION_COMMENT
13,1,1452,1453,644,Egress,2018 JUN 13 14:14:30,OBSERVATION_COMMENT
13,1,3954,3954,653,Egress,2018 JUN 13 22:05:55,OBSERVATION_COMMENT
82,1,107,107,676,Egress,2018 JUN 14 21:40:11,OBSERVATION_COMMENT
13,1,1452,1453,681,Egress,2018 JUN 15 01:35:48,OBSERVATION_COMMENT
13,1,1452,1453,689,Egress,2018 JUN 15 09:27:18,OBSERVATION_COMMENT
13,1,1175,1175,692,Egress,2018 JUN 15 13:22:56,OBSERVATION_COMMENT
13,1,1452,1453,697,Egress,2018 JUN 15 21:14:24,OBSERVATION_COMMENT
13,1,1452,1453,700,Egress,2018 JUN 16 01:10:00,OBSERVATION_COMMENT
