MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 APR 15 19:57:00,-37.2442,91.6122,253.4161,15.2853,73.4515,7.1137e-14,73.4515,2023 APR 15 19:24:00,-41.4127,94.2422,379.0891,14.9253,73.3975,0.47475,73.2995
2023 APR 15 23:42:00,-35.0894,36.6799,254.2499,15.2736,71.9248,5.5909e-14,71.9248,2023 APR 15 23:21:00,-37.638,37.5769,378.8014,14.9928,71.2231,1.4793,72.2136
2023 APR 16 03:30:00,-23.8703,-19.5078,257.5687,15.2269,64.2088,2.9323e-14,64.2088,2023 APR 16 03:21:00,-25.3814,-17.3974,382.8385,15.2217,65.1053,4.6885,69.2485
2023 APR 16 05:21:00,-27.8947,-46.2875,255.5663,15.2425,66.935,4.9682e-14,66.935,2023 APR 16 05:18:00,-28.2499,-46.5936,382.1635,15.1733,66.4685,0.96189,67.0883
2023 APR 16 07:15:00,-22.1138,-74.3403,256.1263,15.2219,63.0725,7.4811e-14,63.0725,2023 APR 16 07:18:00,-22.0534,-73.9794,382.7807,15.2947,63.8367,0.2683,63.5684
2023 APR 16 09:06:00,-25.9111,-101.1145,254.9208,15.2378,65.6313,3.6299e-14,65.6313,2023 APR 16 09:15:00,-24.6703,-103.4967,381.6401,15.225,64.7111,0.4365,64.6974
2023 APR 16 11:00:00,-20.0181,-129.1834,257.8829,15.2161,61.7354,2.0116e-14,61.7354,2023 APR 16 11:15:00,-18.2858,-131.2289,384.0082,15.3231,61.9277,1.6726,63.3908
2023 APR 16 14:45:00,-18.2679,175.9327,259.1661,15.2075,60.595,4.2441e-14,60.595,2023 APR 16 15:12:00,-14.8444,171.672,385.3193,15.3617,60.436,0.38027,60.4912
2023 APR 16 16:39:00,-12.6801,147.9241,261.3016,15.19,57.1479,4.5092e-14,57.1479,2023 APR 16 17:12:00,-8.7275,143.5724,386.6356,15.4353,58.1263,2.6158,60.5139
2023 APR 17 16:57:00,-15.233,153.3024,260.1389,15.2033,58.8317,2.3372e-14,58.8317,2023 APR 17 16:45:00,-14.3646,155.7394,385.3868,15.1711,57.9455,1.3683,56.591
2023 APR 17 18:51:00,-9.6032,125.3122,262.4781,15.1869,55.4833,6.0011e-14,55.4833,2023 APR 17 18:45:00,-8.3075,127.9651,386.5164,15.2664,55.8038,2.0864,53.7889
2023 APR 17 22:36:00,-7.5387,70.4898,262.6923,15.1825,54.3435,2.7406e-14,54.3435,2023 APR 17 22:42:00,-4.6883,70.7585,387.0343,15.2978,54.4108,2.1438,52.2936
2023 APR 18 02:21:00,-5.6108,15.6532,265.42,15.1772,53.2966,2.3801e-14,53.2966,2023 APR 18 02:39:00,-1.0442,13.254,390.3303,15.3092,52.8881,0.41984,53.2726
2023 APR 19 06:27:00,3.2647,-34.9812,268.8092,15.1553,49.0025,2.3021e-14,49.0025,2023 APR 19 06:12:00,5.5854,-30.7298,394.0959,15.1956,48.6539,0.24524,48.8263
2023 APR 19 10:12:00,5.1723,-89.8435,269.1067,15.1483,48.1597,8.0479e-16,48.1597,2023 APR 19 10:06:00,0.34991,-89.8115,391.0245,15.0531,48.8662,3.217,51.9359
2023 APR 19 10:12:00,5.1723,-89.8435,269.1067,15.1483,48.1597,8.0479e-16,48.1597,2023 APR 19 10:09:00,9.204,-88.2155,395.8321,15.2083,47.5816,2.3085,49.8615
2023 APR 19 12:03:00,1.4346,-116.6656,267.1044,15.1611,49.8502,4.6407e-15,49.8502,2023 APR 19 12:03:00,-2.2679,-118.9923,390.0057,15.0058,49.472,1.7018,50.9233
2023 APR 19 15:48:00,3.3527,-171.5079,269.3106,15.1553,48.977,7.1119e-15,48.977,2023 APR 19 16:00:00,1.2613,-176.1883,392.4357,15.0381,48.2648,0.82796,48.9654
2023 APR 19 17:42:00,8.9513,160.4918,272.8364,15.1383,46.6855,2.4275e-14,46.6855,2023 APR 19 18:00:00,7.2473,156.3607,394.9441,15.1547,47.4969,3.7465,43.7945
2023 APR 20 19:57:00,21.6772,136.6583,281.8333,15.1022,43.3253,5.2839e-14,43.3253,2023 APR 20 19:36:00,16.8022,141.2555,400.0568,15.0681,43.6118,2.3898,46.0011
2023 APR 20 21:48:00,17.7451,109.8523,277.9953,15.1161,44.1037,6.1096e-14,44.1037,2023 APR 20 21:33:00,13.9588,112.3442,397.128,15.0389,43.8422,2.7982,41.0486
2023 APR 20 23:42:00,23.5308,81.7904,281.6142,15.0947,43.0424,4.0638e-14,43.0424,2023 APR 20 23:33:00,20.33,84.2417,400.8745,15.1122,43.6298,0.84435,44.473
2023 APR 21 01:33:00,19.8685,54.9898,279.8156,15.1089,43.6492,3.556e-14,43.6492,2023 APR 21 01:30:00,17.9029,54.3296,400.1961,15.0164,42.6735,5.5213,48.192
2023 APR 21 03:27:00,25.6097,26.9675,285.4737,15.0903,42.8564,6.6716e-14,42.8564,2023 APR 21 03:30:00,23.9752,26.7737,404.9341,15.1261,43.4323,4.4362,47.8616
2023 APR 21 05:18:00,21.6052,0.2045,282.0885,15.1069,43.391,9.5428e-15,43.391,2023 APR 21 05:27:00,21.0605,-1.9402,403.0972,15.11,43.4987,2.787,40.7179
2023 APR 21 09:03:00,23.1897,-54.6567,282.3414,15.1,43.1313,7.9195e-14,43.1313,2023 APR 21 09:24:00,24.5102,-59.5443,405.637,15.115,43.236,0.68242,43.908
2023 APR 22 13:09:00,32.0431,-105.4675,288.7563,15.0664,42.629,5.1898e-14,42.629,2023 APR 22 12:57:00,31.4116,-102.9012,410.1912,15.0428,42.2798,0.14253,42.4069
2023 APR 22 16:54:00,34.0068,-160.2889,291.4841,15.0622,42.7679,8.171e-14,42.7679,2023 APR 22 16:54:00,34.758,-159.1806,413.6613,15.1361,43.7639,4.2387,39.9515
2023 APR 22 18:45:00,30.0717,172.9669,289.1011,15.08,42.6653,1.4575e-14,42.6653,2023 APR 22 18:51:00,32.165,170.6522,411.6232,15.0231,42.0801,0.6932,41.4215
2023 APR 24 02:36:00,40.8801,67.1574,294.6095,15.0303,43.5804,2.5444e-14,43.5804,2023 APR 24 02:21:00,42.2155,71.2145,416.8034,15.0572,44.2164,2.8798,41.8534
2023 APR 24 04:27:00,37.2169,40.4777,293.4808,15.0525,43.0442,3.9213e-14,43.0442,2023 APR 24 04:18:00,39.7812,40.8747,416.2259,14.9328,42.2291,0.94807,43.0486
2023 APR 24 08:12:00,38.8468,-14.3076,293.8662,15.0506,43.3265,1.3114e-14,43.3265,2023 APR 24 08:15:00,42.9138,-15.9025,418.0963,14.9928,43.7108,1.3415,44.8939
2023 APR 24 12:00:00,50.0349,-70.9162,301.2544,14.9756,46.0125,1.8062e-14,46.0125,2023 APR 24 12:12:00,46.2676,-72.0549,420.5256,15.0944,45.7497,1.1235,44.79
