S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 AUG 03 15:03:00,-34.5248,67.3757,254.3767,14.5778,36.9046,5.769e-14,36.9046
TGO,2024 AUG 03 14:45:00,-33.1742,71.1501,379.1232,14.5375,36.1305,0.54712,36.2179

MRO,2024 AUG 03 18:48:00,-32.6933,12.4542,256.7808,14.565,36.3915,2.5888e-14,36.3915
TGO,2024 AUG 03 18:42:00,-29.515,14.3218,381.2407,14.5922,36.2791,0.77393,35.6136

MRO,2024 AUG 03 22:33:00,-31.1466,-42.3962,256.0188,14.5572,36.0464,4.9682e-14,36.0464
TGO,2024 AUG 03 22:36:00,-35.0905,-45.1225,381.3339,14.4242,35.2413,0.85553,34.505
TGO,2024 AUG 03 22:39:00,-26.2484,-42.7757,382.5062,14.6292,36.5705,1.0554,35.6884

MRO,2024 AUG 04 00:27:00,-25.3825,-70.4639,256.1502,14.5347,35.287,6.1837e-14,35.287
TGO,2024 AUG 04 00:36:00,-28.8885,-72.5638,381.3579,14.5408,35.5601,1.0501,36.5674

MRO,2024 AUG 04 04:12:00,-23.2829,-125.3055,257.5179,14.5275,35.2217,6.9464e-14,35.2217
TGO,2024 AUG 04 04:33:00,-25.1797,-129.3555,382.0368,14.5981,36.1489,0.33016,36.0603

MRO,2024 AUG 05 04:30:00,-25.836,-119.9033,256.8121,14.5319,35.3095,2.4013e-14,35.3095
TGO,2024 AUG 05 04:09:00,-22.0196,-115.3334,382.4691,14.4961,34.8834,5.3059,29.8482

MRO,2024 AUG 05 08:18:00,-14.2879,-176.0384,261.2117,14.4869,35.99,1.4312e-14,35.99
TGO,2024 AUG 05 08:06:00,-18.349,-172.9046,384.8287,14.5014,35.3638,1.5903,34.0243

MRO,2024 AUG 05 10:12:00,-8.6725,155.9543,263.4635,14.4686,37.4955,2.6847e-14,37.4955
