Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	61	Nightside	2022 NOV 26 15:06:26	2022 NOV 26 15:36:08	2022 NOV 26 16:05:49	3563.61	-48.35	-27.88	117.15	-43.09	44.11	42.92	118.19	20.25	3	-	-	-		
1	61	Dayside	2022 NOV 26 16:05:49	2022 NOV 26 16:35:08	2022 NOV 26 17:04:26	3517.08	117.15	137.17	-77.15	42.92	-43.22	-42.79	61.91	8.21	3	CH4 CO 2SUBD #4	Science: orders #189, #134, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
2	61	Nightside	2022 NOV 26 17:04:26	2022 NOV 26 17:34:08	2022 NOV 26 18:03:49	3562.91	-77.15	-56.75	88.37	-42.79	44.41	42.68	117.97	20.24	5	-	-	-		
2	61	Dayside	2022 NOV 26 18:03:49	2022 NOV 26 18:33:07	2022 NOV 26 19:02:25	3515.57	88.37	108.31	-105.93	42.68	-43.49	-42.53	62.11	8.20	5	-		COP row -1: 		
3	61	Nightside	2022 NOV 26 19:02:25	2022 NOV 26 19:32:06	2022 NOV 26 20:01:47	3561.68	-105.93	-85.58	59.59	-42.53	44.69	42.41	117.78	20.23	14	-	-	-		
3	61	Dayside	2022 NOV 26 20:01:47	2022 NOV 26 20:31:05	2022 NOV 26 21:00:22	3515.83	59.59	79.51	-134.71	42.41	-43.80	-42.24	62.30	8.19	14	-		COP row -1: 		
4	61	Nightside	2022 NOV 26 21:00:22	2022 NOV 26 21:30:04	2022 NOV 26 21:59:46	3563.85	-134.71	-114.33	30.79	-42.24	45.00	42.02	117.63	20.23	5	-	-	-		
4	61	Dayside	2022 NOV 26 21:59:46	2022 NOV 26 22:29:05	2022 NOV 26 22:58:24	3517.36	30.79	50.81	-163.53	42.02	-44.20	-41.83	62.44	8.20	5	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
5	61	Nightside	2022 NOV 26 22:58:24	2022 NOV 26 23:28:07	2022 NOV 26 23:57:50	3566.57	-163.53	-143.04	1.95	-41.83	45.39	41.59	117.49	20.23	14	-	-	-		
5	61	Dayside	2022 NOV 26 23:57:50	2022 NOV 27 00:27:09	2022 NOV 27 00:56:29	3518.29	1.95	22.07	167.64	41.59	-44.58	-41.39	62.58	8.20	14	-		COP row -1: 		
6	61	Nightside	2022 NOV 27 00:56:29	2022 NOV 27 01:26:12	2022 NOV 27 01:55:55	3566.40	167.64	-171.78	-26.87	-41.39	45.80	41.21	117.32	20.23	5	-	-	-		
6	61	Dayside	2022 NOV 27 01:55:55	2022 NOV 27 02:25:14	2022 NOV 27 02:54:34	3518.78	-26.87	-6.73	138.81	41.21	-44.92	-41.01	62.75	8.19	5	-		COP row -1: 		
7	61	Nightside	2022 NOV 27 02:54:34	2022 NOV 27 03:24:16	2022 NOV 27 03:53:58	3564.54	138.81	159.42	-55.68	-41.01	46.17	40.88	117.14	20.22	14	-	-	-		
7	61	Dayside	2022 NOV 27 03:53:58	2022 NOV 27 04:23:18	2022 NOV 27 04:52:37	3518.61	-55.68	-35.58	110.01	40.88	-45.25	-40.72	62.96	8.18	14	-		COP row -1: 		
8	61	Nightside	2022 NOV 27 04:52:37	2022 NOV 27 05:22:18	2022 NOV 27 05:51:59	3562.16	110.01	130.58	-84.47	-40.72	46.47	40.59	116.94	20.22	5	-	-	-		
8	61	Dayside	2022 NOV 27 05:51:59	2022 NOV 27 06:21:18	2022 NOV 27 06:50:36	3517.20	-84.47	-64.43	81.23	40.59	-45.56	-40.46	63.18	8.17	5	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
9	61	Nightside	2022 NOV 27 06:50:36	2022 NOV 27 07:20:17	2022 NOV 27 07:49:58	3561.56	81.23	101.74	-113.25	-40.46	46.76	40.30	116.73	20.21	14	-	-	-		
9	61	Dayside	2022 NOV 27 07:49:58	2022 NOV 27 08:19:16	2022 NOV 27 08:48:33	3515.64	-113.25	-93.22	52.45	40.30	-45.88	-40.13	63.35	8.17	14	-		COP row -1: 		
10	61	Nightside	2022 NOV 27 08:48:33	2022 NOV 27 09:18:15	2022 NOV 27 09:47:57	3563.78	52.45	72.99	-142.04	-40.13	47.11	39.94	116.57	20.20	14	-	-	-		
10	61	Dayside	2022 NOV 27 09:47:57	2022 NOV 27 10:17:16	2022 NOV 27 10:46:35	3517.34	-142.04	-121.90	23.64	39.94	-46.26	-39.70	63.48	8.17	14	-		COP row -1: 		
11	61	Nightside	2022 NOV 27 10:46:35	2022 NOV 27 11:16:18	2022 NOV 27 11:46:01	3566.09	23.64	44.33	-170.87	-39.70	47.50	39.48	116.45	20.21	5	-	-	-		
11	61	Dayside	2022 NOV 27 11:46:01	2022 NOV 27 12:15:20	2022 NOV 27 12:44:40	3518.93	-170.87	-150.60	-5.19	39.48	-46.70	-39.27	63.62	8.17	5	-		COP row -1: 		
12	61	Nightside	2022 NOV 27 12:44:40	2022 NOV 27 13:14:23	2022 NOV 27 13:44:06	3566.53	-5.19	15.61	160.29	-39.27	47.88	39.03	116.31	20.21	3	-	-	-		
12	61	Dayside	2022 NOV 27 13:44:06	2022 NOV 27 14:13:25	2022 NOV 27 14:42:45	3518.61	160.29	-179.34	-34.01	39.03	-47.13	-38.87	63.79	8.17	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
13	61	Nightside	2022 NOV 27 14:42:45	2022 NOV 27 15:12:28	2022 NOV 27 15:42:11	3566.50	-34.01	-13.17	131.47	-38.87	48.26	38.65	116.13	20.21	14	-	-	-		
13	61	Dayside	2022 NOV 27 15:42:11	2022 NOV 27 16:11:30	2022 NOV 27 16:40:48	3516.63	131.47	151.87	-62.82	38.65	-47.50	-38.49	63.98	8.17	14	-		COP row -1: 		
14	61	Nightside	2022 NOV 27 16:40:48	2022 NOV 27 17:10:31	2022 NOV 27 17:40:14	3565.89	-62.82	-41.99	102.68	-38.49	48.62	38.33	115.91	20.20	5	-	-	-		
14	61	Dayside	2022 NOV 27 17:40:14	2022 NOV 27 18:09:31	2022 NOV 27 18:38:48	3514.54	102.68	123.05	-91.61	38.33	-47.84	-38.16	64.18	8.16	5	-		COP row -1: 		
15	61	Nightside	2022 NOV 27 18:38:48	2022 NOV 27 19:08:31	2022 NOV 27 19:38:13	3564.76	-91.61	-70.81	73.90	-38.16	48.95	38.03	115.72	20.19	14	-	-	-		
15	61	Dayside	2022 NOV 27 19:38:13	2022 NOV 27 20:07:30	2022 NOV 27 20:36:47	3514.00	73.90	94.26	-120.39	38.03	-48.17	-37.84	64.36	8.16	14	-		COP row -1: 		
16	61	Nightside	2022 NOV 27 20:36:47	2022 NOV 27 21:06:29	2022 NOV 27 21:36:12	3564.85	-120.39	-99.54	45.11	-37.84	49.29	37.64	115.56	20.19	5	-	-	-		
16	61	Dayside	2022 NOV 27 21:36:12	2022 NOV 27 22:05:30	2022 NOV 27 22:34:47	3515.58	45.11	65.58	-149.19	37.64	-48.59	-37.43	64.50	8.16	5	Surface Ice 4SUBD 01	Science: orders #199, #194, #193, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
17	61	Nightside	2022 NOV 27 22:34:47	2022 NOV 27 23:04:31	2022 NOV 27 23:34:15	3567.96	-149.19	-128.18	16.28	-37.43	49.69	37.14	115.44	20.20	5	-	-	-		
17	61	Dayside	2022 NOV 27 23:34:15	2022 NOV 28 00:03:34	2022 NOV 28 00:32:52	3516.99	16.28	36.96	-178.03	37.14	-49.05	-36.91	64.62	8.17	5	-		COP row -1: 		
18	61	Nightside	2022 NOV 28 00:32:52	2022 NOV 28 01:02:37	2022 NOV 28 01:32:22	3569.12	-178.03	-156.83	-12.55	-36.91	50.15	36.68	115.30	20.20	14	-	-	-		
18	61	Dayside	2022 NOV 28 01:32:22	2022 NOV 28 02:01:40	2022 NOV 28 02:30:59	3517.52	-12.55	8.26	153.14	36.68	-49.46	-36.44	64.76	8.17	14	-		COP row -1: 		
19	61	Nightside	2022 NOV 28 02:30:59	2022 NOV 28 03:00:43	2022 NOV 28 03:30:27	3568.07	153.14	174.47	-41.37	-36.44	50.60	36.27	115.14	20.21	14	-	-	-		
19	61	Dayside	2022 NOV 28 03:30:27	2022 NOV 28 03:59:46	2022 NOV 28 04:29:05	3517.69	-41.37	-20.51	124.32	36.27	-49.85	-36.06	64.94	8.17	14	-		COP row -1: 		
20	61	Nightside	2022 NOV 28 04:29:05	2022 NOV 28 04:58:48	2022 NOV 28 05:28:31	3565.85	124.32	145.71	-70.17	-36.06	50.98	35.89	114.96	20.21	5	-	-	-		
20	61	Dayside	2022 NOV 28 05:28:31	2022 NOV 28 05:57:49	2022 NOV 28 06:27:07	3516.63	-70.17	-49.32	95.53	35.89	-50.22	-35.72	65.14	8.16	5	Nominal 4SUBD #2	Science: orders #168, #134, #121, #189, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&grazingMatch:TIANWEN1; 	
21	61	Nightside	2022 NOV 28 06:27:07	2022 NOV 28 06:56:49	2022 NOV 28 07:26:32	3564.28	95.53	116.92	-98.96	-35.72	51.33	35.54	114.77	20.20	14	-	-	-		
21	61	Dayside	2022 NOV 28 07:26:32	2022 NOV 28 07:55:49	2022 NOV 28 08:25:06	3514.85	-98.96	-78.09	66.75	35.54	-50.58	-35.37	65.33	8.16	14	-		COP row -1: 		
22	61	Nightside	2022 NOV 28 08:25:06	2022 NOV 28 08:54:49	2022 NOV 28 09:24:32	3565.28	66.75	88.18	-127.75	-35.37	51.70	35.16	114.59	20.20	14	-	-	-		
22	61	Dayside	2022 NOV 28 09:24:32	2022 NOV 28 09:53:49	2022 NOV 28 10:23:07	3515.12	-127.75	-106.74	37.95	35.16	-50.98	-34.92	65.46	8.16	14	-		COP row -1: 		
23	61	Nightside	2022 NOV 28 10:23:07	2022 NOV 28 10:52:51	2022 NOV 28 11:22:34	3567.66	37.95	59.58	-156.56	-34.92	52.13	34.68	114.47	20.21	5	-	-	-		
23	61	Dayside	2022 NOV 28 11:22:34	2022 NOV 28 11:51:53	2022 NOV 28 12:21:12	3517.76	-156.56	-135.33	9.12	34.68	-51.45	-34.42	65.57	8.17	5	-		COP row -1: 		
24	61	Nightside	2022 NOV 28 12:21:12	2022 NOV 28 12:50:56	2022 NOV 28 13:20:41	3568.49	9.12	31.00	174.60	-34.42	52.56	34.15	114.37	20.22	14	-	-	-		
24	61	Dayside	2022 NOV 28 13:20:41	2022 NOV 28 13:50:00	2022 NOV 28 14:19:19	3518.37	174.60	-163.95	-19.70	34.15	-51.94	-33.94	65.71	8.18	14	-		COP row -1: 		
25	61	Nightside	2022 NOV 28 14:19:19	2022 NOV 28 14:49:03	2022 NOV 28 15:18:48	3568.50	-19.70	2.33	145.78	-33.94	52.99	33.67	114.22	20.22	14	-	-	-		
25	61	Dayside	2022 NOV 28 15:18:48	2022 NOV 28 15:48:06	2022 NOV 28 16:17:25	3516.95	145.78	167.36	-48.52	33.67	-52.40	-33.49	65.88	8.18	14	-		COP row -1: 		
26	61	Nightside	2022 NOV 28 16:17:25	2022 NOV 28 16:47:09	2022 NOV 28 17:16:53	3568.41	-48.52	-26.39	116.97	-33.49	53.42	33.26	114.03	20.22	5	-	-	-		
26	61	Dayside	2022 NOV 28 17:16:53	2022 NOV 28 17:46:10	2022 NOV 28 18:15:27	3514.40	116.97	138.63	-77.32	33.26	-52.81	-33.07	66.06	8.18	5	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
27	61	Nightside	2022 NOV 28 18:15:27	2022 NOV 28 18:45:11	2022 NOV 28 19:14:55	3567.66	-77.32	-55.14	88.18	-33.07	53.82	32.89	113.84	20.22	5	-	-	-		
27	61	Dayside	2022 NOV 28 19:14:55	2022 NOV 28 19:44:12	2022 NOV 28 20:13:28	3512.95	88.18	109.90	-106.11	32.89	-53.19	-32.68	66.24	8.18	5	-		COP row -1: 		
28	61	Nightside	2022 NOV 28 20:13:28	2022 NOV 28 20:43:11	2022 NOV 28 21:12:54	3566.48	-106.11	-83.84	59.39	-32.68	54.20	32.50	113.68	20.22	14	-	-	-		
28	61	Dayside	2022 NOV 28 21:12:54	2022 NOV 28 21:42:11	2022 NOV 28 22:11:28	3513.70	59.39	81.25	-134.90	32.50	-53.62	-32.26	66.39	8.19	14	-		COP row -1: 		
29	61	Nightside	2022 NOV 28 22:11:28	2022 NOV 28 22:41:13	2022 NOV 28 23:10:57	3568.96	-134.90	-112.41	30.58	-32.26	54.61	31.98	113.57	20.23	14	-	-	-		
29	61	Dayside	2022 NOV 28 23:10:57	2022 NOV 28 23:40:15	2022 NOV 29 00:09:32	3515.21	30.58	52.74	-163.72	31.98	-54.11	-31.73	66.49	8.20	14	-		COP row -1: 		
30	61	Nightside	2022 NOV 29 00:09:32	2022 NOV 29 00:39:18	2022 NOV 29 01:09:04	3571.60	-163.72	-140.92	1.75	-31.73	55.11	31.43	113.46	20.25	3	-	-	-		
