Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	58	Nightside	2022 SEP 03 15:30:26	2022 SEP 03 16:00:02	2022 SEP 03 16:29:38	3552.27	154.31	-69.00	-40.23	63.23	22.94	-63.28	179.01	23.99	14	-	-	-		
1	58	Dayside	2022 SEP 03 16:29:38	2022 SEP 03 16:59:00	2022 SEP 03 17:28:22	3523.32	-40.23	96.97	125.39	-63.28	-21.52	63.31	0.48	12.01	14	-		COP row -1: 		
2	58	Nightside	2022 SEP 03 17:28:22	2022 SEP 03 17:57:57	2022 SEP 03 18:27:32	3550.29	125.39	-97.89	-69.14	63.31	22.88	-63.35	179.02	23.98	1	-	-	-		
2	58	Dayside	2022 SEP 03 18:27:32	2022 SEP 03 18:56:53	2022 SEP 03 19:26:15	3522.88	-69.14	68.08	96.50	-63.35	-21.43	63.38	0.53	12.00	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:PERSEVERANCE; 	
3	58	Nightside	2022 SEP 03 19:26:15	2022 SEP 03 19:55:50	2022 SEP 03 20:25:25	3550.15	96.50	-126.79	-97.92	63.38	22.84	-63.40	178.96	23.96	14	-	-	-		
3	58	Dayside	2022 SEP 03 20:25:25	2022 SEP 03 20:54:47	2022 SEP 03 21:24:09	3523.55	-97.92	39.18	67.73	-63.40	-21.33	63.42	0.66	11.98	14	-		COP row -1: 		
4	58	Nightside	2022 SEP 03 21:24:09	2022 SEP 03 21:53:45	2022 SEP 03 22:23:21	3552.15	67.73	-155.72	-126.69	63.42	22.76	-63.43	178.88	23.95	1	-	-	-		
4	58	Dayside	2022 SEP 03 22:23:21	2022 SEP 03 22:52:43	2022 SEP 03 23:22:06	3525.49	-126.69	10.23	38.97	-63.43	-21.29	63.45	0.81	11.97	1	Ice CH4 2SUBD #1	Science: orders #193, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
5	58	Nightside	2022 SEP 03 23:22:06	2022 SEP 03 23:51:42	2022 SEP 04 00:21:18	3552.19	38.97	175.33	-155.53	63.45	22.65	-63.49	178.77	23.93	14	-	-	-		
5	58	Dayside	2022 SEP 04 00:21:18	2022 SEP 04 00:50:42	2022 SEP 04 01:20:05	3526.62	-155.53	-18.72	10.11	-63.49	-21.23	63.51	1.00	11.95	14	-		COP row -1: 		
6	58	Nightside	2022 SEP 04 01:20:05	2022 SEP 04 01:49:41	2022 SEP 04 02:19:16	3551.22	10.11	146.38	175.58	63.51	22.58	-63.55	178.60	23.91	1	-	-	-		
6	58	Dayside	2022 SEP 04 02:19:16	2022 SEP 04 02:48:40	2022 SEP 04 03:18:03	3526.52	175.58	-47.66	-18.82	-63.55	-21.14	63.59	1.22	11.93	1	-		COP row -1: 		
7	58	Nightside	2022 SEP 04 03:18:03	2022 SEP 04 03:47:38	2022 SEP 04 04:17:13	3550.08	-18.82	117.45	146.66	63.59	22.56	-63.63	178.41	23.90	14	-	-	-		
7	58	Dayside	2022 SEP 04 04:17:13	2022 SEP 04 04:46:35	2022 SEP 04 05:15:58	3525.20	146.66	-76.56	-47.77	-63.63	-21.05	63.68	1.44	11.92	14	-		COP row -1: 		
8	58	Nightside	2022 SEP 04 05:15:58	2022 SEP 04 05:45:33	2022 SEP 04 06:15:07	3549.26	-47.77	88.56	117.75	63.68	22.52	-63.71	178.24	23.88	1	-	-	-		
8	58	Dayside	2022 SEP 04 06:15:07	2022 SEP 04 06:44:29	2022 SEP 04 07:13:51	3523.81	117.75	-105.45	-76.65	-63.71	-20.98	63.74	1.63	11.90	1	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
9	58	Nightside	2022 SEP 04 07:13:51	2022 SEP 04 07:43:25	2022 SEP 04 08:12:59	3548.26	-76.65	59.68	88.90	63.74	22.44	-63.77	178.08	23.87	14	-	-	-		
9	58	Dayside	2022 SEP 04 08:12:59	2022 SEP 04 08:42:22	2022 SEP 04 09:11:45	3525.31	88.90	-134.35	-105.41	-63.77	-20.93	63.78	1.83	11.89	14	-		COP row -1: 		
10	58	Nightside	2022 SEP 04 09:11:45	2022 SEP 04 09:41:19	2022 SEP 04 10:10:54	3548.91	-105.41	30.75	60.15	63.78	22.35	-63.80	177.88	23.85	14	-	-	-		
10	58	Dayside	2022 SEP 04 10:10:54	2022 SEP 04 10:40:17	2022 SEP 04 11:09:41	3527.05	60.15	-163.29	-134.19	-63.80	-20.85	63.82	2.07	11.87	14	-		COP row -1: 		
11	58	Nightside	2022 SEP 04 11:09:41	2022 SEP 04 11:39:16	2022 SEP 04 12:08:52	3551.04	-134.19	1.80	31.36	63.82	22.30	-63.84	177.64	23.83	1	-	-	-		
11	58	Dayside	2022 SEP 04 12:08:52	2022 SEP 04 12:38:15	2022 SEP 04 13:07:38	3526.49	31.36	167.76	-163.03	-63.84	-20.77	63.87	2.32	11.85	1	-		COP row -1: 		
12	58	Nightside	2022 SEP 04 13:07:38	2022 SEP 04 13:37:14	2022 SEP 04 14:06:51	3552.64	-163.03	-27.15	2.49	63.87	22.23	-63.90	177.43	23.82	14	-	-	-		
12	58	Dayside	2022 SEP 04 14:06:51	2022 SEP 04 14:36:13	2022 SEP 04 15:05:36	3525.03	2.49	138.81	168.08	-63.90	-20.71	63.94	2.55	11.84	14	-		COP row -1: 		
13	58	Nightside	2022 SEP 04 15:05:36	2022 SEP 04 15:35:12	2022 SEP 04 16:04:48	3552.50	168.08	-56.06	-26.46	63.94	22.15	-63.98	177.23	23.80	1	-	-	-		
13	58	Dayside	2022 SEP 04 16:04:48	2022 SEP 04 16:34:10	2022 SEP 04 17:03:32	3523.74	-26.46	109.90	139.14	-63.98	-20.68	64.01	2.75	11.82	1	-		COP row -1: 		
14	58	Nightside	2022 SEP 04 17:03:32	2022 SEP 04 17:33:07	2022 SEP 04 18:02:43	3550.66	139.14	-84.96	-55.40	64.01	22.07	-64.06	177.04	23.79	3	-	-	-		
