Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	58	Ingress	2022 SEP 03 15:36:19	2022 SEP 03 15:39:01	2022 SEP 03 15:39:35	196.00	152.54	151.83	151.68	63.05	63.07	63.08	14.37	14	-	-	-		
N/A	1	58	Egress	2022 SEP 03 16:21:08	2022 SEP 03 16:21:44	2022 SEP 03 16:24:40	212.00	-38.38	-38.53	-39.25	-63.07	-63.07	-63.07	2.38	14	-	-	-		
NOMAD	2	58	Ingress	2022 SEP 03 17:34:13	2022 SEP 03 17:36:55	2022 SEP 03 17:37:29	196.00	123.74	123.09	122.96	63.10	63.10	63.10	14.37	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:PERSEVERANCE; 	
N/A	2	58	Egress	2022 SEP 03 18:19:02	2022 SEP 03 18:19:38	2022 SEP 03 18:22:35	213.00	-67.47	-67.61	-68.26	-63.20	-63.19	-63.18	2.35	1	-	-	-	&daysideMatch:PERSEVERANCE; 	
N/A	3	58	Ingress	2022 SEP 03 19:32:07	2022 SEP 03 19:34:49	2022 SEP 03 19:35:23	196.00	94.98	94.40	94.28	63.14	63.12	63.11	14.37	14	-	-	-		
ACS	3	58	Egress	2022 SEP 03 20:16:56	2022 SEP 03 20:17:32	2022 SEP 03 20:20:29	213.00	-96.47	-96.59	-97.17	-63.30	-63.29	-63.25	2.33	14	-	-	-		
NOMAD	4	58	Ingress	2022 SEP 03 21:30:02	2022 SEP 03 21:32:44	2022 SEP 03 21:33:18	196.00	66.36	65.85	65.75	63.13	63.09	63.08	14.38	1	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	4	58	Egress	2022 SEP 03 22:14:50	2022 SEP 03 22:15:26	2022 SEP 03 22:18:22	212.00	-125.47	-125.56	-126.06	-63.40	-63.39	-63.33	2.31	1	-	-	-		
N/A	5	58	Ingress	2022 SEP 03 23:27:59	2022 SEP 03 23:30:41	2022 SEP 03 23:31:15	196.00	37.74	37.31	37.23	63.12	63.06	63.04	14.39	14	-	-	-		
ACS	5	58	Egress	2022 SEP 04 00:12:47	2022 SEP 04 00:13:22	2022 SEP 04 00:16:19	212.00	-154.54	-154.61	-155.02	-63.52	-63.50	-63.41	2.28	14	-	-	-		
NOMAD	6	58	Ingress	2022 SEP 04 01:25:57	2022 SEP 04 01:28:39	2022 SEP 04 01:29:13	196.00	9.03	8.67	8.60	63.14	63.05	63.04	14.39	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	6	58	Egress	2022 SEP 04 02:10:45	2022 SEP 04 02:11:21	2022 SEP 04 02:14:17	212.00	176.35	176.29	175.97	-63.64	-63.62	-63.51	2.26	1	-	-	-		
N/A	7	58	Ingress	2022 SEP 04 03:23:56	2022 SEP 04 03:26:38	2022 SEP 04 03:27:12	196.00	-19.77	-20.06	-20.12	63.18	63.08	63.05	14.39	14	-	-	-		
N/A	7	58	Egress	2022 SEP 04 04:08:43	2022 SEP 04 04:09:19	2022 SEP 04 04:12:16	213.00	147.22	147.17	146.93	-63.77	-63.74	-63.62	2.23	14	-	-	-		
N/A	8	58	Ingress	2022 SEP 04 05:21:51	2022 SEP 04 05:24:33	2022 SEP 04 05:25:07	196.00	-48.59	-48.82	-48.86	63.24	63.11	63.08	14.38	1	-	-	-		
NOMAD	8	58	Egress	2022 SEP 04 06:06:39	2022 SEP 04 06:07:15	2022 SEP 04 06:10:12	213.00	118.10	118.07	117.90	-63.89	-63.86	-63.72	2.20	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	9	58	Ingress	2022 SEP 04 07:19:43	2022 SEP 04 07:22:25	2022 SEP 04 07:22:59	196.00	-77.33	-77.49	-77.52	63.27	63.13	63.09	14.38	14	-	-	-		
N/A	9	58	Egress	2022 SEP 04 08:04:30	2022 SEP 04 08:05:06	2022 SEP 04 08:08:03	213.00	89.04	89.03	88.94	-64.00	-63.97	-63.81	2.18	14	-	-	-		
N/A	10	58	Ingress	2022 SEP 04 09:17:37	2022 SEP 04 09:20:19	2022 SEP 04 09:20:53	196.00	-105.95	-106.04	-106.04	63.26	63.10	63.06	14.39	14	-	-	-		
N/A	10	58	Egress	2022 SEP 04 10:02:24	2022 SEP 04 10:03:00	2022 SEP 04 10:05:57	213.00	60.05	60.06	60.05	-64.09	-64.06	-63.88	2.16	14	-	-	-		
N/A	11	58	Ingress	2022 SEP 04 11:15:35	2022 SEP 04 11:18:16	2022 SEP 04 11:18:50	195.00	-134.58	-134.59	-134.58	63.26	63.07	63.03	14.40	1	-	-	-		
NOMAD	11	58	Egress	2022 SEP 04 12:00:22	2022 SEP 04 12:00:58	2022 SEP 04 12:03:55	213.00	31.01	31.04	31.13	-64.19	-64.15	-63.95	2.13	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	12	58	Ingress	2022 SEP 04 13:13:34	2022 SEP 04 13:16:15	2022 SEP 04 13:16:49	195.00	-163.28	-163.21	-163.19	63.27	63.06	63.02	14.41	14	-	-	-		
N/A	12	58	Egress	2022 SEP 04 13:58:20	2022 SEP 04 13:58:56	2022 SEP 04 14:01:53	213.00	1.89	1.95	2.13	-64.30	-64.26	-64.04	2.11	14	-	-	-		
N/A	13	58	Ingress	2022 SEP 04 15:11:30	2022 SEP 04 15:14:12	2022 SEP 04 15:14:46	196.00	167.97	168.10	168.14	63.30	63.07	63.02	14.41	1	-	-	-		
