Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
CH4_ROI_CERBERUS FOSSAE                              ,1,5,100,2023 MAR 26 19:06:29,2023 MAR 26 19:07:04,11.0417,156.424,9.2873,156.739,65.2981,65.3181,65.1203,65.1028,0.40198,0.40474,7.5242,7.5547
CH4_ROI_CERBERUS FOSSAE                              ,2,3,281,2023 APR 10 13:55:04,2023 APR 10 13:55:40,9.2876,157.1041,11.0417,157.4157,72.5676,72.4966,72.3882,72.3125,0.22293,0.21617,16.965,16.9953
CH4_ROI_UTOPIA                                       ,1,1,40,2023 MAR 21 21:04:17,2023 MAR 21 21:04:54,33.8739,87.3262,32.1146,87.8404,54.4736,53.9791,56.3325,55.6984,1.8887,1.7353,8.0119,8.0561
CH4_ROI_UTOPIA                                       ,2,3,152,2023 MAR 31 01:10:24,2023 MAR 31 01:10:31,32.4607,87.1932,32.1152,87.2866,77.6787,77.654,77.4625,77.4382,0.57855,0.57683,6.2667,6.2747
CH4_ROI_UTOPIA                                       ,3,3,296,2023 APR 11 19:31:27,2023 APR 11 19:32:03,32.1153,87.8492,33.8733,88.3346,69.9402,70.157,69.7379,69.9549,0.21216,0.21465,17.1683,17.2106
CH4_ROI_ARGYRE                                       ,1,3,20,2023 MAR 20 06:10:48,2023 MAR 20 06:11:24,-38.6379,-37.9001,-40.3935,-37.3167,65.9486,66.7669,62.77,63.8783,3.9165,3.5995,9.8036,9.8522
CH4_ROI_VERNAL CRATER                                ,1,3,118,2023 MAR 28 06:30:18,2023 MAR 28 06:30:43,6.5415,-3.6125,5.305,-3.4,69.4485,69.4861,69.2797,69.3208,0.35306,0.33914,7.3131,7.3342
CH4_ROI_VERNAL CRATER                                ,2,3,299,2023 APR 12 01:15:52,2023 APR 12 01:16:27,4.7879,-4.49,6.5415,-4.1885,68.7519,68.6271,68.586,68.4555,0.24639,0.23635,16.6003,16.63
LANDER_Phoenix                                       ,1,3,9,2023 MAR 19 07:58:38,2023 MAR 19 07:59:08,68.1443,-127.6093,66.7173,-123.75,37.9831,38.2534,74.389,72.9106,53.3296,50.8478,6.2089,6.4742
LANDER_Phoenix                                       ,2,1,34,2023 MAR 21 09:03:41,2023 MAR 21 09:04:25,69.4116,-127.6552,67.7397,-123.75,75.3562,73.9909,75.1841,73.831,0.49019,0.50058,5.9881,6.2606
LANDER_Phoenix                                       ,3,3,121,2023 MAR 28 12:01:14,2023 MAR 28 12:01:49,70.15,-127.1178,68.8788,-123.75,81.7568,81.2046,81.5086,80.962,0.49606,0.50661,4.4486,4.6828
LANDER_Phoenix                                       ,4,3,133,2023 MAR 29 11:34:20,2023 MAR 29 11:34:53,69.3513,-127.6297,68.7237,-123.75,65.4822,66.1387,86.4684,85.8004,32.5991,30.6551,3.3414,3.6092
LANDER_Phoenix                                       ,5,3,144,2023 MAR 30 09:05:54,2023 MAR 30 09:06:28,69.0024,-127.6392,69.656,-123.75,58.97,59.8037,93.4895,92.6947,50.7142,48.5909,0.29583,0.56417
LANDER_Phoenix                                       ,6,3,146,2023 MAR 30 13:09:26,2023 MAR 30 13:10:12,69.0851,-127.6581,67.3344,-123.75,82.9204,82.4233,82.6575,82.1658,0.5059,0.52033,4.2456,4.5186
LANDER_Phoenix                                       ,7,3,155,2023 MAR 31 06:39:53,2023 MAR 31 06:40:08,68.5145,-125.0472,69.0623,-123.75,90.6236,90.492,89.6848,89.5239,0.96589,0.9975,21.4628,21.5533
LANDER_Phoenix                                       ,8,3,180,2023 APR 02 07:47:41,2023 APR 02 07:48:20,68.7368,-127.6611,70.1503,-123.9215,88.3846,88.1487,88.0629,87.828,0.33401,0.33855,21.1153,21.375
LANDER_Phoenix                                       ,9,3,205,2023 APR 04 08:55:51,2023 APR 04 08:56:06,69.6522,-127.6484,70.1538,-126.0951,84.5447,84.372,86.525,86.5273,1.9803,2.1553,20.9483,21.0558
LANDER_Phoenix                                       ,10,3,208,2023 APR 04 14:59:09,2023 APR 04 14:59:17,70.15,-124.5625,69.8641,-123.75,86.4501,86.4591,86.1435,86.1526,0.49237,0.49533,3.0483,3.1047
LANDER_Phoenix                                       ,11,3,233,2023 APR 06 16:06:53,2023 APR 06 16:07:35,70.0381,-127.6491,68.521,-123.75,87.5231,87.776,87.2027,87.4544,0.48988,0.50561,2.6678,2.9389
LANDER_Phoenix                                       ,12,3,242,2023 APR 07 09:36:55,2023 APR 07 09:37:24,66.337,-125.977,67.4237,-123.75,81.7332,81.6791,83.3339,83.5151,1.6127,1.8511,19.8153,19.9717
LANDER_Phoenix                                       ,13,3,258,2023 APR 08 17:15:11,2023 APR 08 17:15:59,68.7386,-127.661,66.904,-123.75,88.8234,89.3485,88.4882,89.0104,0.49918,0.51733,2.5011,2.7747
LANDER_Phoenix                                       ,14,3,267,2023 APR 09 10:44:56,2023 APR 09 10:45:41,66.9703,-127.6694,68.6198,-123.75,78.432,78.4135,81.3219,81.8418,2.9563,3.5133,19.5322,19.8056
LANDER_Phoenix                                       ,15,3,292,2023 APR 11 11:53:25,2023 APR 11 11:53:56,69.0488,-127.6584,70.1504,-124.6764,79.5837,80.0488,79.3368,79.7973,0.24944,0.25623,19.37,19.5772
LANDER_Phoenix                                       ,16,3,320,2023 APR 13 19:04:45,2023 APR 13 19:04:51,70.1501,-125.424,69.9238,-124.7767,89.8653,90.01,89.5108,89.6543,0.46656,0.46936,1.2428,1.2875
LANDER_Phoenix                                       ,17,3,329,2023 APR 14 12:34:47,2023 APR 14 12:34:50,66.3396,-124.0181,66.4867,-123.75,74.7648,74.8419,74.5599,74.6363,0.205,0.20561,18.3725,18.3914
LANDER_Spirit                                        ,1,1,87,2023 MAR 25 17:41:43,2023 MAR 25 17:42:39,-12.6685,176.9297,-15.3905,177.475,66.4187,67.3018,64.1446,64.7061,2.2907,2.6289,8.1528,8.2039
LANDER_Spirit                                        ,2,3,112,2023 MAR 27 18:49:41,2023 MAR 27 18:50:37,-13.6391,173.4841,-16.4218,174.0075,70.0583,70.5558,69.974,70.4867,0.12556,0.097354,7.7525,7.8025
LANDER_Spirit                                        ,3,3,199,2023 APR 03 21:47:17,2023 APR 03 21:48:33,-12.6689,175.892,-16.4218,176.5939,89.3123,89.5876,89.211,89.4996,0.14066,0.10709,6.3372,6.4047
LANDER_Spirit                                        ,4,3,218,2023 APR 05 09:58:11,2023 APR 05 09:59:27,-16.4217,175.5858,-12.6689,176.2883,88.8706,88.5676,88.784,88.4672,0.41854,0.38644,17.5383,17.6058
LANDER_Spirit                                        ,5,1,330,2023 APR 14 14:03:44,2023 APR 14 14:05:01,-16.4223,174.3242,-12.6684,175.11,69.4006,67.7943,65.3527,64.3727,4.3495,3.6459,15.7053,15.7783
LANDER_Opportunity                                   ,1,1,31,2023 MAR 21 03:34:38,2023 MAR 21 03:35:54,-0.048744,-5.0833,-3.8018,-4.447,49.8104,50.3868,49.6626,50.2573,0.27771,0.23362,8.8208,8.8839
LANDER_Opportunity                                   ,2,1,56,2023 MAR 23 04:43:37,2023 MAR 23 04:43:38,-3.7892,-7.5166,-3.8025,-7.5141,58.8241,58.8283,55.5485,55.5504,3.2931,3.2956,8.505,8.5053
LANDER_Opportunity                                   ,3,3,143,2023 MAR 30 07:40:14,2023 MAR 30 07:41:30,-0.048743,-5.8907,-3.8018,-5.2533,75.5322,75.8157,75.3845,75.6825,0.27772,0.23455,7.0225,7.0856
LANDER_Opportunity                                   ,4,3,299,2023 APR 12 01:12:58,2023 APR 12 01:14:14,-3.8018,-5.9502,-0.048738,-5.3124,69.6801,69.2107,69.549,69.0631,0.30683,0.27862,16.4558,16.5189
Gale Creater Extended SOC                            ,1,3,51,2023 MAR 22 18:53:45,2023 MAR 22 18:55:01,-2.6883,137.0747,-6.4412,137.7188,58.6011,59.2137,54.1519,54.8002,4.5004,4.5092,8.5742,8.6375
Gale Creater Extended SOC                            ,2,3,138,2023 MAR 29 21:51:37,2023 MAR 29 21:52:05,-2.6883,139.2082,-4.0626,139.4417,74.5934,74.71,74.4558,74.578,0.24726,0.23152,7.1458,7.1689
Gale Creater Extended SOC                            ,3,3,163,2023 MAR 31 22:59:19,2023 MAR 31 23:00:35,-2.6883,135.8072,-6.4412,136.4481,80.3405,80.6404,80.2027,80.5173,0.24732,0.20489,6.7442,6.8072
Gale Creater Extended SOC                            ,4,3,294,2023 APR 11 15:22:34,2023 APR 11 15:23:50,-6.4412,138.2403,-2.6883,138.8826,71.1346,70.6173,71.016,70.481,0.32781,0.29832,16.4897,16.5531
Gale Creater Extended SOC                            ,5,5,319,2023 APR 13 16:31:24,2023 APR 13 16:31:29,-2.9341,135.4501,-2.6883,135.4919,65.1095,65.0718,64.9751,64.9362,0.29953,0.29771,16.1467,16.1508
LANDER_Insight                                       ,1,3,51,2023 MAR 22 18:50:41,2023 MAR 22 18:51:57,6.4038,135.5323,2.6505,136.1711,57.8401,58.0317,53.367,53.5529,4.4734,4.4896,8.4214,8.4844
LANDER_Insight                                       ,2,3,163,2023 MAR 31 22:56:15,2023 MAR 31 22:57:31,6.4038,134.2643,2.6504,134.9043,79.8028,79.9917,79.6333,79.8345,0.35176,0.30884,6.5914,6.6547
LANDER_Insight                                       ,3,3,207,2023 APR 04 12:27:42,2023 APR 04 12:28:32,2.6505,137.2034,5.1178,137.6234,89.9324,89.7624,89.7749,89.596,0.25923,0.24403,18.0422,18.0839
LANDER_Insight                                       ,4,3,232,2023 APR 06 13:35:23,2023 APR 06 13:36:39,2.6505,133.8088,6.4038,134.4498,84.1946,83.9429,84.0371,83.7721,0.25928,0.23687,17.6403,17.7036
LANDER_Insight                                       ,5,5,319,2023 APR 13 16:33:17,2023 APR 13 16:34:34,2.6504,136.3967,6.4038,137.0381,64.3818,64.0471,64.2231,63.8755,0.26018,0.23746,16.2403,16.3036
Lander_Mars2020 Jezero Crater                        ,1,1,28,2023 MAR 20 21:33:51,2023 MAR 20 21:35:08,20.7522,77.4937,16.997,78.248,46.0976,45.3908,50.2587,49.5817,4.1777,4.1938,8.4725,8.5436
Lander_Mars2020 Jezero Crater                        ,2,3,140,2023 MAR 30 01:39:29,2023 MAR 30 01:40:46,20.7521,77.1893,16.9972,77.9294,74.5247,74.4139,74.3265,74.2212,0.49719,0.46305,6.7083,6.7783
Lander_Mars2020 Jezero Crater                        ,3,3,234,2023 APR 06 17:36:01,2023 APR 06 17:37:18,16.9972,78.4915,20.7521,79.2323,82.9313,82.7947,82.7279,82.5816,0.21057,0.21415,17.8567,17.9267
Lander_Mars2020 Jezero Crater                        ,4,3,259,2023 APR 08 18:44:29,2023 APR 08 18:45:00,19.2288,75.5297,20.7521,75.8362,77.2965,77.287,77.0923,77.0799,0.20678,0.20797,17.4961,17.5247
Lander_Tianwen1_Utopia_Planitia                      ,1,1,2,2023 MAR 18 18:26:11,2023 MAR 18 18:27:29,26.9688,108.8471,23.2122,109.6996,45.6101,44.4004,46.0484,44.8007,0.43834,0.40302,8.7911,8.8686
Lander_Tianwen1_Utopia_Planitia                      ,2,3,89,2023 MAR 25 21:24:07,2023 MAR 25 21:25:07,26.9687,111.244,24.0718,111.925,62.4851,62.1326,64.3967,63.9161,1.9116,1.7844,7.3819,7.4433
Lander_Tianwen1_Utopia_Planitia                      ,3,3,114,2023 MAR 27 22:31:48,2023 MAR 27 22:33:05,26.9687,108.1202,23.2125,108.963,69.5383,69.1258,69.3471,68.9349,0.54266,0.51562,6.9986,7.0756
Lander_Tianwen1_Utopia_Planitia                      ,4,3,201,2023 APR 04 01:29:44,2023 APR 04 01:31:01,26.9687,110.6954,23.2125,111.5391,87.2527,87.4489,87.0168,87.2233,0.55002,0.52154,5.5997,5.6769
Lander_Tianwen1_Utopia_Planitia                      ,5,3,233,2023 APR 06 15:40:16,2023 APR 06 15:41:33,23.2126,108.6769,26.9686,109.5198,82.9446,82.8612,82.7253,82.6337,0.2193,0.22903,17.9911,18.0681
Lander_Tianwen1_Utopia_Planitia                      ,6,3,320,2023 APR 13 18:38:11,2023 APR 13 18:39:12,23.2126,111.2668,26.1705,111.925,63.8924,64.177,63.6983,63.9838,0.19419,0.19532,16.5914,16.6517
Nili Fossae IAPS                                     ,1,3,53,2023 MAR 22 22:40:28,2023 MAR 22 22:41:04,23.9025,73.3928,22.1465,73.7758,52.0026,51.6377,56.4061,56.0568,4.4145,4.4248,8.0069,8.0422
Nili Fossae IAPS                                     ,2,3,165,2023 APR 01 02:46:06,2023 APR 01 02:46:42,23.9023,73.1316,22.1467,73.5061,79.9238,79.9081,79.7118,79.6992,0.52474,0.51054,6.245,6.2797
Nili Fossae IAPS                                     ,3,3,284,2023 APR 10 19:53:11,2023 APR 10 19:53:47,22.1465,73.2529,23.9021,73.6275,67.7979,67.9356,72.0589,72.118,4.2611,4.1827,17.185,17.2197
Mawrth Vallis-Aram Chaos IAPS                        ,1,1,19,2023 MAR 20 03:54:46,2023 MAR 20 03:55:16,14.6136,-20.9907,13.1472,-20.7156,42.3645,42.1966,47.32,47.1604,4.9555,4.9654,8.7236,8.75
Meridiani IAPS                                       ,1,5,93,2023 MAR 26 05:24:33,2023 MAR 26 05:25:04,0.90126,0.74101,-0.63067,1,63.9422,64.0636,63.7909,63.9182,0.28869,0.27094,7.8097,7.8353
Meridiani IAPS                                       ,2,3,205,2023 APR 04 09:30:08,2023 APR 04 09:30:43,0.90126,-0.064847,-0.85184,0.23199,89.7299,89.8501,89.5789,89.7055,0.28868,0.26843,6.01,6.0394
Olympus Mons Caldera IAPS                            ,1,3,204,2023 APR 04 06:38:55,2023 APR 04 06:39:31,17.447,-133.3176,19.2021,-132.9738,89.6061,89.4835,89.3959,89.2674,0.21663,0.21917,18.3489,18.3814
Olympus Mons Caldera IAPS                            ,2,5,316,2023 APR 13 10:44:32,2023 APR 13 10:45:07,17.447,-133.9666,19.2021,-133.6209,63.2801,63.3487,64.4503,64.5093,1.1855,1.1764,16.5575,16.5903
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,1,5,106,2023 MAR 27 06:49:54,2023 MAR 27 06:50:20,22.929,-18.9897,21.6467,-18.7228,71.1636,71.0375,66.7428,66.6113,4.4344,4.4358,7.2425,7.2675
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,2,3,193,2023 APR 03 09:47:39,2023 APR 03 09:47:40,23.4025,-17.0114,23.35,-17,85.7971,85.7991,85.5743,85.5764,0.52272,0.5223,5.8011,5.8022
Mawrth Vallis ExoMars2020 Candidate Landing Site IAPS,3,3,312,2023 APR 13 02:54:24,2023 APR 13 02:55:00,21.647,-17.3601,23.4021,-17.0182,64.2226,64.6119,65.5602,65.6484,1.3376,1.0364,16.7039,16.7364
