Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2023 JUL 08 15:20:22,2023 JUL 08 17:18:18,7076,2023 JUL 08 15:18:23,2023 JUL 08 16:17:08,3525,2023 JUL 08 16:17:09,2023 JUL 08 17:16:18,3549,17.0016,2023 JUL 08 16:46:58
1,1,2,2023 JUL 08 17:18:19,2023 JUL 08 19:16:14,7075,2023 JUL 08 17:16:19,2023 JUL 08 18:15:05,3526,2023 JUL 08 18:15:06,2023 JUL 08 19:14:14,3548,17.2185,2023 JUL 08 18:44:56
3,3,3,2023 JUL 08 19:16:15,2023 JUL 08 21:14:08,7073,2023 JUL 08 19:14:15,2023 JUL 08 20:13:00,3525,2023 JUL 08 20:13:01,2023 JUL 08 21:12:08,3547,17.4122,2023 JUL 08 20:42:51
1,1,4,2023 JUL 08 21:14:09,2023 JUL 08 23:12:00,7071,2023 JUL 08 21:12:09,2023 JUL 08 22:10:52,3523,2023 JUL 08 22:10:53,2023 JUL 08 23:10:00,3547,17.6041,2023 JUL 08 22:40:43
3,3,5,2023 JUL 08 23:12:01,2023 JUL 09 01:09:53,7072,2023 JUL 08 23:10:01,2023 JUL 09 00:08:45,3524,2023 JUL 09 00:08:46,2023 JUL 09 01:07:53,3547,17.8314,2023 JUL 09 00:38:35
1,1,6,2023 JUL 09 01:09:54,2023 JUL 09 03:07:50,7076,2023 JUL 09 01:07:54,2023 JUL 09 02:06:40,3526,2023 JUL 09 02:06:41,2023 JUL 09 03:05:50,3549,18.0782,2023 JUL 09 02:36:31
1,1,7,2023 JUL 09 03:07:51,2023 JUL 09 05:05:48,7077,2023 JUL 09 03:05:51,2023 JUL 09 04:04:36,3525,2023 JUL 09 04:04:37,2023 JUL 09 05:03:48,3551,18.3109,2023 JUL 09 04:34:29
3,3,8,2023 JUL 09 05:05:49,2023 JUL 09 07:03:46,7077,2023 JUL 09 05:03:49,2023 JUL 09 06:02:34,3525,2023 JUL 09 06:02:35,2023 JUL 09 07:01:46,3551,18.5303,2023 JUL 09 06:32:25
3,3,9,2023 JUL 09 07:03:47,2023 JUL 09 09:01:40,7073,2023 JUL 09 07:01:47,2023 JUL 09 08:00:30,3523,2023 JUL 09 08:00:31,2023 JUL 09 08:59:40,3549,18.7339,2023 JUL 09 08:30:20
1,1,10,2023 JUL 09 09:01:41,2023 JUL 09 10:59:32,7071,2023 JUL 09 08:59:41,2023 JUL 09 09:58:23,3522,2023 JUL 09 09:58:24,2023 JUL 09 10:57:32,3548,18.9301,2023 JUL 09 10:28:13
3,3,11,2023 JUL 09 10:59:33,2023 JUL 09 12:57:24,7071,2023 JUL 09 10:57:33,2023 JUL 09 11:56:15,3522,2023 JUL 09 11:56:16,2023 JUL 09 12:55:24,3548,19.1392,2023 JUL 09 12:26:06
1,1,12,2023 JUL 09 12:57:25,2023 JUL 09 14:55:20,7075,2023 JUL 09 12:55:25,2023 JUL 09 13:54:09,3524,2023 JUL 09 13:54:10,2023 JUL 09 14:53:20,3550,19.3832,2023 JUL 09 14:24:00
3,3,13,2023 JUL 09 14:55:21,2023 JUL 09 16:53:17,7076,2023 JUL 09 14:53:21,2023 JUL 09 15:52:06,3525,2023 JUL 09 15:52:07,2023 JUL 09 16:51:17,3550,19.6297,2023 JUL 09 16:21:57
1,1,14,2023 JUL 09 16:53:18,2023 JUL 09 18:51:14,7076,2023 JUL 09 16:51:18,2023 JUL 09 17:50:04,3526,2023 JUL 09 17:50:05,2023 JUL 09 18:49:14,3549,19.8582,2023 JUL 09 18:19:55
1,1,15,2023 JUL 09 18:51:15,2023 JUL 09 20:49:08,7073,2023 JUL 09 18:49:15,2023 JUL 09 19:48:00,3525,2023 JUL 09 19:48:01,2023 JUL 09 20:47:08,3547,20.0621,2023 JUL 09 20:17:51
3,3,16,2023 JUL 09 20:49:09,2023 JUL 09 22:47:01,7072,2023 JUL 09 20:47:09,2023 JUL 09 21:45:53,3524,2023 JUL 09 21:45:54,2023 JUL 09 22:45:01,3547,20.2517,2023 JUL 09 22:15:44
3,3,17,2023 JUL 09 22:47:02,2023 JUL 10 00:44:52,7070,2023 JUL 09 22:45:02,2023 JUL 09 23:43:45,3523,2023 JUL 09 23:43:46,2023 JUL 10 00:42:52,3546,20.4627,2023 JUL 10 00:13:35
1,1,18,2023 JUL 10 00:44:53,2023 JUL 10 02:42:47,7074,2023 JUL 10 00:42:53,2023 JUL 10 01:41:39,3526,2023 JUL 10 01:41:40,2023 JUL 10 02:40:47,3547,20.7072,2023 JUL 10 02:11:29
3,3,19,2023 JUL 10 02:42:48,2023 JUL 10 04:40:45,7077,2023 JUL 10 02:40:48,2023 JUL 10 03:39:35,3527,2023 JUL 10 03:39:36,2023 JUL 10 04:38:45,3549,20.9471,2023 JUL 10 04:09:26
1,1,20,2023 JUL 10 04:40:46,2023 JUL 10 06:38:43,7077,2023 JUL 10 04:38:46,2023 JUL 10 05:37:32,3526,2023 JUL 10 05:37:33,2023 JUL 10 06:36:43,3550,21.1719,2023 JUL 10 06:07:24
3,3,21,2023 JUL 10 06:38:44,2023 JUL 10 08:36:39,7075,2023 JUL 10 06:36:44,2023 JUL 10 07:35:28,3524,2023 JUL 10 07:35:29,2023 JUL 10 08:34:39,3550,21.3869,2023 JUL 10 08:05:19
3,3,22,2023 JUL 10 08:36:40,2023 JUL 10 10:34:32,7072,2023 JUL 10 08:34:40,2023 JUL 10 09:33:23,3523,2023 JUL 10 09:33:24,2023 JUL 10 10:32:32,3548,21.5852,2023 JUL 10 10:03:13
1,1,23,2023 JUL 10 10:34:33,2023 JUL 10 12:32:24,7071,2023 JUL 10 10:32:33,2023 JUL 10 11:31:15,3522,2023 JUL 10 11:31:16,2023 JUL 10 12:30:24,3548,21.7862,2023 JUL 10 12:01:05
1,1,24,2023 JUL 10 12:32:25,2023 JUL 10 14:30:18,7073,2023 JUL 10 12:30:25,2023 JUL 10 13:29:08,3523,2023 JUL 10 13:29:09,2023 JUL 10 14:28:18,3549,22.0149,2023 JUL 10 13:58:59
3,3,25,2023 JUL 10 14:30:19,2023 JUL 10 16:28:15,7076,2023 JUL 10 14:28:19,2023 JUL 10 15:27:04,3525,2023 JUL 10 15:27:05,2023 JUL 10 16:26:15,3550,22.2646,2023 JUL 10 15:56:55
1,1,26,2023 JUL 10 16:28:16,2023 JUL 10 18:26:12,7076,2023 JUL 10 16:26:16,2023 JUL 10 17:25:02,3526,2023 JUL 10 17:25:03,2023 JUL 10 18:24:12,3549,22.5024,2023 JUL 10 17:54:52
3,3,27,2023 JUL 10 18:26:13,2023 JUL 10 20:24:08,7075,2023 JUL 10 18:24:13,2023 JUL 10 19:22:59,3526,2023 JUL 10 19:23:00,2023 JUL 10 20:22:08,3548,22.7178,2023 JUL 10 19:52:49
3,3,28,2023 JUL 10 20:24:09,2023 JUL 10 22:22:01,7072,2023 JUL 10 20:22:09,2023 JUL 10 21:20:53,3524,2023 JUL 10 21:20:54,2023 JUL 10 22:20:01,3547,22.9112,2023 JUL 10 21:50:44
1,1,29,2023 JUL 10 22:22:02,2023 JUL 11 00:19:53,7071,2023 JUL 10 22:20:02,2023 JUL 10 23:18:46,3524,2023 JUL 10 23:18:47,2023 JUL 11 00:17:53,3546,23.1068,2023 JUL 10 23:48:35
1,1,30,2023 JUL 11 00:19:54,2023 JUL 11 02:17:46,7072,2023 JUL 11 00:17:54,2023 JUL 11 01:16:38,3524,2023 JUL 11 01:16:39,2023 JUL 11 02:15:46,3547,23.3382,2023 JUL 11 01:46:28
3,3,31,2023 JUL 11 02:17:47,2023 JUL 11 04:15:43,7076,2023 JUL 11 02:15:47,2023 JUL 11 03:14:33,3526,2023 JUL 11 03:14:34,2023 JUL 11 04:13:43,3549,23.5839,2023 JUL 11 03:44:24
3,3,32,2023 JUL 11 04:15:44,2023 JUL 11 06:13:41,7077,2023 JUL 11 04:13:44,2023 JUL 11 05:12:30,3526,2023 JUL 11 05:12:31,2023 JUL 11 06:11:41,3550,23.8157,2023 JUL 11 05:42:22
1,1,33,2023 JUL 11 06:13:42,2023 JUL 11 08:11:38,7076,2023 JUL 11 06:11:42,2023 JUL 11 07:10:27,3525,2023 JUL 11 07:10:28,2023 JUL 11 08:09:38,3550,24.0349,2023 JUL 11 07:40:18
3,3,34,2023 JUL 11 08:11:39,2023 JUL 11 10:09:32,7073,2023 JUL 11 08:09:39,2023 JUL 11 09:08:22,3523,2023 JUL 11 09:08:23,2023 JUL 11 10:07:32,3549,24.2378,2023 JUL 11 09:38:13
1,1,35,2023 JUL 11 10:09:33,2023 JUL 11 12:07:23,7070,2023 JUL 11 10:07:33,2023 JUL 11 11:06:15,3522,2023 JUL 11 11:06:16,2023 JUL 11 12:05:23,3547,24.4348,2023 JUL 11 11:36:05
1,1,36,2023 JUL 11 12:07:24,2023 JUL 11 14:05:16,7072,2023 JUL 11 12:05:24,2023 JUL 11 13:04:07,3523,2023 JUL 11 13:04:08,2023 JUL 11 14:03:16,3548,24.6491,2023 JUL 11 13:33:58
3,3,37,2023 JUL 11 14:05:17,2023 JUL 11 16:03:12,7075,2023 JUL 11 14:03:17,2023 JUL 11 15:02:01,3524,2023 JUL 11 15:02:02,2023 JUL 11 16:01:12,3550,24.8954,2023 JUL 11 15:31:53
3,3,38,2023 JUL 11 16:03:13,2023 JUL 11 18:01:09,7076,2023 JUL 11 16:01:13,2023 JUL 11 16:59:59,3526,2023 JUL 11 17:00:00,2023 JUL 11 17:59:09,3549,25.1413,2023 JUL 11 17:29:50
1,1,39,2023 JUL 11 18:01:10,2023 JUL 11 19:59:05,7075,2023 JUL 11 17:59:10,2023 JUL 11 18:57:56,3526,2023 JUL 11 18:57:57,2023 JUL 11 19:57:05,3548,25.3685,2023 JUL 11 19:27:47
3,3,40,2023 JUL 11 19:59:06,2023 JUL 11 21:57:00,7074,2023 JUL 11 19:57:06,2023 JUL 11 20:55:52,3526,2023 JUL 11 20:55:53,2023 JUL 11 21:55:00,3547,25.5712,2023 JUL 11 21:25:42
1,1,41,2023 JUL 11 21:57:01,2023 JUL 11 23:54:52,7071,2023 JUL 11 21:55:01,2023 JUL 11 22:53:45,3524,2023 JUL 11 22:53:46,2023 JUL 11 23:52:52,3546,25.7619,2023 JUL 11 23:23:35
3,3,42,2023 JUL 11 23:54:53,2023 JUL 12 01:52:43,7070,2023 JUL 11 23:52:53,2023 JUL 12 00:51:37,3524,2023 JUL 12 00:51:38,2023 JUL 12 01:50:43,3545,25.9779,2023 JUL 12 01:21:26
3,3,43,2023 JUL 12 01:52:44,2023 JUL 12 03:50:39,7075,2023 JUL 12 01:50:44,2023 JUL 12 02:49:31,3527,2023 JUL 12 02:49:32,2023 JUL 12 03:48:39,3547,26.2259,2023 JUL 12 03:19:21
1,1,44,2023 JUL 12 03:50:40,2023 JUL 12 05:48:37,7077,2023 JUL 12 03:48:40,2023 JUL 12 04:47:27,3527,2023 JUL 12 04:47:28,2023 JUL 12 05:46:37,3549,26.4647,2023 JUL 12 05:17:18
1,1,45,2023 JUL 12 05:48:38,2023 JUL 12 07:46:35,7077,2023 JUL 12 05:46:38,2023 JUL 12 06:45:24,3526,2023 JUL 12 06:45:25,2023 JUL 12 07:44:35,3550,26.6889,2023 JUL 12 07:15:16
3,3,46,2023 JUL 12 07:46:36,2023 JUL 12 09:44:30,7074,2023 JUL 12 07:44:36,2023 JUL 12 08:43:20,3524,2023 JUL 12 08:43:21,2023 JUL 12 09:42:30,3549,26.9021,2023 JUL 12 09:13:11
1,1,47,2023 JUL 12 09:44:31,2023 JUL 12 11:42:23,7072,2023 JUL 12 09:42:31,2023 JUL 12 10:41:14,3523,2023 JUL 12 10:41:15,2023 JUL 12 11:40:23,3548,27.1013,2023 JUL 12 11:11:04
3,3,48,2023 JUL 12 11:42:24,2023 JUL 12 13:40:15,7071,2023 JUL 12 11:40:24,2023 JUL 12 12:39:06,3522,2023 JUL 12 12:39:07,2023 JUL 12 13:38:15,3548,27.3041,2023 JUL 12 13:08:57
3,3,49,2023 JUL 12 13:40:16,2023 JUL 12 15:38:10,7074,2023 JUL 12 13:38:16,2023 JUL 12 14:36:59,3523,2023 JUL 12 14:37:00,2023 JUL 12 15:36:10,3550,27.5379,2023 JUL 12 15:06:50
1,1,50,2023 JUL 12 15:38:11,2023 JUL 12 17:36:07,7076,2023 JUL 12 15:36:11,2023 JUL 12 16:34:56,3525,2023 JUL 12 16:34:57,2023 JUL 12 17:34:07,3550,27.7876,2023 JUL 12 17:04:47
3,3,51,2023 JUL 12 17:36:08,2023 JUL 12 19:34:03,7075,2023 JUL 12 17:34:08,2023 JUL 12 18:32:54,3526,2023 JUL 12 18:32:55,2023 JUL 12 19:32:03,3548,28.024,2023 JUL 12 19:02:44
1,1,52,2023 JUL 12 19:34:04,2023 JUL 12 21:31:58,7074,2023 JUL 12 19:32:04,2023 JUL 12 20:30:50,3526,2023 JUL 12 20:30:51,2023 JUL 12 21:29:58,3547,28.2373,2023 JUL 12 21:00:40
1,1,53,2023 JUL 12 21:31:59,2023 JUL 12 23:29:52,7073,2023 JUL 12 21:29:59,2023 JUL 12 22:28:44,3525,2023 JUL 12 22:28:45,2023 JUL 12 23:27:52,3547,28.4306,2023 JUL 12 22:58:34
3,3,54,2023 JUL 12 23:29:53,2023 JUL 13 01:27:43,7070,2023 JUL 12 23:27:53,2023 JUL 13 00:26:36,3523,2023 JUL 13 00:26:37,2023 JUL 13 01:25:43,3546,28.6299,2023 JUL 13 00:56:25
3,3,55,2023 JUL 13 01:27:44,2023 JUL 13 03:25:36,7072,2023 JUL 13 01:25:44,2023 JUL 13 02:24:28,3524,2023 JUL 13 02:24:29,2023 JUL 13 03:23:36,3547,28.8644,2023 JUL 13 02:54:18
1,1,56,2023 JUL 13 03:25:37,2023 JUL 13 05:23:33,7076,2023 JUL 13 03:23:37,2023 JUL 13 04:22:24,3527,2023 JUL 13 04:22:25,2023 JUL 13 05:21:33,3548,29.1087,2023 JUL 13 04:52:15
3,3,57,2023 JUL 13 05:23:34,2023 JUL 13 07:21:31,7077,2023 JUL 13 05:21:34,2023 JUL 13 06:20:20,3526,2023 JUL 13 06:20:21,2023 JUL 13 07:19:31,3550,29.3395,2023 JUL 13 06:50:12
1,1,58,2023 JUL 13 07:21:32,2023 JUL 13 09:19:28,7076,2023 JUL 13 07:19:32,2023 JUL 13 08:18:17,3525,2023 JUL 13 08:18:18,2023 JUL 13 09:17:28,3550,29.5585,2023 JUL 13 08:48:08
3,3,59,2023 JUL 13 09:19:29,2023 JUL 13 11:17:21,7072,2023 JUL 13 09:17:29,2023 JUL 13 10:16:11,3522,2023 JUL 13 10:16:12,2023 JUL 13 11:15:21,3549,29.7607,2023 JUL 13 10:46:02
1,1,60,2023 JUL 13 11:17:22,2023 JUL 13 13:15:12,7070,2023 JUL 13 11:15:22,2023 JUL 13 12:14:04,3522,2023 JUL 13 12:14:05,2023 JUL 13 13:13:12,3547,29.959,2023 JUL 13 12:43:54
3,3,61,2023 JUL 13 13:15:13,2023 JUL 13 15:13:05,7072,2023 JUL 13 13:13:13,2023 JUL 13 14:11:55,3522,2023 JUL 13 14:11:56,2023 JUL 13 15:11:05,3549,30.1782,2023 JUL 13 14:41:46
1,1,62,2023 JUL 13 15:13:06,2023 JUL 13 17:11:01,7075,2023 JUL 13 15:11:06,2023 JUL 13 16:09:51,3525,2023 JUL 13 16:09:52,2023 JUL 13 17:09:01,3549,30.4263,2023 JUL 13 16:39:42
3,3,63,2023 JUL 13 17:11:02,2023 JUL 13 19:08:58,7076,2023 JUL 13 17:09:02,2023 JUL 13 18:07:48,3526,2023 JUL 13 18:07:49,2023 JUL 13 19:06:58,3549,30.6709,2023 JUL 13 18:37:38
1,1,64,2023 JUL 13 19:08:59,2023 JUL 13 21:06:54,7075,2023 JUL 13 19:06:59,2023 JUL 13 20:05:45,3526,2023 JUL 13 20:05:46,2023 JUL 13 21:04:54,3548,30.8959,2023 JUL 13 20:35:35
3,3,65,2023 JUL 13 21:06:55,2023 JUL 13 23:04:48,7073,2023 JUL 13 21:04:55,2023 JUL 13 22:03:40,3525,2023 JUL 13 22:03:41,2023 JUL 13 23:02:48,3547,31.0965,2023 JUL 13 22:33:30
1,1,66,2023 JUL 13 23:04:49,2023 JUL 14 01:02:39,7070,2023 JUL 13 23:02:49,2023 JUL 14 00:01:33,3524,2023 JUL 14 00:01:34,2023 JUL 14 01:00:39,3545,31.2884,2023 JUL 14 00:31:22
3,3,67,2023 JUL 14 01:02:40,2023 JUL 14 03:00:31,7071,2023 JUL 14 01:00:40,2023 JUL 14 01:59:24,3524,2023 JUL 14 01:59:25,2023 JUL 14 02:58:31,3546,31.5089,2023 JUL 14 02:29:14
1,1,68,2023 JUL 14 03:00:32,2023 JUL 14 04:58:27,7075,2023 JUL 14 02:58:32,2023 JUL 14 03:57:19,3527,2023 JUL 14 03:57:20,2023 JUL 14 04:56:27,3547,31.7581,2023 JUL 14 04:27:09
3,3,69,2023 JUL 14 04:58:28,2023 JUL 14 06:56:25,7077,2023 JUL 14 04:56:28,2023 JUL 14 05:55:15,3527,2023 JUL 14 05:55:16,2023 JUL 14 06:54:25,3549,31.9955,2023 JUL 14 06:25:06
1,1,70,2023 JUL 14 06:56:26,2023 JUL 14 08:54:23,7077,2023 JUL 14 06:54:26,2023 JUL 14 07:53:12,3526,2023 JUL 14 07:53:13,2023 JUL 14 08:52:23,3550,32.2188,2023 JUL 14 08:23:03
3,3,71,2023 JUL 14 08:54:24,2023 JUL 14 10:52:17,7073,2023 JUL 14 08:52:24,2023 JUL 14 09:51:08,3524,2023 JUL 14 09:51:09,2023 JUL 14 10:50:17,3548,32.4294,2023 JUL 14 10:20:58
1,1,72,2023 JUL 14 10:52:18,2023 JUL 14 12:50:09,7071,2023 JUL 14 10:50:18,2023 JUL 14 11:49:01,3523,2023 JUL 14 11:49:02,2023 JUL 14 12:48:09,3547,32.6287,2023 JUL 14 12:18:51
1,1,73,2023 JUL 14 12:50:10,2023 JUL 14 14:48:01,7071,2023 JUL 14 12:48:10,2023 JUL 14 13:46:53,3523,2023 JUL 14 13:46:54,2023 JUL 14 14:46:01,3547,32.834,2023 JUL 14 14:16:43
3,3,74,2023 JUL 14 14:48:02,2023 JUL 14 16:45:56,7074,2023 JUL 14 14:46:02,2023 JUL 14 15:44:46,3524,2023 JUL 14 15:44:47,2023 JUL 14 16:43:56,3549,33.0725,2023 JUL 14 16:14:37
1,1,75,2023 JUL 14 16:45:57,2023 JUL 14 18:43:53,7076,2023 JUL 14 16:43:57,2023 JUL 14 17:42:43,3526,2023 JUL 14 17:42:44,2023 JUL 14 18:41:53,3549,33.322,2023 JUL 14 18:12:33
3,3,76,2023 JUL 14 18:43:54,2023 JUL 14 20:41:49,7075,2023 JUL 14 18:41:54,2023 JUL 14 19:40:40,3526,2023 JUL 14 19:40:41,2023 JUL 14 20:39:49,3548,33.5565,2023 JUL 14 20:10:30
1,1,77,2023 JUL 14 20:41:50,2023 JUL 14 22:39:44,7074,2023 JUL 14 20:39:50,2023 JUL 14 21:38:36,3526,2023 JUL 14 21:38:37,2023 JUL 14 22:37:44,3547,33.7672,2023 JUL 14 22:08:26
3,3,78,2023 JUL 14 22:39:45,2023 JUL 15 00:37:36,7071,2023 JUL 14 22:37:45,2023 JUL 14 23:36:29,3524,2023 JUL 14 23:36:30,2023 JUL 15 00:35:36,3546,33.96,2023 JUL 15 00:06:19
1,1,79,2023 JUL 15 00:37:37,2023 JUL 15 02:35:27,7070,2023 JUL 15 00:35:37,2023 JUL 15 01:34:20,3523,2023 JUL 15 01:34:21,2023 JUL 15 02:33:27,3546,34.1634,2023 JUL 15 02:04:10
1,1,80,2023 JUL 15 02:35:28,2023 JUL 15 04:33:20,7072,2023 JUL 15 02:33:28,2023 JUL 15 03:32:13,3525,2023 JUL 15 03:32:14,2023 JUL 15 04:31:20,3546,34.4009,2023 JUL 15 04:02:03
3,3,81,2023 JUL 15 04:33:21,2023 JUL 15 06:31:18,7077,2023 JUL 15 04:31:21,2023 JUL 15 05:30:08,3527,2023 JUL 15 05:30:09,2023 JUL 15 06:29:18,3549,34.6442,2023 JUL 15 05:59:59
1,1,82,2023 JUL 15 06:31:19,2023 JUL 15 08:29:15,7076,2023 JUL 15 06:29:19,2023 JUL 15 07:28:05,3526,2023 JUL 15 07:28:06,2023 JUL 15 08:27:15,3549,34.8734,2023 JUL 15 07:57:56
3,3,83,2023 JUL 15 08:29:16,2023 JUL 15 10:27:11,7075,2023 JUL 15 08:27:16,2023 JUL 15 09:26:01,3525,2023 JUL 15 09:26:02,2023 JUL 15 10:25:11,3549,35.0921,2023 JUL 15 09:55:52
1,1,84,2023 JUL 15 10:27:12,2023 JUL 15 12:25:03,7071,2023 JUL 15 10:25:12,2023 JUL 15 11:23:55,3523,2023 JUL 15 11:23:56,2023 JUL 15 12:23:03,3547,35.2934,2023 JUL 15 11:53:44
1,1,85,2023 JUL 15 12:25:04,2023 JUL 15 14:22:54,7070,2023 JUL 15 12:23:04,2023 JUL 15 13:21:46,3522,2023 JUL 15 13:21:47,2023 JUL 15 14:20:54,3547,35.4934,2023 JUL 15 13:51:36
3,3,86,2023 JUL 15 14:22:55,2023 JUL 15 16:20:48,7073,2023 JUL 15 14:20:55,2023 JUL 15 15:19:38,3523,2023 JUL 15 15:19:39,2023 JUL 15 16:18:48,3549,35.7164,2023 JUL 15 15:49:29
3,3,87,2023 JUL 15 16:20:49,2023 JUL 15 18:18:44,7075,2023 JUL 15 16:18:49,2023 JUL 15 17:17:34,3525,2023 JUL 15 17:17:35,2023 JUL 15 18:16:44,3549,35.9659,2023 JUL 15 17:47:24
