NOM_02, OCCEG, 332
NOM_02, OCCIN, 32, 50, 91, 307
NOM_03, OCCEG, 5, 15, 16, 26, 28, 41, 80, 92, 97, 99, 111, 120, 124, 136, 142, 161, 163, 170, 197, 205, 213, 215, 225, 227, 240, 242, 268, 271, 274, 283, 287, 288, 290, 295, 307, 320, 338
NOM_03, OCCIN, 5, 11, 13, 23, 46, 59, 61, 63, 71, 77, 129, 131, 158, 166, 185, 194, 208, 233, 274, 276, 295, 300, 309, 319, 322, 327, 338, 340
CO_001, OCCEG, 53, 64, 107, 109, 132, 300, 337
CO_001, OCCIN, 139, 156, 179, 206, 261, 268, 290
CO2_01, OCCEG, 9, 13, 55, 66, 68, 70, 145, 149, 159, 176, 186, 278, 326, 333, 340
CO2_01, OCCIN, 48, 114, 127, 141, 169, 210, 224, 273, 281, 283, 285, 298, 320
CO2_02, OCCEG, 8, 39, 122, 134, 201, 244, 254, 302, 335
CO2_02, OCCIN, 100, 137, 181, 335
HCL_01, OCCEG, 30, 43, 78, 83, 95, 217, 229, 252, 276, 281, 298, 319, 324, 330
HCL_01, OCCIN, 3, 8, 9, 15, 16, 19, 25, 36, 75, 89, 125, 150, 153, 218, 265, 269, 288, 303, 314, 332, 337
FUL_01, OCCEG, 37, 174, 178, 265, 273, 285, 297, 303, 310, 322, 327
FUL_01, OCCIN, 52, 84, 102, 104, 117, 164, 183, 196, 212, 220, 235, 239, 278, 287, 310
