Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	65	Nightside	2023 MAR 18 15:06:03	2023 MAR 18 15:35:30	2023 MAR 18 16:04:57	3534.11	-135.24	-23.67	30.36	-73.67	-7.22	73.67	137.92	21.19	3	-	-	-		
1	65	Dayside	2023 MAR 18 16:04:57	2023 MAR 18 16:34:28	2023 MAR 18 17:03:59	3541.83	30.36	141.45	-164.22	73.67	8.75	-73.69	42.22	9.15	3	HDO H2O 2SUBD 03	Science: orders #168, #121, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
2	65	Nightside	2023 MAR 18 17:03:59	2023 MAR 18 17:33:26	2023 MAR 18 18:02:52	3533.29	-164.22	-52.62	1.24	-73.69	-7.22	73.70	137.67	21.17	1	-	-	-		
2	65	Dayside	2023 MAR 18 18:02:52	2023 MAR 18 18:32:23	2023 MAR 18 19:01:53	3540.60	1.24	112.50	166.71	73.70	8.81	-73.71	42.44	9.14	1	-		COP row 72: NADIR: Full Frame (57:245;0:1047),Tint = 10000 ms,16 bit,Rhythm = 12017 ms, Binning=0	&daysideMatch:TIANWEN1; 	
3	65	Nightside	2023 MAR 18 19:01:53	2023 MAR 18 19:31:19	2023 MAR 18 20:00:45	3531.89	166.71	-81.55	-27.89	-73.71	-7.22	73.73	137.44	21.15	14	-	-	-		
3	65	Dayside	2023 MAR 18 20:00:45	2023 MAR 18 20:30:15	2023 MAR 18 20:59:45	3539.86	-27.89	83.59	137.66	73.73	8.85	-73.73	42.66	9.12	14	-		COP row -1: UVIS off		
4	65	Nightside	2023 MAR 18 20:59:45	2023 MAR 18 21:29:10	2023 MAR 18 21:58:36	3531.58	137.66	-110.46	-56.77	-73.73	-7.24	73.73	137.23	21.14	1	-	-	-		
4	65	Dayside	2023 MAR 18 21:58:36	2023 MAR 18 22:28:06	2023 MAR 18 22:57:36	3539.74	-56.77	54.69	108.82	73.73	8.80	-73.73	42.88	9.11	1	-		COP row -1: UVIS off	&egressMatch:PHOENIX; 	
5	65	Nightside	2023 MAR 18 22:57:36	2023 MAR 18 23:27:03	2023 MAR 18 23:56:30	3534.18	108.82	-139.37	-85.42	-73.73	-7.22	73.71	137.01	21.12	3	-	-	-		
5	65	Dayside	2023 MAR 18 23:56:30	2023 MAR 19 00:26:01	2023 MAR 19 00:55:31	3540.92	-85.42	25.76	80.20	73.71	8.73	-73.71	43.12	9.09	3	Surface Ice 3SUBD #3	Science: orders #193, #132, #133, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0		
6	65	Nightside	2023 MAR 19 00:55:31	2023 MAR 19 01:24:59	2023 MAR 19 01:54:26	3535.26	80.20	-168.31	-114.17	-73.71	-7.16	73.70	136.76	21.11	1	-	-	-		
6	65	Dayside	2023 MAR 19 01:54:26	2023 MAR 19 02:23:58	2023 MAR 19 02:53:29	3542.87	-114.17	-3.19	51.44	73.70	8.71	-73.70	43.36	9.07	1	-		COP row -1: UVIS off		
7	65	Nightside	2023 MAR 19 02:53:29	2023 MAR 19 03:22:56	2023 MAR 19 03:52:23	3533.86	51.44	162.73	-143.07	-73.70	-7.11	73.71	136.51	21.09	7	Night Limb #2	Science: orders #158, #158, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
7	65	Dayside	2023 MAR 19 03:52:23	2023 MAR 19 04:21:55	2023 MAR 19 04:51:27	3543.88	-143.07	-32.15	22.45	73.71	8.70	-73.71	43.60	9.06	7	-		COP row 79: NADIR: Full Frame (57:245;0:1047),Tint = 20000 ms,16 bit,Rhythm = 22017 ms, Binning=0		
8	65	Nightside	2023 MAR 19 04:51:27	2023 MAR 19 05:20:53	2023 MAR 19 05:50:19	3532.00	22.45	133.78	-172.08	-73.71	-7.14	73.72	136.27	21.08	1	-	-	-		
8	65	Dayside	2023 MAR 19 05:50:19	2023 MAR 19 06:19:50	2023 MAR 19 06:49:22	3542.95	-172.08	-61.09	-6.71	73.72	8.71	-73.74	43.84	9.04	1	-		COP row -1: UVIS off		
9	65	Nightside	2023 MAR 19 06:49:22	2023 MAR 19 07:18:47	2023 MAR 19 07:48:13	3530.63	-6.71	104.84	158.81	-73.74	-7.19	73.74	136.05	21.06	14	-	-	-		
9	65	Dayside	2023 MAR 19 07:48:13	2023 MAR 19 08:17:43	2023 MAR 19 08:47:14	3541.18	158.81	-90.01	-35.81	73.74	8.73	-73.76	44.06	9.03	14	-		COP row -1: UVIS off	&nomadDeimos; 	
10	65	Nightside	2023 MAR 19 08:47:14	2023 MAR 19 09:16:39	2023 MAR 19 09:46:04	3530.42	-35.81	75.93	129.77	-73.76	-7.21	73.76	135.84	21.04	14	-	-	-		
10	65	Dayside	2023 MAR 19 09:46:04	2023 MAR 19 10:15:35	2023 MAR 19 10:45:06	3541.46	129.77	-118.92	-64.59	73.76	8.75	-73.75	44.27	9.01	14	-		COP row -1: UVIS off		
11	65	Nightside	2023 MAR 19 10:45:06	2023 MAR 19 11:14:31	2023 MAR 19 11:43:57	3531.32	-64.59	47.02	101.03	-73.75	-7.15	73.75	135.61	21.03	1	-	-	-		
11	65	Dayside	2023 MAR 19 11:43:57	2023 MAR 19 12:13:29	2023 MAR 19 12:43:01	3543.78	101.03	-147.84	-93.25	73.75	8.70	-73.74	44.50	8.99	1	-		COP row -1: UVIS off		
12	65	Nightside	2023 MAR 19 12:43:01	2023 MAR 19 13:12:27	2023 MAR 19 13:41:54	3533.21	-93.25	18.09	72.41	-73.74	-7.12	73.73	135.38	21.01	14	-	-	-		
12	65	Dayside	2023 MAR 19 13:41:54	2023 MAR 19 14:11:26	2023 MAR 19 14:40:58	3543.59	72.41	-176.79	-122.07	73.73	8.62	-73.73	44.75	8.98	14	-		COP row -1: UVIS off		
13	65	Nightside	2023 MAR 19 14:40:58	2023 MAR 19 15:10:25	2023 MAR 19 15:39:52	3534.18	-122.07	-10.87	43.56	-73.73	-7.12	73.73	135.14	21.00	1	-	-	-		
13	65	Dayside	2023 MAR 19 15:39:52	2023 MAR 19 16:09:23	2023 MAR 19 16:38:54	3542.33	43.56	154.25	-151.04	73.73	8.60	-73.74	45.00	8.96	1	-		COP row -1: UVIS off		
14	65	Nightside	2023 MAR 19 16:38:54	2023 MAR 19 17:08:21	2023 MAR 19 17:37:48	3533.88	-151.04	-39.83	14.48	-73.74	-7.11	73.74	134.89	20.98	14	-	-	-		
14	65	Dayside	2023 MAR 19 17:37:48	2023 MAR 19 18:07:18	2023 MAR 19 18:36:49	3540.96	14.48	125.30	179.90	73.74	8.65	-73.75	45.24	8.94	14	-		COP row -1: UVIS off		
15	65	Nightside	2023 MAR 19 18:36:49	2023 MAR 19 19:06:15	2023 MAR 19 19:35:41	3532.50	179.90	-68.77	-14.69	-73.75	-7.11	73.77	134.65	20.96	3	-	-	-		
15	65	Dayside	2023 MAR 19 19:35:41	2023 MAR 19 20:05:12	2023 MAR 19 20:34:42	3540.25	-14.69	96.37	150.81	73.77	8.72	-73.77	45.45	8.93	3	Surface Ice 2SUBD #1	Science: orders #132, #133, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
16	65	Nightside	2023 MAR 19 20:34:42	2023 MAR 19 21:04:07	2023 MAR 19 21:33:33	3531.18	150.81	-97.69	-43.74	-73.77	-7.14	73.78	134.44	20.95	1	-	-	-		
16	65	Dayside	2023 MAR 19 21:33:33	2023 MAR 19 22:03:03	2023 MAR 19 22:32:32	3539.62	-43.74	67.46	121.82	73.78	8.72	-73.78	45.66	8.91	1	-		COP row -1: UVIS off		
17	65	Nightside	2023 MAR 19 22:32:32	2023 MAR 19 23:01:59	2023 MAR 19 23:31:26	3533.12	121.82	-126.59	-72.45	-73.78	-7.14	73.77	134.22	20.93	1	-	-	-		
