S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 MAR 19 19:42:00,75.2752,23.0896,316.417,3.6675,82.9688,1.8833e-14,82.9688
TGO,2023 MAR 19 19:39:00,75.8381,22.3562,433.9415,3.5697,82.9103,0.44056,83.1597

MRO,2023 MAR 21 09:06:00,76.5991,-161.8286,314.7775,3.7478,81.7196,1.321e-14,81.7196
TGO,2023 MAR 21 09:00:00,75.3619,-158.4051,432.6656,3.8786,82.0429,0.44597,82.2854

MRO,2023 MAR 23 06:00:00,74.1707,-98.6782,312.9814,3.6669,83.1263,3.9757e-15,83.1263
TGO,2023 MAR 23 06:12:00,75.1848,-102.5914,434.8546,3.6006,82.7114,0.44739,82.9644

MRO,2023 MAR 24 19:24:00,75.4682,76.1565,314.465,3.7306,81.9268,6.5569e-15,81.9268
TGO,2023 MAR 24 19:33:00,74.3775,75.4321,433.254,3.8283,82.2547,0.45593,82.5052

MRO,2023 MAR 28 05:42:00,74.5729,-46.1187,314.226,3.6958,82.0736,8.996e-15,82.0736
TGO,2023 MAR 28 06:06:00,73.0663,-50.3716,433.8856,3.8017,82.6102,2.3604,84.7648

MRO,2023 MAR 29 07:54:00,71.5277,-70.231,312.4661,3.5933,84.1331,2.642e-14,84.1331
TGO,2023 MAR 29 07:39:00,72.5825,-65.6036,434.6024,3.6583,83.2505,0.47328,83.5186

MRO,2023 MAR 29 13:30:00,73.3082,-151.2268,314.8324,3.645,82.8186,3.1806e-15,82.8186
TGO,2023 MAR 29 13:33:00,72.1761,-150.1252,431.7753,3.7669,83.072,0.47725,83.3384

MRO,2023 APR 01 18:12:00,70.4166,167.5772,312.2415,3.5636,84.4715,3.8767e-14,84.4715
TGO,2023 APR 01 18:12:00,70.8911,165.8538,433.1979,3.4486,84.5961,0.48827,84.883

MRO,2023 APR 03 02:00:00,69.0975,63.1073,310.6033,3.5553,85.164,3.2435e-14,85.164
TGO,2023 APR 03 01:39:00,70.0698,65.4232,432.1633,3.3689,85.2573,0.49524,85.5524

MRO,2023 APR 06 10:27:00,64.4234,-32.9549,311.6868,3.4664,88.1478,3.6818e-14,88.1478
