MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 NOV 30 18:12:00,-32.1304,87.2722,252.6801,14.6969,52.7782,3.1868e-14,52.7782,2024 NOV 30 18:00:00,-32.8119,89.2132,379.4642,14.6317,52.5182,3.6564,55.7058
2024 NOV 30 21:57:00,-29.6079,32.3339,254.1788,14.685,51.2229,1.9083e-14,51.2229,2024 NOV 30 21:57:00,-29.0846,32.7833,380.1386,14.715,51.2546,0.47645,51.2439
2024 DEC 02 09:30:00,-23.3988,-127.0043,255.3969,14.6694,47.9107,7.2806e-14,47.9107,2024 DEC 02 09:21:00,-24.1879,-126.5014,382.3313,14.5569,47.0031,3.3282,43.7918
2024 DEC 02 11:24:00,-17.4115,-155.0851,258.3794,14.6469,44.8229,3.9213e-14,44.8229,2024 DEC 02 11:21:00,-17.8597,-154.5519,384.8684,14.6339,44.8493,0.60896,45.0927
2024 DEC 04 00:51:00,-4.8952,17.6149,264.4516,14.6169,40.3329,2.6143e-14,40.3329,2024 DEC 04 00:45:00,-6.7367,17.7135,387.7484,14.5261,39.4793,0.33662,39.6061
2024 DEC 04 02:45:00,0.86186,-10.3847,267.1174,14.6,39.1172,7.4405e-15,39.1172,2024 DEC 04 02:45:00,-0.70069,-9.9877,390.7758,14.6264,39.7047,1.9899,37.7222
2024 DEC 11 23:48:00,50.1013,106.5823,300.8489,14.4344,53.777,4.6555e-14,53.777,2024 DEC 11 23:42:00,51.4017,105.9746,421.3226,14.2967,53.7541,0.39597,53.8464
2024 DEC 15 04:30:00,62.1791,64.8517,306.6517,14.3189,61.2452,5.7448e-14,61.2452,2024 DEC 15 04:24:00,61.3166,65.6047,428.9422,14.2717,60.3765,0.46017,60.5172
2024 DEC 15 08:15:00,64.524,9.7852,309.436,14.2983,62.9201,1.9083e-14,62.9201,2024 DEC 15 08:21:00,64.0852,11.5695,429.5421,14.5147,63.5035,0.11633,63.4555
2024 DEC 18 16:39:00,68.9316,-85.4536,311.5955,14.2175,65.4439,2.3039e-14,65.4439,2024 DEC 18 16:57:00,68.6144,-86.7433,430.7717,14.4236,65.8833,0.059243,65.8368
