MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 DEC 01 01:33:00,-63.5834,59.2474,251.3353,16.1794,87.1546,6.3691e-14,87.1546,2023 DEC 01 01:36:00,-63.6523,58.4421,379.0507,16.1744,87.158,0.47056,87.1763
2023 DEC 05 19:42:00,-49.404,-169.6237,253.6324,16.0286,78.389,7.2248e-14,78.389,2023 DEC 05 19:39:00,-51.2688,-168.7898,380.8644,16.0356,79.3414,0.52439,79.3299
2023 DEC 07 07:15:00,-45.5356,31.0646,253.9749,16.01,76.1422,7.1119e-15,76.1422,2023 DEC 07 07:03:00,-46.5862,32.8337,378.6863,15.9333,75.946,0.53078,75.9298
2023 DEC 07 11:00:00,-43.9194,-23.8617,254.8666,15.9983,75.2538,1.8271e-14,75.2538,2023 DEC 07 11:00:00,-43.3067,-23.7014,381.4359,16.0089,75.0732,0.53556,75.0657
2023 DEC 13 18:45:00,8.8623,-82.17,271.747,15.815,56.6652,1.4312e-14,56.6652,2023 DEC 13 18:36:00,7.4106,-80.3493,395.0109,15.7906,56.3725,0.21366,56.5257
2023 DEC 13 22:30:00,10.9884,-137.006,273.9385,15.8094,56.524,5.0914e-14,56.524,2023 DEC 13 22:33:00,11.1251,-137.5188,397.7407,15.8239,56.735,0.18456,56.8853
2023 DEC 15 10:06:00,23.7869,62.6041,282.5605,15.7675,56.8461,3.455e-14,56.8461,2023 DEC 15 10:00:00,24.859,63.8454,404.4413,15.7528,56.8111,4.0616,60.7064
2023 DEC 20 06:12:00,53.5761,165.3577,305.4703,15.6214,65.2536,6.5569e-15,65.2536,2023 DEC 20 06:06:00,51.7849,166.801,423.5389,15.6203,64.4412,0.056768,64.4451
2023 DEC 20 09:57:00,55.2133,110.3297,304.5561,15.6028,65.8956,9.4578e-14,65.8956,2023 DEC 20 10:03:00,55.0441,110.9819,422.9996,15.7436,66.8874,0.048556,66.8981
2023 DEC 23 07:09:00,57.2201,179.8188,306.3475,15.5894,67.3292,3.1806e-14,67.3292,2023 DEC 23 06:51:00,58.5015,-178.7747,427.8704,15.3911,66.6379,0.019598,66.6254
