Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),SO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,18,0,67,2236,0,0,0,1,0,2018 MAY 25 01:59:33,2018 MAY 25 02:16:42,2018 MAY 25 01:59:43,2018 MAY 25 02:16:42,2018 MAY 25 02:09:43,2018 MAY 25 02:16:42,2018 MAY 25 02:10:13,85.7312,89.9352,2018 MAY 25 02:16:12,77.7384,-85.4993,2018 MAY 25 02:15:05,50.7011,1749,5.8589,181.406,41.1443,17.7408,58.6618,10,640,932,30,30,1019,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,419,327,1456,1400002C000A028003A41E1E03FB000109D009D000000000000000000000000000000000026201A3014705B0
1,1,19,0,69,2238,0,0,0,1,0,2018 MAY 25 05:55:13,2018 MAY 25 06:12:15,2018 MAY 25 05:55:23,2018 MAY 25 06:12:15,2018 MAY 25 06:05:23,2018 MAY 25 06:12:15,2018 MAY 25 06:05:53,85.4247,32.6405,2018 MAY 25 06:11:45,78.4906,-142.7861,2018 MAY 25 06:10:40,50.1447,1776,5.8608,181.4986,40.4818,17.4444,57.7067,10,640,927,30,30,1012,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,412,327,1437,1400002C000A0280039F1E1E03F4000109D009D0000000000000000000000000000000000262019C0147059D
1,1,20,0,74,2243,0,0,0,1,0,2018 MAY 25 15:44:27,2018 MAY 25 16:01:14,2018 MAY 25 15:44:37,2018 MAY 25 16:01:14,2018 MAY 25 15:54:37,2018 MAY 25 16:01:14,2018 MAY 25 15:55:07,85.0711,-111.3133,2018 MAY 25 16:00:44,79.8146,76.4833,2018 MAY 25 15:59:42,48.8767,1833,6.0328,181.7302,39.0622,16.8093,55.6601,10,640,915,30,30,997,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,397,327,1395,1400002C000A028003931E1E03E5000109D009D0000000000000000000000000000000000262018D01470573
1,1,21,0,77,2246,0,0,0,1,0,2018 MAY 25 21:38:05,2018 MAY 25 21:54:45,2018 MAY 25 21:38:15,2018 MAY 25 21:54:45,2018 MAY 25 21:48:15,2018 MAY 25 21:54:45,2018 MAY 25 21:48:45,84.8546,162.3374,2018 MAY 25 21:54:15,80.5083,-12.6937,2018 MAY 25 21:53:14,48.0749,1866,5.8222,181.8693,38.3997,16.5129,54.7051,10,640,909,30,30,990,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,390,327,1375,1400002C000A0280038D1E1E03DE000109D009D000000000000000000000000000000000026201860147055F
1,1,22,0,80,2249,0,0,0,1,0,2018 MAY 26 03:31:33,2018 MAY 26 03:48:06,2018 MAY 26 03:31:43,2018 MAY 26 03:48:06,2018 MAY 26 03:41:43,2018 MAY 26 03:48:06,2018 MAY 26 03:42:13,84.6623,76.011,2018 MAY 26 03:47:36,81.1861,-96.0206,2018 MAY 26 03:46:37,47.325,1895,5.9986,182.0083,37.7372,16.2165,53.75,10,640,904,30,30,983,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,383,327,1356,1400002C000A028003881E1E03D7000109D009D0000000000000000000000000000000000262017F0147054C
1,1,23,0,89,2258,0,0,0,1,0,2018 MAY 26 21:12:16,2018 MAY 26 21:28:29,2018 MAY 26 21:12:26,2018 MAY 26 21:28:29,2018 MAY 26 21:22:26,2018 MAY 26 21:28:29,2018 MAY 26 21:22:56,83.8851,177.4169,2018 MAY 26 21:27:59,83.3347,6.0809,2018 MAY 26 21:27:04,44.933,1980,6.0061,182.426,35.8444,15.3697,51.0213,10,640,888,30,30,963,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,363,327,1300,1400002C000A028003781E1E03C3000109D009D0000000000000000000000000000000000262016B01470514
1,1,24,0,91,2260,0,0,0,1,0,2018 MAY 27 01:07:57,2018 MAY 27 01:24:07,2018 MAY 27 01:08:07,2018 MAY 27 01:24:07,2018 MAY 27 01:18:07,2018 MAY 27 01:24:07,2018 MAY 27 01:18:37,83.7517,119.9129,2018 MAY 27 01:23:37,83.6991,-51.7734,2018 MAY 27 01:22:43,44.439,1997,5.9717,182.5189,35.5604,15.2427,50.612,10,640,886,30,30,960,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,360,327,1292,1400002C000A028003761E1E03C0000109D009D000000000000000000000000000000000026201680147050C
1,1,25,0,92,2261,0,0,0,1,0,2018 MAY 27 03:05:46,2018 MAY 27 03:21:54,2018 MAY 27 03:05:56,2018 MAY 27 03:21:54,2018 MAY 27 03:15:56,2018 MAY 27 03:21:54,2018 MAY 27 03:16:26,83.7159,91.1193,2018 MAY 27 03:21:24,83.85,-74.8465,2018 MAY 27 03:20:30,44.1829,2003,6.3439,182.5654,35.3712,15.158,50.3391,10,640,884,30,30,958,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,358,327,1286,1400002C000A028003741E1E03BE000109D009D0000000000000000000000000000000000262016601470506
1,1,26,0,93,2262,0,0,0,1,0,2018 MAY 27 05:03:37,2018 MAY 27 05:19:42,2018 MAY 27 05:03:47,2018 MAY 27 05:19:42,2018 MAY 27 05:13:47,2018 MAY 27 05:19:42,2018 MAY 27 05:14:17,83.6463,62.3744,2018 MAY 27 05:19:12,84.1202,-106.7814,2018 MAY 27 05:18:19,43.9033,2012,6.1258,182.6118,35.0872,15.031,49.9298,10,640,882,30,30,955,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,355,327,1278,1400002C000A028003721E1E03BB000109D009D00000000000000000000000000000000002620163014704FE
1,1,27,0,97,2266,0,0,0,1,0,2018 MAY 27 12:55:07,2018 MAY 27 13:11:05,2018 MAY 27 12:55:17,2018 MAY 27 13:11:05,2018 MAY 27 13:05:17,2018 MAY 27 13:11:05,2018 MAY 27 13:05:47,83.3956,-52.6599,2018 MAY 27 13:10:35,84.879,137.1744,2018 MAY 27 13:09:43,42.8523,2043,6.0358,182.7978,34.4247,14.7346,48.9747,10,640,876,30,30,948,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,348,327,1258,1400002C000A0280036C1E1E03B4000109D009D0000000000000000000000000000000000262015C014704EA
1,1,28,0,99,2268,0,0,0,1,0,2018 MAY 27 16:50:41,2018 MAY 27 17:06:36,2018 MAY 27 16:50:51,2018 MAY 27 17:06:36,2018 MAY 27 17:00:51,2018 MAY 27 17:06:36,2018 MAY 27 17:01:21,83.1028,-109.8605,2018 MAY 27 17:06:06,85.2608,93.7262,2018 MAY 27 17:05:15,42.3186,2057,6.9597,182.8907,34.1408,14.6076,48.5654,10,640,874,30,30,945,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,345,327,1250,1400002C000A0280036A1E1E03B1000109D009D00000000000000000000000000000000002620159014704E2
1,1,29,0,103,2272,0,0,0,1,0,2018 MAY 28 00:42:10,2018 MAY 28 00:58:00,2018 MAY 28 00:42:20,2018 MAY 28 00:58:00,2018 MAY 28 00:52:20,2018 MAY 28 00:58:00,2018 MAY 28 00:52:50,82.8428,135.1543,2018 MAY 28 00:57:30,86.0859,-33.8698,2018 MAY 28 00:56:40,41.2609,2086,6.1,183.0768,33.6676,14.3959,47.8833,10,640,870,30,30,940,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,340,327,1236,1400002C000A028003661E1E03AC000109D009D00000000000000000000000000000000002620154014704D4
1,1,30,0,105,2274,0,0,0,1,0,2018 MAY 28 04:37:49,2018 MAY 28 04:53:35,2018 MAY 28 04:37:59,2018 MAY 28 04:53:35,2018 MAY 28 04:47:59,2018 MAY 28 04:53:35,2018 MAY 28 04:48:29,82.7528,77.6307,2018 MAY 28 04:53:05,86.3273,-78.3378,2018 MAY 28 04:52:16,40.7374,2099,6.9569,183.1698,33.289,14.2265,47.3375,10,640,867,30,30,936,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,336,327,1225,1400002C000A028003631E1E03A8000109D009D00000000000000000000000000000000002620150014704C9
1,1,31,0,109,2278,0,0,0,1,0,2018 MAY 28 12:29:20,2018 MAY 28 12:45:00,2018 MAY 28 12:29:30,2018 MAY 28 12:45:00,2018 MAY 28 12:39:30,2018 MAY 28 12:45:00,2018 MAY 28 12:40:00,82.4687,-37.2981,2018 MAY 28 12:44:30,87.1366,162.1117,2018 MAY 28 12:43:42,39.6584,2125,6.6339,183.3561,32.7212,13.9725,46.5189,10,640,862,30,30,930,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,330,327,1208,1400002C000A0280035E1E1E03A2000109D009D0000000000000000000000000000000000262014A014704B8
1,1,32,0,110,2279,0,0,0,1,0,2018 MAY 28 14:27:08,2018 MAY 28 14:42:47,2018 MAY 28 14:27:18,2018 MAY 28 14:42:47,2018 MAY 28 14:37:18,2018 MAY 28 14:42:47,2018 MAY 28 14:37:48,82.4017,-66.0145,2018 MAY 28 14:42:17,87.2331,139.3148,2018 MAY 28 14:41:29,39.417,2131,7.0244,183.4027,32.6265,13.9301,46.3824,10,640,861,30,30,929,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,329,327,1205,1400002C000A0280035D1E1E03A1000109D009D00000000000000000000000000000000002620149014704B5
1,1,33,0,115,2284,0,0,0,1,0,2018 MAY 29 00:16:26,2018 MAY 29 00:31:58,2018 MAY 29 00:16:36,2018 MAY 29 00:31:58,2018 MAY 29 00:26:36,2018 MAY 29 00:31:58,2018 MAY 29 00:27:06,82.0174,150.4155,2018 MAY 29 00:31:28,87.9074,13.9467,2018 MAY 29 00:30:42,38.065,2162,8.2239,183.6356,31.964,13.6337,45.4274,10,640,856,30,30,922,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,322,327,1186,1400002C000A028003581E1E039A000109D009D00000000000000000000000000000000002620142014704A2
1,1,34,0,117,2286,0,0,0,1,0,2018 MAY 29 04:12:05,2018 MAY 29 04:27:35,2018 MAY 29 04:12:15,2018 MAY 29 04:27:35,2018 MAY 29 04:22:15,2018 MAY 29 04:27:35,2018 MAY 29 04:22:45,81.9486,92.8873,2018 MAY 29 04:27:05,88.391,-55.7803,2018 MAY 29 04:26:19,37.5505,2171,7.3975,183.7288,31.7748,13.5491,45.1545,10,640,854,30,30,920,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,320,327,1180,1400002C000A028003561E1E0398000109D009D000000000000000000000000000000000026201400147049C
1,1,35,0,119,2288,0,0,0,1,0,2018 MAY 29 08:07:47,2018 MAY 29 08:23:15,2018 MAY 29 08:07:57,2018 MAY 29 08:23:15,2018 MAY 29 08:17:57,2018 MAY 29 08:23:15,2018 MAY 29 08:18:27,81.6596,35.6649,2018 MAY 29 08:22:45,88.8806,-110.4044,2018 MAY 29 08:21:59,36.9853,2184,7.5786,183.8221,31.5855,13.4644,44.8816,10,640,852,30,30,918,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,318,327,1174,1400002C000A028003541E1E0396000109D009D0000000000000000000000000000000000262013E01470496
1,1,36,0,122,2291,0,0,0,1,0,2018 MAY 29 14:01:26,2018 MAY 29 14:16:50,2018 MAY 29 14:01:36,2018 MAY 29 14:16:50,2018 MAY 29 14:11:36,2018 MAY 29 14:16:50,2018 MAY 29 14:12:06,81.6139,-50.7376,2018 MAY 29 14:16:20,89.2614,161.926,2018 MAY 29 14:15:34,36.207,2199,7.4694,183.9621,31.2069,13.295,44.3359,10,640,848,30,30,914,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,314,327,1162,1400002C000A028003501E1E0392000109D009D0000000000000000000000000000000000262013A0147048A
1,1,37,0,124,2293,0,0,0,1,0,2018 MAY 29 17:57:02,2018 MAY 29 18:12:24,2018 MAY 29 17:57:12,2018 MAY 29 18:12:24,2018 MAY 29 18:07:12,2018 MAY 29 18:12:24,2018 MAY 29 18:07:42,81.3652,-107.9875,2018 MAY 29 18:11:54,89.5186,140.8715,2018 MAY 29 18:11:09,35.6599,2209,9.8869,184.0553,31.0176,13.2103,44.063,10,640,847,30,30,912,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,312,327,1157,1400002C000A0280034F1E1E0390000109D009D0000000000000000000000000000000000262013801470485
1,1,38,0,128,2297,0,0,0,1,0,2018 MAY 30 01:48:32,2018 MAY 30 02:03:50,2018 MAY 30 01:48:42,2018 MAY 30 02:03:50,2018 MAY 30 01:58:42,2018 MAY 30 02:03:50,2018 MAY 30 01:59:12,81.1275,137.0828,2018 MAY 30 02:03:20,88.8271,74.6162,2018 MAY 30 02:02:36,34.5924,2229,13.1172,184.2421,30.6391,13.041,43.5173,10,640,844,30,30,908,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,308,327,1146,1400002C000A0280034C1E1E038C000109D009D000000000000000000000000000000000026201340147047A
1,1,39,0,129,2298,0,0,0,1,0,2018 MAY 30 03:46:22,2018 MAY 30 04:01:39,2018 MAY 30 03:46:32,2018 MAY 30 04:01:39,2018 MAY 30 03:56:32,2018 MAY 30 04:01:39,2018 MAY 30 03:57:02,81.1157,108.2969,2018 MAY 30 04:01:09,89.2163,62.7355,2018 MAY 30 04:00:25,34.3334,2234,14.2361,184.2888,30.5444,12.9986,43.3808,10,640,843,30,30,907,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,307,327,1143,1400002C000A0280034B1E1E038B000109D009D0000000000000000000000000000000000262013301470477
