Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Dayside nadir observation number,Thermal orbit/dayside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
3,3,11,7,2176,1,0,0,0,0,2018 MAY 20 04:51:49,2018 MAY 20 06:04:26,2018 MAY 20 04:51:59,2018 MAY 20 06:04:14,2018 MAY 20 04:51:59,2018 MAY 20 06:04:25,-14.3686,175.8149,5.0103,104.5133,104.5133,1.4312e-14,54.2955,-2.0349,18.3314,92.4167,92.4167,8.9982e-15,65.316,178.6491,25.8748,437.5841,461.0969,0,0,0,0,0,0,0,0,0,0,10,640,2485,30,30,4335,1,1,1844,1844,10,4346,104,1209,1400002C00000000000000000000000000000000000A028009B51E1E10EF010107340734000A10FA006804B9
4,4,12,8,2177,0,1,0,0,0,2018 MAY 20 06:59:50,2018 MAY 20 07:32:53,N/A,N/A,2018 MAY 20 07:00:00,2018 MAY 20 07:32:52,-43.756,156.4516,5.7958,92.5862,92.5862,2.1336e-14,-30.2357,-58.0394,16.0325,65.2016,65.2016,2.7175e-14,65.0699,178.699,N/A,198.5595,198.5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1972,104,365,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07B40068016D
4,4,13,8,2177,0,1,0,0,0,2018 MAY 20 07:32:58,2018 MAY 20 07:53:28,N/A,N/A,2018 MAY 20 07:33:08,2018 MAY 20 07:53:27,-29.9936,-57.9627,16.0392,65.2128,65.2128,3.2591e-14,29.7464,-43.4591,17.3386,81.145,81.145,4.1225e-14,64.9904,178.7119,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,14,8,2178,0,1,0,0,0,2018 MAY 20 07:53:33,2018 MAY 20 08:02:28,N/A,N/A,2018 MAY 20 07:53:43,2018 MAY 20 08:02:27,29.9852,-43.3844,17.345,81.2458,81.2458,3.7091e-14,54.754,-30.6815,18.3364,92.4398,92.4398,7.1119e-15,64.9859,178.7199,N/A,52.7653,52.7653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,524,104,192,1400002C0000000000000000000000000000000000000000000000000000000000000000000A020C006800C0
3,3,15,9,2178,1,0,0,0,0,2018 MAY 20 08:47:50,2018 MAY 20 10:00:27,2018 MAY 20 08:48:00,2018 MAY 20 10:00:15,2018 MAY 20 08:48:00,2018 MAY 20 10:00:26,-15.1679,118.0526,4.9878,104.7774,104.7774,3.2435e-14,55.1832,-59.327,18.3406,92.458,92.458,2.3801e-14,64.8844,178.7411,25.8748,437.5841,461.0969,0,0,0,0,0,0,0,0,0,0,10,640,2485,30,30,4335,1,1,1844,1844,10,4346,104,1209,1400002C00000000000000000000000000000000000A028009B51E1E10EF010107340734000A10FA006804B9
5,5,16,10,2179,1,0,0,0,0,2018 MAY 20 10:55:47,2018 MAY 20 11:58:22,2018 MAY 20 11:04:29,2018 MAY 20 11:39:14,2018 MAY 20 10:55:57,2018 MAY 20 11:58:21,-44.563,98.892,5.7861,92.6385,92.6385,6.4578e-14,55.4932,-87.9789,18.3431,92.4722,92.4722,6.472e-15,64.6724,178.791,10.5316,376.9707,386.3691,0,0,0,0,0,0,0,0,0,0,522,1152,1872,30,30,2085,1,1,1844,1844,10,3744,104,808,1400002C00000000000000000000000000000000020A048007501E1E0825010107340734000A0EA000680328
5,5,17,11,2180,1,0,0,0,0,2018 MAY 20 12:53:41,2018 MAY 20 13:56:17,2018 MAY 20 13:02:33,2018 MAY 20 13:37:03,2018 MAY 20 12:53:51,2018 MAY 20 13:56:16,-44.891,70.1489,5.7825,92.6527,92.6527,1.5903e-15,55.7322,-116.6143,18.3469,92.501,92.501,1.7128e-14,64.4509,178.837,10.4293,377.0714,386.3757,0,0,0,0,0,0,0,0,0,0,532,1162,1882,30,30,2070,1,1,1844,1844,10,3745,104,824,1400002C000000000000000000000000000000000214048A075A1E1E0816010107340734000A0EA100680338
4,4,18,12,2181,0,1,0,0,0,2018 MAY 20 14:51:36,2018 MAY 20 15:24:10,N/A,N/A,2018 MAY 20 14:51:46,2018 MAY 20 15:24:09,-45.1257,41.3872,5.7778,92.6797,92.6797,4.5871e-14,-30.2476,-173.8147,15.9592,64.2527,64.2527,1.5439e-14,64.1855,178.883,N/A,195.6396,195.6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1943,104,336,1400002C0000000000000000000000000000000000000000000000000000000000000000000A079700680150
4,4,19,12,2181,0,1,0,0,0,2018 MAY 20 15:24:15,2018 MAY 20 15:44:46,N/A,N/A,2018 MAY 20 15:24:25,2018 MAY 20 15:44:45,-30.0057,-173.7381,15.9656,64.2611,64.2611,2.8987e-14,29.7516,-159.2154,17.2667,80.2546,80.2546,1.3114e-14,64.097,178.8957,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,20,12,2182,0,1,0,0,0,2018 MAY 20 15:44:51,2018 MAY 20 15:54:15,N/A,N/A,2018 MAY 20 15:45:01,2018 MAY 20 15:54:14,29.9902,-159.1406,17.2731,80.358,80.358,2.4841e-14,56.008,-145.2499,18.3514,92.5331,92.5331,3.6818e-14,64.0742,178.9037,N/A,55.6852,55.6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,553,104,221,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0229006800DD
7,7,21,13,2182,1,0,0,0,0,2018 MAY 20 16:49:36,2018 MAY 20 17:52:15,2018 MAY 20 16:56:22,2018 MAY 20 17:35:07,2018 MAY 20 16:49:46,2018 MAY 20 17:52:14,-45.4185,12.6097,5.7733,92.7008,92.7008,6.3611e-15,56.3238,-173.9012,18.3556,92.5572,92.5572,3.6004e-14,63.9259,178.929,12.1682,377.3735,388.2774,0,0,0,0,0,0,0,0,0,0,406,1036,1876,30,30,2325,1,1,1844,1844,10,3748,104,824,1400002C000000000000000000000000000000000196040C07541E1E0915010107340734000A0EA400680338
4,4,22,14,2183,0,1,0,0,0,2018 MAY 20 18:47:38,2018 MAY 20 19:19:57,N/A,N/A,2018 MAY 20 18:47:48,2018 MAY 20 19:19:56,-45.7958,-16.1747,5.7692,92.7172,92.7172,2.7727e-14,-30.2405,128.221,15.9197,63.7407,63.7407,4.1713e-14,63.6956,178.975,N/A,194.1293,194.1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1928,104,321,1400002C0000000000000000000000000000000000000000000000000000000000000000000A078800680141
4,4,23,14,2183,0,1,0,0,0,2018 MAY 20 19:20:02,2018 MAY 20 19:40:32,N/A,N/A,2018 MAY 20 19:20:12,2018 MAY 20 19:40:31,-29.9983,128.2978,15.9261,63.7477,63.7477,3.2435e-14,29.7684,142.8421,17.2283,79.7802,79.7802,1.9083e-14,63.6061,178.9877,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,24,14,2184,0,1,0,0,0,2018 MAY 20 19:40:37,2018 MAY 20 19:50:15,N/A,N/A,2018 MAY 20 19:40:47,2018 MAY 20 19:50:14,30.0072,142.9171,17.2347,79.8851,79.8851,1.9083e-14,56.6501,157.4219,18.3578,92.5661,92.5661,1.8614e-14,63.5984,178.9957,N/A,57.0948,57.0948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,567,104,235,1400002C0000000000000000000000000000000000000000000000000000000000000000000A0237006800EB
7,7,25,15,2184,1,0,0,0,0,2018 MAY 20 20:45:39,2018 MAY 20 21:48:15,2018 MAY 20 20:52:25,2018 MAY 20 21:31:10,2018 MAY 20 20:45:49,2018 MAY 20 21:48:14,-46.2334,-44.954,5.7647,92.7295,92.7295,4.5981e-14,57.0619,128.8042,18.3642,92.5993,92.5993,2.5044e-14,63.4889,179.0211,12.1682,377.0714,387.9754,0,0,0,0,0,0,0,0,0,0,406,1036,1876,30,30,2325,1,1,1844,1844,10,3745,104,821,1400002C000000000000000000000000000000000196040C07541E1E0915010107340734000A0EA100680335
5,5,26,16,2185,1,0,0,0,0,2018 MAY 20 22:43:36,2018 MAY 20 23:46:11,2018 MAY 20 22:53:06,2018 MAY 20 23:26:21,2018 MAY 20 22:43:46,2018 MAY 20 23:46:10,-46.6159,-73.7301,5.7597,92.752,92.752,2.0674e-14,57.4032,100.1588,18.3675,92.6141,92.6141,6.4106e-15,63.2879,179.0671,9.9179,376.9707,385.8046,0,0,0,0,0,0,0,0,0,0,570,1200,1875,30,30,1995,1,1,1844,1844,10,3744,104,1072,1400002C00000000000000000000000000000000023A04B007531E1E07CB010107340734000A0EA000680430
4,4,27,17,2186,0,1,0,0,0,2018 MAY 21 00:41:29,2018 MAY 21 01:13:25,N/A,N/A,2018 MAY 21 00:41:39,2018 MAY 21 01:13:24,-46.8454,-102.5055,5.7536,92.7904,92.7904,1.4312e-14,-30.2484,41.4453,15.8683,63.0782,63.0782,5.0087e-14,63.0517,179.1131,N/A,191.8135,191.8135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1905,104,298,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07710068012A
4,4,28,17,2186,0,1,0,0,0,2018 MAY 21 01:13:30,2018 MAY 21 01:33:59,N/A,N/A,2018 MAY 21 01:13:40,2018 MAY 21 01:33:58,-30.0059,41.5217,15.8747,63.0829,63.0829,3.4841e-14,29.7527,55.9865,17.1714,79.0734,79.0734,6.0095e-14,62.9698,179.1256,N/A,122.6418,122.6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1218,104,376,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C200680178
4,4,29,17,2187,0,1,0,0,0,2018 MAY 21 01:34:04,2018 MAY 21 01:44:04,N/A,N/A,2018 MAY 21 01:34:14,2018 MAY 21 01:44:04,29.9917,56.0611,17.1778,79.18,79.18,3.1964e-14,57.5975,71.487,18.3683,92.6206,92.6206,4.1834e-14,62.9526,179.1336,N/A,59.4106,59.4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,590,104,258,1400002C0000000000000000000000000000000000000000000000000000000000000000000A024E00680102
3,3,30,18,2187,1,0,0,0,0,2018 MAY 21 02:29:24,2018 MAY 21 03:42:01,2018 MAY 21 02:29:34,2018 MAY 21 03:41:49,2018 MAY 21 02:29:34,2018 MAY 21 03:42:00,-18.2042,-141.7488,4.8881,105.9249,105.9249,4.1834e-14,57.7817,42.8485,18.3725,92.6539,92.6539,3.7091e-14,62.8256,179.1552,25.8748,437.5841,461.0969,0,0,0,0,0,0,0,0,0,0,10,640,2485,30,30,4335,1,1,1844,1844,10,4346,104,1209,1400002C00000000000000000000000000000000000A028009B51E1E10EF010107340734000A10FA006804B9
5,5,31,19,2188,1,0,0,0,0,2018 MAY 21 04:37:22,2018 MAY 21 05:40:01,2018 MAY 21 04:47:14,2018 MAY 21 05:19:44,2018 MAY 21 04:37:32,2018 MAY 21 05:40:00,-47.3425,-160.0396,5.7444,92.8332,92.8332,3.4586e-14,58.0431,14.1943,18.3761,92.6785,92.6785,4.6555e-14,62.5374,179.2052,9.611,377.3735,385.925,0,0,0,0,0,0,0,0,0,0,592,1222,1882,30,30,1950,1,1,1844,1844,10,3748,104,1082,1400002C00000000000000000000000000000000025004C6075A1E1E079E010107340734000A0EA40068043A
4,4,32,20,2189,0,1,0,0,0,2018 MAY 21 06:35:22,2018 MAY 21 07:07:02,N/A,N/A,2018 MAY 21 06:35:32,2018 MAY 21 07:07:01,-47.6818,171.1798,5.7397,92.849,92.849,1.1468e-14,-30.2494,-45.4997,15.8081,62.3066,62.3066,4.0731e-14,62.2933,179.2512,N/A,190.2025,190.2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1889,104,282,1400002C0000000000000000000000000000000000000000000000000000000000000000000A07610068011A
4,4,33,20,2189,0,1,0,0,0,2018 MAY 21 07:07:07,2018 MAY 21 07:27:38,N/A,N/A,2018 MAY 21 07:07:17,2018 MAY 21 07:27:37,-30.0074,-45.423,15.8147,62.3091,62.3091,8.996e-15,29.774,-30.8847,17.1167,78.3997,78.3997,7.1119e-15,62.2118,179.2636,N/A,122.8431,122.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1220,104,378,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C40068017A
4,4,34,20,2190,0,1,0,0,0,2018 MAY 21 07:27:43,2018 MAY 21 07:38:02,N/A,N/A,2018 MAY 21 07:27:53,2018 MAY 21 07:38:01,30.0128,-30.8099,17.1231,78.5084,78.5084,3.7091e-14,58.4023,-14.4431,18.3814,92.7049,92.7049,2.0365e-14,62.2008,179.2717,N/A,61.2229,61.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,608,104,276,1400002C0000000000000000000000000000000000000000000000000000000000000000000A026000680114
3,3,35,21,2190,1,0,0,0,0,2018 MAY 21 08:23:21,2018 MAY 21 09:36:00,2018 MAY 21 08:23:31,2018 MAY 21 09:35:46,2018 MAY 21 08:23:31,2018 MAY 21 09:35:59,-19.1746,131.5703,4.8508,106.3392,106.3392,4.9784e-14,58.737,-43.1216,18.3831,92.7054,92.7054,1.6218e-14,62.0865,179.2934,25.8748,437.7855,461.2983,0,0,0,0,0,0,0,0,0,0,10,640,2485,30,30,4335,1,1,1844,1844,10,4348,104,1211,1400002C00000000000000000000000000000000000A028009B51E1E10EF010107340734000A10FC006804BB
5,5,36,22,2191,1,0,0,0,0,2018 MAY 21 10:31:19,2018 MAY 21 11:33:56,2018 MAY 21 10:41:33,2018 MAY 21 11:13:18,2018 MAY 21 10:31:29,2018 MAY 21 11:33:55,-48.3896,113.6177,5.7297,92.8852,92.8852,2.2264e-14,59.0675,-71.7338,18.3886,92.7355,92.7355,2.8135e-14,61.8588,179.3434,9.3042,377.1721,385.4414,0,0,0,0,0,0,0,0,0,0,614,1244,1874,30,30,1905,1,1,1844,1844,10,3746,104,1071,1400002C00000000000000000000000000000000026604DC07521E1E0771010107340734000A0EA20068042F
4,4,37,23,2192,0,1,0,0,0,2018 MAY 21 12:29:12,2018 MAY 21 13:00:30,N/A,N/A,2018 MAY 21 12:29:22,2018 MAY 21 13:00:29,-48.6527,84.8304,5.7228,92.9252,92.9252,4.5008e-14,-30.2591,-132.273,15.7569,61.6499,61.6499,8.996e-15,61.6462,179.3894,N/A,187.9874,187.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1867,104,260,1400002C0000000000000000000000000000000000000000000000000000000000000000000A074B00680104
4,4,38,23,2192,0,1,0,0,0,2018 MAY 21 13:00:35,2018 MAY 21 13:21:05,N/A,N/A,2018 MAY 21 13:00:45,2018 MAY 21 13:21:04,-30.0169,-132.1967,15.7636,61.65,61.65,1.9083e-14,29.7547,-117.7435,17.0594,77.6909,77.6909,3.2591e-14,61.5623,179.4017,N/A,122.7425,122.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1219,104,377,1400002C0000000000000000000000000000000000000000000000000000000000000000000A04C300680179
4,4,39,23,2193,0,1,0,0,0,2018 MAY 21 13:21:10,2018 MAY 21 13:31:49,N/A,N/A,2018 MAY 21 13:21:20,2018 MAY 21 13:31:48,29.9936,-117.669,17.0658,77.8014,77.8014,3.4403e-14,59.2487,-100.378,18.3914,92.7561,92.7561,3.8726e-14,61.5368,179.4097,N/A,63.2367,63.2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,628,104,296,1400002C0000000000000000000000000000000000000000000000000000000000000000000A027400680128
7,7,40,24,2193,1,0,0,0,0,2018 MAY 21 14:27:05,2018 MAY 21 15:29:44,2018 MAY 21 14:33:51,2018 MAY 21 15:12:36,2018 MAY 21 14:27:15,2018 MAY 21 15:29:43,-48.8495,56.0774,5.7183,92.9455,92.9455,3.5984e-14,59.4122,-129.0342,18.3936,92.7762,92.7762,2.0365e-14,61.3886,179.4355,12.1682,377.3735,388.2774,0,0,0,0,0,0,0,0,0,0,406,1036,1876,30,30,2325,1,1,1844,1844,10,3748,104,824,1400002C000000000000000000000000000000000196040C07541E1E0915010107340734000A0EA400680338
7,7,41,25,2194,1,0,0,0,0,2018 MAY 21 16:25:02,2018 MAY 21 17:27:42,2018 MAY 21 16:31:48,2018 MAY 21 17:10:33,2018 MAY 21 16:25:12,2018 MAY 21 17:27:41,-49.0398,27.2996,5.7131,92.9712,92.9712,9.5417e-15,59.6404,-157.6779,18.3978,92.8025,92.8025,1.5662e-14,61.1117,179.4816,12.1682,377.4742,388.3781,0,0,0,0,0,0,0,0,0,0,406,1036,1876,30,30,2325,1,1,1844,1844,10,3749,104,825,1400002C000000000000000000000000000000000196040C07541E1E0915010107340734000A0EA500680339
4,4,42,26,2195,0,1,0,0,0,2018 MAY 21 18:23:02,2018 MAY 21 18:54:05,N/A,N/A,2018 MAY 21 18:23:12,2018 MAY 21 18:54:04,-49.306,-1.4929,5.7078,92.9938,92.9938,2.0164e-14,-30.2634,140.7584,15.6947,60.8574,60.8574,4.2672e-14,60.8586,179.5277,N/A,186.4771,186.4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1852,104,245,1400002C0000000000000000000000000000000000000000000000000000000000000000000A073C006800F5
