Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	80	Ingress	2024 MAY 11 15:15:18	2024 MAY 11 15:19:41	2024 MAY 11 15:20:40	322.00	-42.63	-26.54	-23.56	61.68	54.78	52.83	15.35	14	-	-	-		
N/A	1	80	Egress	2024 MAY 11 15:52:19	2024 MAY 11 15:53:20	2024 MAY 11 15:58:07	348.00	33.12	35.38	48.30	-45.96	-48.20	-57.17	20.02	14	-	-	-		
NOMAD	2	80	Ingress	2024 MAY 11 17:13:16	2024 MAY 11 17:17:41	2024 MAY 11 17:18:40	324.00	-70.97	-54.84	-51.88	61.58	54.55	52.57	15.38	28	179 only #2	Science: orders #179, #179, #179, #179, #179, #179, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&trueDayLimb; 	
N/A	2	80	Egress	2024 MAY 11 17:50:08	2024 MAY 11 17:51:10	2024 MAY 11 17:55:58	350.00	4.11	6.38	19.25	-45.60	-47.90	-56.98	20.00	28	-	-	-	&trueDayLimb; 	
N/A	3	80	Ingress	2024 MAY 11 19:11:17	2024 MAY 11 19:15:43	2024 MAY 11 19:16:43	326.00	-99.35	-83.23	-80.24	61.48	54.35	52.33	15.40	14	-	-	-		
ACS	3	80	Egress	2024 MAY 11 19:47:59	2024 MAY 11 19:49:01	2024 MAY 11 19:53:51	352.00	-24.95	-22.70	-9.86	-45.21	-47.53	-56.76	19.97	14	-	-	-		
NOMAD	4	80	Ingress	2024 MAY 11 21:09:15	2024 MAY 11 21:13:44	2024 MAY 11 21:14:44	329.00	-128.00	-111.70	-108.72	61.46	54.20	52.17	15.41	1	6SUBD CO2 CO #28	Science: orders #186, #185, #148, #132, #190, #155, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
NOMAD	4	80	Egress	2024 MAY 11 21:45:50	2024 MAY 11 21:46:53	2024 MAY 11 21:51:45	355.00	-54.03	-51.77	-38.98	-44.79	-47.16	-56.54	19.95	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
ACS	5	80	Ingress	2024 MAY 11 23:07:11	2024 MAY 11 23:11:41	2024 MAY 11 23:12:42	331.00	-156.77	-140.34	-137.31	61.48	54.17	52.09	15.42	14	-	-	-		
ACS	5	80	Egress	2024 MAY 11 23:43:39	2024 MAY 11 23:44:42	2024 MAY 11 23:49:36	357.00	-83.10	-80.87	-68.14	-44.36	-46.75	-56.28	19.92	14	-	-	-		
NOMAD	6	80	Ingress	2024 MAY 12 01:05:03	2024 MAY 12 01:09:36	2024 MAY 12 01:10:37	334.00	174.34	-168.97	-165.93	61.53	54.13	52.04	15.42	1	6SUBD CO2 #23	Science: orders #186, #190, #132, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off	&daysideMatch:PERSEVERANCE; 	
NOMAD	6	80	Egress	2024 MAY 12 01:41:27	2024 MAY 12 01:42:31	2024 MAY 12 01:47:27	360.00	-112.09	-109.84	-97.13	-44.00	-46.44	-56.10	19.89	1	6SUBD CO #2	Science: orders #123, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:PERSEVERANCE; 	
NOMAD	7	80	Ingress	2024 MAY 12 03:02:57	2024 MAY 12 03:07:31	2024 MAY 12 03:08:33	336.00	145.71	162.48	165.57	61.51	54.05	51.91	15.43	1	6SUBD CO2 #19	Science: orders #123, #132, #142, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	7	80	Egress	2024 MAY 12 03:39:14	2024 MAY 12 03:40:18	2024 MAY 12 03:45:17	363.00	-141.04	-138.81	-126.05	-43.67	-46.13	-55.96	19.87	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	8	80	Ingress	2024 MAY 12 05:00:55	2024 MAY 12 05:05:31	2024 MAY 12 05:06:33	338.00	117.37	134.17	137.23	61.41	53.81	51.66	15.45	47	-	-	-	&trueNightLimb; 	
N/A	8	80	Egress	2024 MAY 12 05:37:02	2024 MAY 12 05:38:07	2024 MAY 12 05:43:06	364.00	-170.06	-167.82	-155.17	-43.28	-45.79	-55.71	19.85	47	-	-	-	&trueNightLimb; 	
ACS	9	80	Ingress	2024 MAY 12 06:58:53	2024 MAY 12 07:03:31	2024 MAY 12 07:04:34	341.00	88.85	105.74	108.84	61.35	53.64	51.43	15.47	14	-	-	-		
ACS	9	80	Egress	2024 MAY 12 07:34:51	2024 MAY 12 07:35:56	2024 MAY 12 07:40:57	366.00	160.89	163.11	175.69	-42.84	-45.37	-55.45	19.82	14	-	-	-		
NOMAD	10	80	Ingress	2024 MAY 12 08:56:51	2024 MAY 12 09:01:32	2024 MAY 12 09:02:35	344.00	60.20	77.28	80.36	61.33	53.48	51.26	15.49	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row 364: SO: Full Frame (135:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3574 ms, Binning=0		
NOMAD	10	80	Egress	2024 MAY 12 09:32:41	2024 MAY 12 09:33:47	2024 MAY 12 09:38:50	369.00	131.86	134.09	146.65	-42.43	-45.02	-55.24	19.80	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 364: SO: Full Frame (135:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3574 ms, Binning=0		
ACS	11	80	Ingress	2024 MAY 12 10:54:50	2024 MAY 12 10:59:32	2024 MAY 12 11:00:36	346.00	31.54	48.70	51.83	61.32	53.40	51.14	15.49	14	-	-	-		
N/A	11	80	Egress	2024 MAY 12 11:30:32	2024 MAY 12 11:31:38	2024 MAY 12 11:36:45	373.00	102.87	105.08	117.71	-42.06	-44.66	-55.09	19.77	14	-	-	-		
N/A	12	80	Ingress	2024 MAY 12 12:52:45	2024 MAY 12 12:57:29	2024 MAY 12 12:58:33	348.00	2.80	20.12	23.25	61.33	53.32	51.05	15.50	14	-	-	-	&daysideMatch:CERAUNIUS THOLUS; 	
N/A	12	80	Egress	2024 MAY 12 13:28:21	2024 MAY 12 13:29:28	2024 MAY 12 13:34:37	376.00	73.89	76.11	88.72	-41.67	-44.33	-54.90	19.75	14	-	-	-	&daysideMatch:CERAUNIUS THOLUS; 	
NOMAD	13	80	Ingress	2024 MAY 12 14:50:35	2024 MAY 12 14:55:21	2024 MAY 12 14:56:26	351.00	-26.00	-8.49	-5.32	61.36	53.28	50.96	15.50	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
