Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	80	Nightside	2024 MAY 11 15:06:26	2024 MAY 11 15:35:59	2024 MAY 11 16:05:32	3546.18	-86.48	47.70	79.03	65.40	20.51	-65.39	132.47	20.56	14	-	-	-		
1	80	Dayside	2024 MAY 11 16:05:32	2024 MAY 11 16:34:56	2024 MAY 11 17:04:20	3527.43	79.03	-146.34	-115.29	-65.39	-19.01	65.38	47.65	8.58	14	-		COP row -1: UVIS off		
2	80	Nightside	2024 MAY 11 17:04:20	2024 MAY 11 17:33:53	2024 MAY 11 18:03:27	3547.76	-115.29	18.74	50.23	65.38	20.49	-65.37	132.21	20.54	28	-	-	-		
2	80	Dayside	2024 MAY 11 18:03:27	2024 MAY 11 18:32:51	2024 MAY 11 19:02:15	3527.63	50.23	-175.31	-144.20	-65.37	-18.99	65.35	47.92	8.56	28	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3	&trueDayLimb; 	
3	80	Nightside	2024 MAY 11 19:02:15	2024 MAY 11 19:31:50	2024 MAY 11 20:01:25	3549.78	-144.20	-10.23	21.30	65.35	20.51	-65.34	131.95	20.52	14	-	-	-		
3	80	Dayside	2024 MAY 11 20:01:25	2024 MAY 11 20:30:48	2024 MAY 11 21:00:11	3525.96	21.30	155.71	-173.21	-65.34	-19.01	65.32	48.18	8.54	14	-		COP row -1: UVIS off		
4	80	Nightside	2024 MAY 11 21:00:11	2024 MAY 11 21:29:46	2024 MAY 11 21:59:21	3550.44	-173.21	-39.19	-7.79	65.32	20.56	-65.30	131.72	20.51	1	-	-	-		
4	80	Dayside	2024 MAY 11 21:59:21	2024 MAY 11 22:28:43	2024 MAY 11 22:58:06	3524.32	-7.79	126.75	157.70	-65.30	-19.11	65.27	48.41	8.52	1	CH4 H2O 2SUBD 02	Science: orders #136, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 85: NADIR: Horizontal Bin (57:245;0:1047), Tint = 7000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
5	80	Nightside	2024 MAY 11 22:58:06	2024 MAY 11 23:27:40	2024 MAY 11 23:57:15	3549.06	157.70	-68.14	-36.97	65.27	20.63	-65.24	131.49	20.49	14	-	-	-		
5	80	Dayside	2024 MAY 11 23:57:15	2024 MAY 12 00:26:36	2024 MAY 12 00:55:58	3523.23	-36.97	97.81	128.56	-65.24	-19.23	65.22	48.62	8.51	14	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
