MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 DEC 27 05:45:00,-16.8037,51.3395,259.6312,15.7622,63.2672,3.8824e-14,63.2672,2021 DEC 27 05:42:00,-18.6886,52.0514,382.3569,15.7608,64.0572,0.86269,64.7708
2021 DEC 27 07:36:00,-20.7384,24.5244,259.4526,15.7753,65.1324,2.2935e-14,65.1324,2021 DEC 27 07:39:00,-21.3736,22.628,382.983,15.6975,64.449,0.44277,64.4915
2021 DEC 27 09:30:00,-15.1666,-3.5029,261.6984,15.7561,62.4956,3.4995e-14,62.4956,2021 DEC 27 09:39:00,-15.2116,-5.4882,385.5365,15.7697,62.6941,3.6817,66.2401
2021 DEC 28 21:06:00,-2.9277,-163.8174,267.3023,15.7197,57.5559,6.8706e-14,57.5559,2021 DEC 28 21:06:00,-1.29,-163.4958,391.4788,15.7411,57.3942,0.30469,57.5668
2021 DEC 29 08:15:00,-16.8974,34.0999,260.6486,15.7672,63.1913,3.1964e-14,63.1913,2021 DEC 29 08:18:00,-18.0928,33.1894,380.0216,15.755,63.5456,175.2796,117.3919
2022 JAN 01 01:57:00,28.1139,152.7287,288.7374,15.625,53.1115,6.2811e-14,53.1115,2022 JAN 01 01:54:00,26.9139,153.3007,407.1778,15.6144,52.8484,0.28311,53.1209
2022 JAN 01 05:42:00,29.7884,97.8561,288.0388,15.6169,53.2248,3.4293e-14,53.2248,2022 JAN 01 05:51:00,30.3605,96.1861,407.3397,15.6517,53.7472,0.64905,54.3515
2022 JAN 02 15:24:00,36.3406,-34.4802,293.3288,15.5964,54.2974,3.7633e-14,54.2974,2022 JAN 02 15:18:00,37.6839,-33.6644,414.3706,15.5533,54.1159,1.1893,55.2572
2022 JAN 05 22:03:00,53.9491,-104.5234,304.6946,15.4808,59.5335,8.9974e-14,59.5335,2022 JAN 05 22:00:00,54.0439,-103.3042,423.9003,15.5136,59.8313,0.053554,59.8431
2022 JAN 14 00:39:00,69.6105,-68.8375,311.9761,15.2733,67.9015,2.4013e-14,67.9015,2022 JAN 14 00:39:00,69.6506,-67.1747,431.2119,15.3844,68.3906,0.076244,68.4149
2022 JAN 18 18:45:00,71.2604,64.5495,310.655,15.2244,69.6637,3.1365e-14,69.6637,2022 JAN 18 18:39:00,72.4287,64.6055,432.7275,15.1308,70.0514,0.072599,70.0772
2022 JAN 20 19:24:00,74.9896,72.3051,312.4056,15.0944,72.0051,2.1172e-14,72.0051,2022 JAN 20 19:48:00,74.3843,72.7162,433.3865,15.5114,72.9318,0.10747,72.9825
