MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 OCT 28 03:06:00,65.9399,-110.1027,309.9217,4.1431,85.94,1.3494e-14,85.94,2023 OCT 28 02:51:00,69.1669,-112.8687,432.1759,3.7153,86.1337,0.50481,86.4186
2023 OCT 29 14:36:00,72.3067,94.0657,313.3723,4.3083,82.2521,2.5619e-14,82.2521,2023 OCT 29 14:15:00,72.5972,97.5445,433.3807,4.1997,82.5325,0.48997,82.8042
2023 OCT 29 16:30:00,66.5386,64.0074,310.1845,4.1539,85.8207,5.0289e-14,85.8207,2023 OCT 29 16:12:00,70.801,62.0831,432.6404,3.7336,85.336,0.49019,85.6108
2023 OCT 29 20:12:00,74.1982,12.9966,316.0788,4.3544,81.2313,6.5569e-15,81.2313,2023 OCT 29 20:09:00,72.8795,12.2254,433.1191,4.2544,82.2243,0.66109,82.4855
2023 OCT 31 05:54:00,67.588,-121.687,312.6121,4.1778,85.4152,2.7035e-14,85.4152,2023 OCT 31 05:33:00,72.262,-122.2784,434.1361,3.7975,84.493,0.47672,84.7567
2023 OCT 31 09:36:00,75.2665,-172.3755,315.5958,4.3997,80.8468,1.2974e-14,80.8468,2023 OCT 31 09:30:00,74.0775,-170.5815,433.8797,4.4219,81.2991,0.4587,81.5286
2023 OCT 31 11:30:00,69.8384,157.0837,313.8764,4.2131,84.1569,1.778e-14,84.1569,2023 OCT 31 11:27:00,72.725,152.6154,432.1448,3.8667,84.0176,0.77497,84.6817
2023 OCT 31 15:12:00,77.4503,108.1774,316.7821,4.5542,79.4652,9.6733e-15,79.4652,2023 OCT 31 15:24:00,74.5844,106.1185,434.1935,4.6114,80.4392,0.45303,80.6589
2023 NOV 01 23:00:00,76.2375,2.4717,317.2993,4.4597,80.4862,8.996e-15,80.4862,2023 NOV 01 22:51:00,74.9935,7.013,434.3386,4.6164,80.4772,0.44885,80.6947
2023 NOV 02 00:54:00,70.7833,-28.4225,315.0531,4.2494,83.7906,1.9671e-14,83.7906,2023 NOV 02 00:48:00,73.9403,-30.7679,433.7613,3.9958,83.1529,0.52096,83.5087
2023 NOV 02 04:36:00,78.2529,-76.9049,314.1348,4.6186,79.2247,8.7194e-15,79.2247,2023 NOV 02 04:45:00,75.3208,-75.655,433.6855,4.8481,79.5815,0.44441,79.7886
2023 NOV 02 10:12:00,80.0177,-156.7765,315.9064,4.7447,78.2809,1.6373e-14,78.2809,2023 NOV 02 10:39:00,75.4663,-160.34,434.1117,4.9453,79.2324,0.44242,79.4352
2023 NOV 03 23:36:00,80.617,18.2394,317.8596,4.8158,78.1771,8.1961e-15,78.1771,2023 NOV 04 00:00:00,75.8686,18.5171,434.3754,5.2236,78.4028,0.4364,78.5932
2023 NOV 08 02:45:00,75.521,4.9506,317.1267,4.4381,81.9323,2.1653e-14,81.9323,2023 NOV 08 02:15:00,75.7592,7.7714,434.1693,4.1392,82.7865,0.44203,83.0168
2023 NOV 08 04:36:00,79.3587,-18.1347,317.7813,4.6997,79.6408,2.1351e-14,79.6408,2023 NOV 07 04:39:00,75.9553,-21.4422,433.1879,5.1672,79.1297,0.43577,79.3217
