MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 MAY 13 12:27:00,73.7379,99.6055,314.0379,14.6647,55.7742,1.7243e-14,55.7742,2023 MAY 13 12:18:00,74.3339,100.5149,434.0949,14.5792,55.9449,0.13151,55.9421
2023 MAY 14 05:18:00,77.3923,-149.2417,314.9262,14.4769,57.8544,2.7602e-14,57.8544,2023 MAY 14 06:00:00,75.2083,-152.1722,434.62,14.9628,57.5639,0.61499,57.3766
2023 MAY 16 22:45:00,76.4684,-23.5931,314.2152,14.5633,57.1371,2.2164e-14,57.1371,2023 MAY 16 22:51:00,75.5541,-26.3508,433.1709,14.4767,56.2606,2.2788,55.1772
2023 MAY 17 04:21:00,74.4856,-104.3617,313.3735,14.6297,55.8796,3.531e-14,55.8796,2023 MAY 17 04:45:00,75.4242,-109.2225,434.9637,14.695,56.7099,0.14815,56.7722
2023 MAY 18 12:09:00,76.0181,150.7672,316.9636,14.5928,56.7561,1.0668e-14,56.7561,2023 MAY 18 12:12:00,75.7874,153.586,432.885,14.8292,57.2088,0.19377,57.2859
2023 MAY 21 05:36:00,74.7736,-84.1383,314.16,14.6417,55.7887,9.8353e-15,55.7887,2023 MAY 21 05:03:00,75.7369,-80.3819,434.5831,14.3567,55.7626,0.13769,55.7895
2023 MAY 24 21:30:00,75.8117,71.8877,313.725,14.6053,56.1472,9.5747e-15,56.1472,2023 MAY 24 21:30:00,75.7119,70.7293,433.6119,14.5281,55.8814,0.13266,55.9135
2023 MAY 26 10:54:00,75.3364,-113.8809,313.5506,14.6258,55.7528,4.0388e-14,55.7528,2023 MAY 26 10:51:00,75.2635,-109.9322,434.6719,14.8406,56.2895,0.12155,56.3293
2023 MAY 26 20:15:00,75.1439,110.0297,314.2854,14.6544,55.6674,1.6159e-14,55.6674,2023 MAY 27 20:15:00,75.5122,114.1906,433.6628,14.2933,54.9545,0.13738,54.9781
2023 MAY 27 20:33:00,73.1838,116.5563,313.6713,14.7431,54.5237,2.9323e-14,54.5237,2023 MAY 27 20:15:00,75.5122,114.1906,433.6628,14.2933,54.9545,0.13738,54.9781
2023 MAY 29 04:21:00,75.2098,11.1397,315.3371,14.6692,55.5932,1.7132e-14,55.5932,2023 MAY 29 03:42:00,75.2957,16.0386,433.6178,14.3631,54.8682,0.13332,54.8924
2023 MAY 29 09:57:00,72.9714,-69.2941,313.9255,14.7581,54.3263,1.4246e-14,54.3263,2023 MAY 29 09:36:00,74.8789,-67.3306,434.4693,14.5483,55.0199,0.20186,55.1709
2023 MAY 30 02:48:00,76.6858,41.9506,315.3089,14.5761,56.3378,2.5642e-14,56.3378,2023 MAY 30 03:18:00,74.0555,39.8973,433.5619,14.9258,55.5146,0.10782,55.5511
2023 MAY 31 21:48:00,74.07,136.4235,315.6927,14.73,54.8111,1.3955e-14,54.8111,2023 MAY 31 22:33:00,72.216,132.5835,432.799,15.2039,55.266,0.1751,55.3854
2023 JUN 02 22:24:00,70.2606,148.8614,314.0257,14.8658,52.6997,1.7128e-14,52.6997,2023 JUN 02 21:42:00,73.5941,152.4805,433.8394,14.4258,53.4689,1.1254,52.3485
2023 JUN 03 05:54:00,74.1849,37.1079,314.1535,14.7158,54.7043,1.4662e-14,54.7043,2023 JUN 02 06:00:00,71.6033,33.5482,431.78,15.2147,54.8895,1.6076,53.3405
2023 JUN 04 19:18:00,73.7935,-148.439,313.7511,14.7508,54.4557,1.9412e-14,54.4557,2023 JUN 03 19:21:00,69.7157,-151.5366,431.0323,15.2317,53.8548,0.92869,54.6699
