stepValue,steppingParameter,stepCount,stepSpeed
0,INTEGRATION_TIME,0,0 # EMPTY ROW
24,WINDOW_TOP,1,0 # WINDOW_STEPPING
24,WINDOW_TOP,1,0 # WINDOW_STEPPING
100,INTEGRATION_TIME,255,0 # SOLAR_INTTIME_STEPPING
100,INTEGRATION_TIME,255,5 # SOLAR_INTTIME_STEPPING
3400,INTEGRATION_TIME,255,0 # DARK_INTTIME_STEPPING
1,AOTF_IX,10,0 # FULLSCAN
1,AOTF_IX,10,5 # FULLSCAN
1,AOTF_IX,30,0 # FULLSCAN
1,AOTF_IX,30,5 # FULLSCAN
1,AOTF_IX,80,0 # FULLSCAN
1,AOTF_IX,80,5 # FULLSCAN
1,AOTF_IX,115,0 # FULLSCAN
1,AOTF_IX,115,5 # FULLSCAN
107374,AOTF_FREQ,255,0 # MINISCAN_2KHZ
107374,AOTF_FREQ,255,5 # MINISCAN_2KHZ
214748,AOTF_FREQ,255,0 # MINISCAN_4KHZ
214748,AOTF_FREQ,255,5 # MINISCAN_4KHZ
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
0,INTEGRATION_TIME,0,0 # EMPTY_ROW
