S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 FEB 15 04:06:00,67.8315,139.4329,310.0843,3.4503,86.803,2.7909e-14,86.803
TGO,2025 FEB 15 04:03:00,69.3549,134.7822,430.3271,3.0917,87.1624,2.5895,89.7201

MRO,2025 FEB 16 11:51:00,75.1222,39.4429,312.5862,3.6919,81.1571,1.5982e-14,81.1571
TGO,2025 FEB 15 11:57:00,73.6047,35.694,432.9747,4.1761,80.5319,0.46376,80.7747

MRO,2025 FEB 16 15:36:00,73.5098,-16.4184,314.0221,3.6183,82.3517,2.4026e-14,82.3517
TGO,2025 FEB 16 15:27:00,72.5012,-15.5,433.0493,3.5336,83.2696,0.5658,83.6932

MRO,2025 FEB 16 17:30:00,67.9729,-46.4799,310.6201,3.4639,86.4433,2.3372e-14,86.4433
TGO,2025 FEB 16 17:24:00,70.8564,-50.8102,432.0142,3.0778,85.9212,0.48629,86.2218

MRO,2025 FEB 18 05:00:00,73.9736,157.7674,313.2212,3.6383,81.7888,7.9514e-15,81.7888
TGO,2025 FEB 18 04:48:00,73.8057,161.4866,432.228,3.6917,81.7195,0.46122,81.9791

MRO,2025 FEB 18 10:36:00,75.7642,77.6791,312.8155,3.7506,80.3342,3.863e-14,80.3342
TGO,2025 FEB 18 10:42:00,74.2422,78.0938,433.4058,3.8756,80.8254,0.45736,81.0759

MRO,2025 FEB 20 00:00:00,76.1437,-107.9215,312.2518,3.7847,79.8025,3.2823e-14,79.8025
TGO,2025 FEB 20 00:03:00,75.1046,-103.8327,434.648,4.1061,79.3929,0.42595,79.6247

MRO,2025 FEB 20 05:36:00,78.1607,171.7015,312.9699,3.8778,78.3689,8.8028e-15,78.3689
TGO,2025 FEB 20 05:57:00,75.364,171.6961,432.6971,4.2181,78.8649,0.44598,79.0969

MRO,2025 FEB 24 14:21:00,73.1695,79.004,312.1819,3.6681,81.3444,2.0505e-14,81.3444
TGO,2025 FEB 24 14:06:00,75.2407,77.4507,433.8184,3.3211,81.0777,0.44552,81.3401

MRO,2025 FEB 26 09:21:00,75.1905,172.1361,312.6524,3.7356,79.6776,1.4494e-14,79.6776
TGO,2025 FEB 26 09:21:00,75.9074,172.6362,432.5383,3.7689,79.1538,0.44014,79.3979

MRO,2025 FEB 26 14:57:00,77.0434,92.4541,312.8139,3.8747,78.1703,6.4106e-15,78.1703
TGO,2025 FEB 26 15:15:00,75.8692,89.7284,434.0737,3.985,78.5038,0.4409,78.7412

MRO,2025 FEB 28 04:21:00,76.9981,-93.6343,312.8969,3.8761,77.9959,2.8636e-14,77.9959
TGO,2025 FEB 28 04:36:00,75.7331,-90.8096,435.3173,4.3078,77.3746,0.44229,77.6021

MRO,2025 FEB 28 09:57:00,78.8565,-173.9636,314.7515,3.9722,76.6914,9.5499e-15,76.6914
TGO,2025 FEB 28 10:30:00,75.6413,-174.5399,432.5732,4.4692,76.8634,0.058914,76.8219

