Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	9	Nightside	2018 DEC 01 14:00:31	2018 DEC 01 14:30:16	2018 DEC 01 15:00:00	3568.83	-18.99	25.95	146.45	-14.02	68.29	13.80	129.48	21.86	3	-	-	-		
1	9	Dayside	2018 DEC 01 15:00:00	2018 DEC 01 15:29:16	2018 DEC 01 15:58:32	3511.53	146.45	-168.92	-47.87	13.80	-68.21	-13.62	50.58	9.83	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
2	9	Nightside	2018 DEC 01 15:58:32	2018 DEC 01 16:28:16	2018 DEC 01 16:58:01	3568.98	-47.87	-2.29	117.58	-13.62	68.57	13.42	129.36	21.89	1	-	-	-		
2	9	Dayside	2018 DEC 01 16:58:01	2018 DEC 01 17:27:15	2018 DEC 01 17:56:30	3508.99	117.58	162.88	-76.72	13.42	-68.50	-13.24	50.70	9.86	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
3	9	Nightside	2018 DEC 01 17:56:30	2018 DEC 01 18:26:14	2018 DEC 01 18:55:58	3568.62	-76.72	-30.55	88.73	-13.24	68.85	13.07	129.23	21.92	4	-	-	-		
3	9	Dayside	2018 DEC 01 18:55:58	2018 DEC 01 19:25:12	2018 DEC 01 19:54:26	3507.43	88.73	134.66	-105.57	13.07	-68.77	-12.88	50.81	9.89	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
4	9	Nightside	2018 DEC 01 19:54:26	2018 DEC 01 20:24:09	2018 DEC 01 20:53:53	3567.13	-105.57	-58.73	59.90	-12.88	69.09	12.71	129.14	21.96	1	-	-	-		
4	9	Dayside	2018 DEC 01 20:53:53	2018 DEC 01 21:23:07	2018 DEC 01 21:52:22	3508.67	59.90	106.58	-134.41	12.71	-69.03	-12.51	50.89	9.93	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
5	9	Nightside	2018 DEC 01 21:52:22	2018 DEC 01 22:22:06	2018 DEC 01 22:51:50	3568.26	-134.41	-86.76	31.03	-12.51	69.30	12.30	129.11	22.00	4	-	-	-		
5	9	Dayside	2018 DEC 01 22:51:50	2018 DEC 01 23:21:05	2018 DEC 01 23:50:20	3510.21	31.03	78.65	-163.28	12.30	-69.25	-12.10	50.91	9.98	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
6	9	Nightside	2018 DEC 01 23:50:20	2018 DEC 02 00:20:06	2018 DEC 02 00:49:51	3570.76	-163.28	-114.68	2.15	-12.10	69.52	11.88	129.08	22.05	1	-	-	-		
6	9	Dayside	2018 DEC 02 00:49:51	2018 DEC 02 01:19:06	2018 DEC 02 01:48:21	3510.39	2.15	50.66	167.83	11.88	-69.46	-11.67	50.94	10.03	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
7	9	Nightside	2018 DEC 02 01:48:21	2018 DEC 02 02:18:07	2018 DEC 02 02:47:53	3571.44	167.83	-142.61	-26.74	-11.67	69.78	11.48	129.02	22.10	4	-	-	-		
7	9	Dayside	2018 DEC 02 02:47:53	2018 DEC 02 03:17:08	2018 DEC 02 03:46:23	3510.40	-26.74	22.58	138.94	11.48	-69.69	-11.27	51.01	10.07	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
8	9	Nightside	2018 DEC 02 03:46:23	2018 DEC 02 04:16:08	2018 DEC 02 04:45:53	3569.91	138.94	-170.59	-55.61	-11.27	70.03	11.07	128.93	22.15	3	-	-	-		
8	9	Dayside	2018 DEC 02 04:45:53	2018 DEC 02 05:15:08	2018 DEC 02 05:44:23	3510.22	-55.61	-5.55	110.08	11.07	-69.96	-10.88	51.13	10.11	3	CH4 2SUBD 02	Science: orders #134, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 78: NADIR: Full Frame (57:240;0:1047),Tint = 7000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
9	9	Nightside	2018 DEC 02 05:44:23	2018 DEC 02 06:14:07	2018 DEC 02 06:43:51	3567.53	110.08	161.33	-84.46	-10.88	70.29	10.70	128.83	22.19	1	-	-	-		
9	9	Dayside	2018 DEC 02 06:43:51	2018 DEC 02 07:13:05	2018 DEC 02 07:42:20	3508.98	-84.46	-33.64	81.24	10.70	-70.23	-10.52	51.24	10.15	1	CH4 3SUBD 01	Science: orders #168, #134, #136, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
10	9	Nightside	2018 DEC 02 07:42:20	2018 DEC 02 08:12:03	2018 DEC 02 08:41:47	3566.88	81.24	133.26	-113.30	-10.52	70.53	10.33	128.73	22.23	4	-	-	-		
10	9	Dayside	2018 DEC 02 08:41:47	2018 DEC 02 09:11:01	2018 DEC 02 09:40:15	3507.90	-113.30	-61.55	52.39	10.33	-70.45	-10.13	51.29	10.20	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
11	9	Nightside	2018 DEC 02 09:40:15	2018 DEC 02 10:09:59	2018 DEC 02 10:39:43	3568.90	52.39	105.34	-142.16	-10.13	70.72	9.94	128.68	22.29	1	-	-	-		
11	9	Dayside	2018 DEC 02 10:39:43	2018 DEC 02 11:08:58	2018 DEC 02 11:38:13	3510.02	-142.16	-89.33	23.53	9.94	-70.63	-9.73	51.30	10.26	1	CO 2SUBD 02	Science: orders #167, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
12	9	Nightside	2018 DEC 02 11:38:13	2018 DEC 02 12:07:58	2018 DEC 02 12:37:43	3569.77	23.53	77.53	-171.04	-9.73	70.87	9.51	128.69	22.35	4	-	-	-		
