Instrument	Occultation Index	Occultation Type	UTC Start Time	UTC End Time	UTC Transition Time	Duration (s)	Tangent Centre Longitude	Tangent Centre Latitude	Tangent Centre Local Time (hrs)	
NOMAD	128	Ingress	2018 DEC 06 20:00:16	2018 DEC 06 20:07:46	2018 DEC 06 20:06:05	450.0	-75.7	28.6	17.2	
NOMAD	129	Egress	2018 DEC 06 20:35:32	2018 DEC 06 20:43:09	2018 DEC 06 20:37:14	457.0	117.7	23.8	6.7	
NOMAD	130	Ingress	2018 DEC 06 21:58:12	2018 DEC 06 22:05:41	2018 DEC 06 22:04:01	449.0	-104.4	28.7	17.2	
NOMAD	131	Egress	2018 DEC 06 22:33:30	2018 DEC 06 22:41:07	2018 DEC 06 22:35:11	457.0	88.8	23.3	6.7	
ACS	132	Ingress	2018 DEC 06 23:56:08	2018 DEC 07 00:03:35	2018 DEC 07 00:01:55	447.0	-133.3	29.2	17.2	
ACS	133	Egress	2018 DEC 07 00:31:29	2018 DEC 07 00:39:04	2018 DEC 07 00:33:10	455.0	59.8	22.8	6.6	
NOMAD	134	Ingress	2018 DEC 07 01:54:07	2018 DEC 07 02:01:33	2018 DEC 07 01:59:53	446.0	-162.3	29.6	17.1	
NOMAD	135	Egress	2018 DEC 07 02:29:30	2018 DEC 07 02:37:03	2018 DEC 07 02:31:11	453.0	30.9	22.3	6.6	
ACS	136	Ingress	2018 DEC 07 03:52:07	2018 DEC 07 03:59:33	2018 DEC 07 03:57:53	446.0	168.9	30.0	17.1	
ACS	137	Egress	2018 DEC 07 04:27:33	2018 DEC 07 04:35:04	2018 DEC 07 04:29:13	451.0	1.9	21.8	6.6	
N/A	138	Ingress	2018 DEC 07 05:50:07	2018 DEC 07 05:57:32	2018 DEC 07 05:55:52	445.0	140.0	30.3	17.1	
N/A	139	Egress	2018 DEC 07 06:25:35	2018 DEC 07 06:33:06	2018 DEC 07 06:27:15	451.0	-27.0	21.3	6.6	
NOMAD	140	Ingress	2018 DEC 07 07:48:05	2018 DEC 07 07:55:30	2018 DEC 07 07:53:50	445.0	111.1	30.7	17.1	
NOMAD	141	Egress	2018 DEC 07 08:23:36	2018 DEC 07 08:31:06	2018 DEC 07 08:25:16	450.0	-56.0	20.8	6.6	
ACS	142	Ingress	2018 DEC 07 09:46:02	2018 DEC 07 09:53:27	2018 DEC 07 09:51:47	445.0	82.1	31.2	17.1	
ACS	143	Egress	2018 DEC 07 10:21:34	2018 DEC 07 10:29:05	2018 DEC 07 10:23:14	451.0	-84.9	20.4	6.6	
NOMAD	144	Ingress	2018 DEC 07 11:43:59	2018 DEC 07 11:51:22	2018 DEC 07 11:49:43	443.0	53.4	31.3	17.1	
NOMAD	145	Egress	2018 DEC 07 12:19:32	2018 DEC 07 12:27:02	2018 DEC 07 12:21:12	450.0	-113.8	19.9	6.5	
NOMAD	146	Ingress	2018 DEC 07 13:41:57	2018 DEC 07 13:49:18	2018 DEC 07 13:47:39	441.0	24.5	31.8	17.1	
NOMAD	147	Egress	2018 DEC 07 14:17:34	2018 DEC 07 14:25:02	2018 DEC 07 14:19:14	448.0	-142.7	19.3	6.5	
N/A	148	Ingress	2018 DEC 07 15:39:57	2018 DEC 07 15:47:16	2018 DEC 07 15:45:38	439.0	-4.4	32.0	17.1	
N/A	149	Egress	2018 DEC 07 16:15:39	2018 DEC 07 16:23:05	2018 DEC 07 16:17:18	446.0	-171.7	18.7	6.5	
N/A	150	Ingress	2018 DEC 07 17:37:59	2018 DEC 07 17:45:17	2018 DEC 07 17:43:39	438.0	-33.3	32.4	17.0	
N/A	151	Egress	2018 DEC 07 18:13:43	2018 DEC 07 18:21:09	2018 DEC 07 18:15:22	446.0	159.3	18.2	6.5	
ACS	152	Ingress	2018 DEC 07 19:36:00	2018 DEC 07 19:43:17	2018 DEC 07 19:41:39	437.0	-62.5	33.1	17.0	
ACS	153	Egress	2018 DEC 07 20:11:45	2018 DEC 07 20:19:11	2018 DEC 07 20:13:24	446.0	130.4	17.7	6.5	
NOMAD	154	Ingress	2018 DEC 07 21:33:58	2018 DEC 07 21:41:14	2018 DEC 07 21:39:36	436.0	-91.2	33.2	17.0	
NOMAD	155	Egress	2018 DEC 07 22:09:44	2018 DEC 07 22:17:10	2018 DEC 07 22:11:23	446.0	101.5	17.2	6.5	
ACS	156	Ingress	2018 DEC 07 23:31:52	2018 DEC 07 23:39:07	2018 DEC 07 23:37:29	435.0	-120.1	33.7	17.0	
ACS	157	Egress	2018 DEC 08 00:07:42	2018 DEC 08 00:15:06	2018 DEC 08 00:09:20	444.0	72.5	16.7	6.4	
NOMAD	158	Ingress	2018 DEC 08 01:29:49	2018 DEC 08 01:37:02	2018 DEC 08 01:35:24	433.0	-149.1	34.2	17.0	
NOMAD	159	Egress	2018 DEC 08 02:05:42	2018 DEC 08 02:13:05	2018 DEC 08 02:07:20	443.0	43.6	16.2	6.4	
NOMAD	160	Ingress	2018 DEC 08 03:27:48	2018 DEC 08 03:35:00	2018 DEC 08 03:33:23	432.0	-178.0	34.5	17.0	
NOMAD	161	Egress	2018 DEC 08 04:03:45	2018 DEC 08 04:11:05	2018 DEC 08 04:05:22	440.0	14.7	15.7	6.4	
N/A	162	Ingress	2018 DEC 08 05:25:48	2018 DEC 08 05:32:59	2018 DEC 08 05:31:22	431.0	153.1	34.8	17.0	
N/A	163	Egress	2018 DEC 08 06:01:47	2018 DEC 08 06:09:07	2018 DEC 08 06:03:25	440.0	-14.2	15.2	6.4	
N/A	164	Ingress	2018 DEC 08 07:23:47	2018 DEC 08 07:30:57	2018 DEC 08 07:29:21	430.0	124.5	34.8	17.0	
N/A	165	Egress	2018 DEC 08 07:59:49	2018 DEC 08 08:07:08	2018 DEC 08 08:01:27	439.0	-43.2	14.7	6.4	
ACS	166	Ingress	2018 DEC 08 09:21:44	2018 DEC 08 09:28:54	2018 DEC 08 09:27:17	430.0	95.5	35.2	16.9	
ACS	167	Egress	2018 DEC 08 09:57:49	2018 DEC 08 10:05:07	2018 DEC 08 09:59:26	438.0	-72.1	14.2	6.4	
N/A	168	Ingress	2018 DEC 08 11:19:40	2018 DEC 08 11:26:50	2018 DEC 08 11:25:13	430.0	66.5	35.7	16.9	
N/A	169	Egress	2018 DEC 08 11:55:48	2018 DEC 08 12:03:05	2018 DEC 08 11:57:25	437.0	-101.0	13.7	6.4	
N/A	170	Ingress	2018 DEC 08 13:17:37	2018 DEC 08 13:24:44	2018 DEC 08 13:23:08	427.0	37.8	35.8	16.9	
N/A	171	Egress	2018 DEC 08 13:53:47	2018 DEC 08 14:01:03	2018 DEC 08 13:55:24	436.0	-129.9	13.2	6.3	
N/A	172	Ingress	2018 DEC 08 15:15:35	2018 DEC 08 15:22:40	2018 DEC 08 15:21:05	425.0	8.9	36.1	16.9	
N/A	173	Egress	2018 DEC 08 15:51:50	2018 DEC 08 15:59:04	2018 DEC 08 15:53:27	434.0	-158.9	12.6	6.3	
N/A	174	Ingress	2018 DEC 08 17:13:36	2018 DEC 08 17:20:39	2018 DEC 08 17:19:04	423.0	-19.9	36.4	16.9	
N/A	175	Egress	2018 DEC 08 17:49:55	2018 DEC 08 17:57:08	2018 DEC 08 17:51:31	433.0	172.2	12.0	6.3	
NOMAD	176	Ingress	2018 DEC 08 19:11:37	2018 DEC 08 19:18:40	2018 DEC 08 19:17:05	423.0	-49.1	37.1	16.9	
NOMAD	177	Egress	2018 DEC 08 19:47:58	2018 DEC 08 19:55:11	2018 DEC 08 19:49:34	433.0	143.3	11.5	6.3	
ACS	178	Ingress	2018 DEC 08 21:09:36	2018 DEC 08 21:16:38	2018 DEC 08 21:15:03	422.0	-78.1	37.6	16.8	
ACS	179	Egress	2018 DEC 08 21:45:58	2018 DEC 08 21:53:11	2018 DEC 08 21:47:34	433.0	114.4	11.0	6.3	
NOMAD	180	Ingress	2018 DEC 08 23:07:30	2018 DEC 08 23:14:31	2018 DEC 08 23:12:56	421.0	-106.8	37.7	16.8	
NOMAD	181	Egress	2018 DEC 08 23:43:56	2018 DEC 08 23:51:08	2018 DEC 08 23:45:31	432.0	85.4	10.5	6.3	
N/A	182	Ingress	2018 DEC 09 01:05:25	2018 DEC 09 01:12:23	2018 DEC 09 01:10:49	418.0	-135.8	38.2	16.8	
N/A	183	Egress	2018 DEC 09 01:41:55	2018 DEC 09 01:49:04	2018 DEC 09 01:43:30	429.0	56.5	10.0	6.3	
ACS	184	Ingress	2018 DEC 09 03:03:23	2018 DEC 09 03:10:20	2018 DEC 09 03:08:46	417.0	-164.5	38.2	16.8	
ACS	185	Egress	2018 DEC 09 03:39:56	2018 DEC 09 03:47:04	2018 DEC 09 03:41:31	428.0	27.6	9.5	6.2	
NOMAD	186	Ingress	2018 DEC 09 05:01:22	2018 DEC 09 05:08:18	2018 DEC 09 05:06:44	416.0	166.6	38.5	16.8	
