Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	9	Ingress	2018 DEC 01 14:08:50	2018 DEC 01 14:14:03	2018 DEC 01 14:15:12	382.00	-28.65	-35.41	-37.10	4.55	17.43	20.47	17.51	3	-	-	-		
N/A	1	9	Egress	2018 DEC 01 14:44:54	2018 DEC 01 14:46:02	2018 DEC 01 14:51:10	376.00	171.31	168.40	158.37	47.92	45.17	33.14	7.62	3	-	-	-		
NOMAD	2	9	Ingress	2018 DEC 01 16:06:53	2018 DEC 01 16:12:07	2018 DEC 01 16:13:16	383.00	-57.58	-64.40	-66.10	5.09	18.03	21.08	17.49	1	132 with 1xDark	Science: orders #132, #132, #132, #132, #132, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	2	9	Egress	2018 DEC 01 16:42:52	2018 DEC 01 16:44:01	2018 DEC 01 16:49:10	378.00	142.42	139.49	129.48	47.74	44.95	32.84	7.60	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	3	9	Ingress	2018 DEC 01 18:04:52	2018 DEC 01 18:10:07	2018 DEC 01 18:11:17	385.00	-86.48	-93.35	-95.08	5.57	18.57	21.66	17.48	4	-	-	-		
ACS	3	9	Egress	2018 DEC 01 18:40:47	2018 DEC 01 18:41:56	2018 DEC 01 18:47:07	380.00	113.56	110.64	100.61	47.58	44.78	32.56	7.59	4	-	-	-		
NOMAD	4	9	Ingress	2018 DEC 01 20:02:49	2018 DEC 01 20:08:05	2018 DEC 01 20:09:15	386.00	-115.34	-122.26	-124.00	5.99	19.05	22.15	17.46	1	CH4 01	Science: orders #168, #133, #134, #135, #136, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	4	9	Egress	2018 DEC 01 20:38:41	2018 DEC 01 20:39:51	2018 DEC 01 20:45:03	382.00	84.60	81.67	71.69	47.32	44.46	32.17	7.57	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	5	9	Ingress	2018 DEC 01 22:00:48	2018 DEC 01 22:06:04	2018 DEC 01 22:07:14	386.00	-144.23	-151.17	-152.92	6.46	19.53	22.62	17.45	4	-	-	-		
ACS	5	9	Egress	2018 DEC 01 22:36:37	2018 DEC 01 22:37:47	2018 DEC 01 22:42:59	382.00	55.58	52.68	42.78	46.99	44.13	31.81	7.55	4	-	-	-		
NOMAD	6	9	Ingress	2018 DEC 01 23:58:47	2018 DEC 02 00:04:04	2018 DEC 02 00:05:14	387.00	-173.12	179.89	178.13	6.92	20.03	23.13	17.43	1	AER 01	Science: orders #119, #133, #143, #154, #169, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	6	9	Egress	2018 DEC 02 00:34:35	2018 DEC 02 00:35:45	2018 DEC 02 00:40:57	382.00	26.62	23.74	13.91	46.73	43.86	31.52	7.53	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	7	9	Ingress	2018 DEC 02 01:56:49	2018 DEC 02 02:02:07	2018 DEC 02 02:03:17	388.00	157.99	150.95	149.18	7.38	20.54	23.64	17.42	4	-	-	-		
N/A	7	9	Egress	2018 DEC 02 02:32:34	2018 DEC 02 02:33:44	2018 DEC 02 02:38:57	383.00	-2.31	-5.17	-14.97	46.50	43.62	31.22	7.52	4	-	-	-		
N/A	8	9	Ingress	2018 DEC 02 03:54:50	2018 DEC 02 04:00:08	2018 DEC 02 04:01:19	389.00	129.11	122.05	120.24	7.80	20.97	24.11	17.40	3	-	-	-		
N/A	8	9	Egress	2018 DEC 02 04:30:32	2018 DEC 02 04:31:42	2018 DEC 02 04:36:55	383.00	-31.27	-34.10	-43.85	46.24	43.35	30.92	7.50	3	-	-	-		
NOMAD	9	9	Ingress	2018 DEC 02 05:52:49	2018 DEC 02 05:58:09	2018 DEC 02 05:59:20	391.00	100.25	93.12	91.30	8.17	21.44	24.59	17.39	1	Nominal Science 1xCO2 HA02; Nominal Science 1xCO2 LA02	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #119, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	9	9	Egress	2018 DEC 02 06:28:29	2018 DEC 02 06:29:39	2018 DEC 02 06:34:54	385.00	-60.21	-63.02	-72.77	45.99	43.09	30.54	7.49	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
ACS	10	9	Ingress	2018 DEC 02 07:50:46	2018 DEC 02 07:56:08	2018 DEC 02 07:57:19	393.00	71.39	64.18	62.35	8.59	21.96	25.11	17.37	4	-	-	-		
ACS	10	9	Egress	2018 DEC 02 08:26:24	2018 DEC 02 08:27:35	2018 DEC 02 08:32:51	387.00	-89.12	-91.95	-101.66	45.75	42.81	30.19	7.47	4	-	-	-		
NOMAD	11	9	Ingress	2018 DEC 02 09:48:44	2018 DEC 02 09:54:06	2018 DEC 02 09:55:17	393.00	42.48	35.24	33.39	9.11	22.49	25.64	17.36	1	133 with 1xDark	Science: orders #133, #133, #133, #133, #133, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	11	9	Egress	2018 DEC 02 10:24:19	2018 DEC 02 10:25:30	2018 DEC 02 10:30:47	388.00	-118.05	-120.86	-130.54	45.49	42.54	29.86	7.46	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 293: SO: Full Frame (140:205;0:1047),Tint = 45 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	12	9	Ingress	2018 DEC 02 11:46:45	2018 DEC 02 11:52:07	2018 DEC 02 11:53:18	393.00	13.59	6.32	4.47	9.56	22.94	26.08	17.34	4	-	-	-		
ACS	12	9	Egress	2018 DEC 02 12:22:19	2018 DEC 02 12:23:30	2018 DEC 02 12:28:47	388.00	-147.14	-149.91	-159.49	45.09	42.12	29.42	7.43	4	-	-	-		
N/A	13	9	Ingress	2018 DEC 02 13:44:49	2018 DEC 02 13:50:10	2018 DEC 02 13:51:21	392.00	-15.34	-22.61	-24.48	10.07	23.40	26.55	17.33	3	-	-	-		
N/A	13	9	Egress	2018 DEC 02 14:20:21	2018 DEC 02 14:21:32	2018 DEC 02 14:26:49	388.00	-176.19	-178.93	171.57	44.71	41.74	29.01	7.41	3	-	-	-		
N/A	14	9	Ingress	2018 DEC 02 15:42:53	2018 DEC 02 15:48:14	2018 DEC 02 15:49:26	393.00	-44.27	-51.58	-53.49	10.59	23.93	27.12	17.31	4	-	-	-		
N/A	14	9	Egress	2018 DEC 02 16:18:21	2018 DEC 02 16:19:32	2018 DEC 02 16:24:51	390.00	154.86	152.13	142.64	44.44	41.46	28.62	7.40	4	-	-	-		
NOMAD	15	9	Ingress	2018 DEC 02 17:40:54	2018 DEC 02 17:46:17	2018 DEC 02 17:47:29	395.00	-73.18	-80.58	-82.51	11.08	24.52	27.71	17.29	1	Nominal Science 1xCO2 HA01; Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
NOMAD	15	9	Egress	2018 DEC 02 18:16:18	2018 DEC 02 18:17:30	2018 DEC 02 18:22:50	392.00	125.97	123.22	113.75	44.23	41.20	28.29	7.38	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 294: SO: Full Frame (140:205;0:1047),Tint = 75 ms,16 bit,Rhythm = 3361 ms, Binning=0		
ACS	16	9	Ingress	2018 DEC 02 19:38:52	2018 DEC 02 19:44:16	2018 DEC 02 19:45:28	396.00	-102.07	-109.54	-111.48	11.55	25.04	28.23	17.27	4	-	-	-		
ACS	16	9	Egress	2018 DEC 02 20:14:13	2018 DEC 02 20:15:25	2018 DEC 02 20:20:47	394.00	97.05	94.33	84.86	43.97	40.93	27.91	7.37	4	-	-	-		
NOMAD	17	9	Ingress	2018 DEC 02 21:36:49	2018 DEC 02 21:42:13	2018 DEC 02 21:43:25	396.00	-130.94	-138.44	-140.39	11.97	25.47	28.66	17.26	1	Water Ice 01	Science: orders #119, #140, #153, #170, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	17	9	Egress	2018 DEC 02 22:12:10	2018 DEC 02 22:13:22	2018 DEC 02 22:18:44	394.00	68.03	65.33	55.94	43.58	40.54	27.50	7.35	1	Nominal Science with CO 01	Science: orders #147, #134, #169, #121, #186, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 305: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	18	9	Ingress	2018 DEC 02 23:34:49	2018 DEC 02 23:40:13	2018 DEC 02 23:41:25	396.00	-159.83	-167.37	-169.34	12.44	25.93	29.12	17.24	1	CO 01	Science: orders #167, #188, #189, #190, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
NOMAD	18	9	Egress	2018 DEC 03 00:10:08	2018 DEC 03 00:11:20	2018 DEC 03 00:16:42	394.00	39.02	36.36	27.04	43.23	40.18	27.12	7.33	1	Nominal Science 1xCO2 LA01; Nominal Science 1xCO2 HA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136); Science: orders #168, #134, #190, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 306: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1389 ms, Binning=3		
N/A	19	9	Ingress	2018 DEC 03 01:32:50	2018 DEC 03 01:38:15	2018 DEC 03 01:39:27	397.00	171.27	163.68	161.69	12.89	26.42	29.61	17.23	4	-	-	-		
