S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 JAN 23 00:09:00,15.2305,120.5005,275.6072,14.6686,43.8134,3.8824e-14,43.8134
TGO,2021 JAN 23 00:00:00,17.8136,121.9211,399.9411,14.6175,44.1764,0.086263,44.2417

MRO,2021 JAN 23 02:00:00,11.6519,93.6735,272.3524,14.6811,42.7329,7.5013e-15,42.7329
TGO,2021 JAN 23 01:57:00,15.236,92.3392,397.741,14.5433,42.1351,0.63921,42.6961

MRO,2021 JAN 23 05:45:00,14.3432,38.8033,275.522,14.6733,43.5256,5.5819e-14,43.5256
TGO,2021 JAN 23 05:54:00,18.9787,35.0907,402.0573,14.5719,44.0757,2.5438,46.1055

MRO,2021 JAN 23 09:36:00,35.5358,-18.6059,290.1974,14.5936,53.3674,4.7282e-14,53.3674
TGO,2021 JAN 23 09:54:00,30.8047,-19.5303,409.9084,14.8242,52.9449,0.086231,52.9608

MRO,2021 JAN 23 11:27:00,31.8469,-45.3904,287.1747,14.6089,51.2552,5.725e-14,51.2552
TGO,2021 JAN 23 11:51:00,28.1516,-49.2806,408.4264,14.7389,50.5715,0.05326,50.6122

MRO,2021 JAN 24 15:30:00,35.4064,-95.1886,289.2967,14.5931,53.0737,3.2986e-14,53.0737
TGO,2021 JAN 24 15:24:00,34.8654,-92.6868,412.226,14.6625,53.4141,0.3409,53.5581

MRO,2021 JAN 24 17:21:00,31.9684,-121.9399,286.3507,14.6106,51.1483,6.4007e-14,51.1483
TGO,2021 JAN 24 17:21:00,32.3352,-122.258,411.0038,14.5894,51.1494,0.72242,50.639

MRO,2021 JAN 24 19:12:00,28.4649,-148.6899,284.7467,14.6281,49.321,3.3358e-14,49.321
TGO,2021 JAN 24 19:18:00,29.7264,-151.9303,409.9711,14.5094,48.7618,0.97175,48.0853

MRO,2021 JAN 25 23:15:00,31.7412,161.6609,288.4706,14.6225,50.942,4.0855e-14,50.942
TGO,2021 JAN 25 22:51:00,36.1922,164.6456,413.5906,14.4319,51.8522,0.2776,51.633

MRO,2021 JAN 26 10:33:00,48.2847,-4.6074,300.0973,14.5375,60.9072,2.0151e-14,60.9072
TGO,2021 JAN 26 10:42:00,46.1826,-4.8866,419.1402,14.6647,60.383,0.067323,60.3216

MRO,2021 JAN 26 12:24:00,44.5636,-31.2513,296.9184,14.5619,58.4795,3.9852e-14,58.4795
TGO,2021 JAN 26 12:39:00,43.5846,-35.1291,418.022,14.5469,57.6894,0.3149,57.4656

MRO,2021 JAN 27 14:33:00,41.6923,-52.7751,295.0114,14.5819,56.5061,4.326e-14,56.5061
TGO,2021 JAN 27 14:12:00,44.2241,-51.2077,418.3284,14.3458,56.4043,0.65706,56.0415

MRO,2021 JAN 28 07:27:00,57.1573,58.5805,304.8061,14.4564,66.54,6.273e-14,66.54
TGO,2021 JAN 28 07:57:00,55.0654,54.9077,424.8984,14.6983,66.3781,0.076758,66.303

MRO,2021 JAN 29 05:51:00,52.131,92.3501,300.6769,14.5125,62.9583,1.4225e-14,62.9583
TGO,2021 JAN 29 05:33:00,52.3547,94.1987,421.5451,14.3436,62.0974,0.17833,62.0733

MRO,2021 JAN 29 09:36:00,54.8183,37.2598,304.203,14.4903,64.7614,3.0173e-14,64.7614
TGO,2021 JAN 29 09:30:00,55.5745,38.9792,424.4637,14.5075,65.4193,0.076892,65.3426

MRO,2021 JAN 29 11:27:00,51.2048,10.8324,301.7972,14.5292,62.3502,1.7128e-14,62.3502
TGO,2021 JAN 29 11:27:00,52.9942,8.036,422.6998,14.3428,62.5276,0.24448,62.3786

MRO,2021 JAN 31 02:45:00,61.6031,155.4881,309.0244,14.4286,69.2153,3.2004e-14,69.2153
