Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Nightside nadir observation number,Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),SubSC latitude (deg) @ TC20 execution start time (UTC),SubSC longitude (deg) @ TC20 execution start time (UTC),SubSC LST @ TC20 execution start time (h),SubSC phase angle (deg) @ TC20 execution start time (UTC),SubSC solar incidence angle (deg) @ TC20 execution start time (UTC),SubSC emission angle (deg) @ TC20 execution start time (UTC),SubSC latitude (deg) @ TC20 execution end time (UTC),SubSC longitude (deg) @ TC20 execution end time (UTC),SubSC LST @ TC20 execution end time (h),SubSC phase angle (deg) @ TC20 execution end time (UTC),SubSC solar incidence angle (deg) @ TC20 execution end time (UTC),SubSC emission angle (deg) @ TC20 execution end time (UTC),Beta angle (deg),Solar longitude Ls (deg),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),LNO+UVIS+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
7,7,1,19,4924,1,0,0,0,0,2018 DEC 31 01:44:35,2018 DEC 31 02:23:32,2018 DEC 31 01:44:45,2018 DEC 31 02:23:30,2018 DEC 31 01:44:45,2018 DEC 31 02:23:32,68.1013,124.4982,20.5989,119.8259,119.8259,2.8669e-14,-40.9793,177.3292,0.7525,120.5162,120.5162,6.6645e-15,-8.0705,315.8503,12.1682,236.6181,247.522,0,0,0,0,0,0,0,0,0,0,10,640,1480,30,30,2325,1,1,1844,1844,10,2327,104,765,1400002C00000000000000000000000000000000000A028005C81E1E0915010107340734000A0917006802FD
17,17,2,20,4925,0,1,0,0,0,2018 DEC 31 03:42:31,2018 DEC 31 04:19:23,N/A,N/A,2018 DEC 31 03:42:41,2018 DEC 31 04:19:23,68.0317,95.7931,20.5978,119.8428,119.8428,2.3854e-15,-35.1611,145.9746,0.54111,126.7333,126.7333,4.1225e-14,-8.3363,315.8973,N/A,223.9131,223.9131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2202,104,340,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089A00680154
17,17,3,31,4936,0,1,0,0,0,2019 JAN 01 01:19:05,2019 JAN 01 01:55:58,N/A,N/A,2019 JAN 01 01:19:15,2019 JAN 01 01:55:58,67.4329,139.0068,20.5075,119.5465,119.5465,1.4312e-14,-36.0012,-172.1784,0.36,126.3718,126.3718,4.8679e-14,-11.1871,316.4139,N/A,224.0147,224.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2203,104,341,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089B00680155
17,17,4,43,4948,0,1,0,0,0,2019 JAN 02 00:53:32,2019 JAN 02 01:30:25,N/A,N/A,2019 JAN 02 00:53:42,2019 JAN 02 01:30:25,66.785,153.3399,20.4036,119.1565,119.1565,1.6218e-14,-36.9273,-159.2623,0.16167,125.8201,125.8201,2.7727e-14,-14.3094,316.9766,N/A,224.0147,224.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2203,104,341,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089B00680155
17,17,5,81,4986,0,1,0,0,0,2019 JAN 05 03:32:41,2019 JAN 05 04:09:32,N/A,N/A,2019 JAN 05 03:32:51,2019 JAN 05 04:09:32,64.6514,137.717,20.0092,117.2909,117.2909,8.996e-15,-39.628,-178.4343,23.53,123.3626,123.3626,4.5874e-14,-24.3191,318.7524,N/A,223.8114,223.8114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2201,104,339,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089900680153
17,17,6,104,5009,0,1,0,0,0,2019 JAN 07 00:43:40,2019 JAN 07 01:20:30,N/A,N/A,2019 JAN 07 00:43:50,2019 JAN 07 01:20:30,63.4962,-165.8237,19.7431,115.699,115.699,1.6218e-14,-41.1265,-123.7368,23.1464,121.3921,121.3921,6.762e-14,-30.3996,319.8229,N/A,223.7097,223.7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2200,104,338,1400002C0000000000000000000000000000000000000000000000000000000000000000000A089800680152
7,7,7,158,5063,1,0,0,0,0,2019 JAN 11 10:48:49,2019 JAN 11 11:27:37,2019 JAN 11 10:48:59,2019 JAN 11 11:27:29,2019 JAN 11 10:48:59,2019 JAN 11 11:27:37,60.2481,75.4011,19.0642,110.9242,110.9242,1.8062e-14,-50.5266,117.8871,22.5258,111.2823,111.2823,1.8271e-14,-44.8476,322.3229,12.066,235.7029,246.5127,0,0,0,0,0,0,0,0,0,0,10,640,1480,30,30,2310,1,1,1844,1844,10,2318,104,741,1400002C00000000000000000000000000000000000A028005C81E1E0906010107340734000A090E006802E5
17,17,8,159,5064,0,1,0,0,0,2019 JAN 11 12:46:38,2019 JAN 11 13:23:23,N/A,N/A,2019 JAN 11 12:46:48,2019 JAN 11 13:23:23,60.2419,46.5612,19.0525,110.8251,110.8251,9.5417e-15,-44.8494,85.5103,22.245,115.1937,115.1937,5.8668e-14,-45.0958,322.369,N/A,223.2013,223.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2195,104,333,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08930068014D
17,17,9,193,5098,0,1,0,0,0,2019 JAN 14 07:34:24,2019 JAN 14 08:11:11,N/A,N/A,2019 JAN 14 07:34:34,2019 JAN 14 08:11:11,57.6543,144.9223,18.615,107.1439,107.1439,1.9083e-14,-47.61,-177.2899,21.7308,110.5693,110.5693,4.5008e-14,-54.2318,323.9334,N/A,223.4046,223.4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2197,104,335,1400002C0000000000000000000000000000000000000000000000000000000000000000000A08950068014F
7,7,10,263,5168,1,0,0,0,0,2019 JAN 20 01:07:05,2019 JAN 20 01:45:49,2019 JAN 20 01:07:15,2019 JAN 20 01:45:45,2019 JAN 20 01:07:15,2019 JAN 20 01:45:49,48.7051,-74.504,17.8467,98.5605,98.5605,3.8167e-14,-61.8386,-30.9054,21.3814,98.5157,98.5157,2.6228e-14,-72.9613,327.1315,12.066,235.2962,246.106,0,0,0,0,0,0,0,0,0,0,10,640,1480,30,30,2310,1,1,1844,1844,10,2314,104,737,1400002C00000000000000000000000000000000000A028005C81E1E0906010107340734000A090A006802E1
