Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,4907,0,0,0,1,0,2018 DEC 29 16:50:36,2018 DEC 29 17:05:19,2018 DEC 29 16:50:46,2018 DEC 29 17:05:19,N/A,N/A,2018 DEC 29 17:00:46,2018 DEC 29 17:05:19,2018 DEC 29 17:04:49,-66.9537,-26.2803,2018 DEC 29 17:01:16,-66.3111,-29.2884,2018 DEC 29 17:01:52,-3.7367,2480,2.5042,315.0665,27.3266,N/A,14.4602,41.6431,10,640,676,30,30,873,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,273,327,1163,1400002C000A028002A41E1E0369000109D009D000000000000000000000000000000000026201110147048B
1,1,2,0,4,4909,0,0,0,1,0,2018 DEC 29 20:46:18,2018 DEC 29 21:01:01,2018 DEC 29 20:46:28,2018 DEC 29 21:01:01,N/A,N/A,2018 DEC 29 20:56:28,2018 DEC 29 21:01:01,2018 DEC 29 21:00:31,-67.1627,-84.1678,2018 DEC 29 20:56:58,-67.6001,-85.5094,2018 DEC 29 20:57:34,-4.2286,2479,2.5789,315.1606,27.3266,N/A,14.4602,41.6431,10,640,676,30,30,873,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,273,327,1163,1400002C000A028002A41E1E0369000109D009D000000000000000000000000000000000026201110147048B
1,1,3,0,6,4911,0,0,0,1,0,2018 DEC 30 00:42:02,2018 DEC 30 00:56:44,2018 DEC 30 00:42:12,2018 DEC 30 00:56:44,N/A,N/A,2018 DEC 30 00:52:12,2018 DEC 30 00:56:44,2018 DEC 30 00:56:14,-67.3442,-141.9839,2018 DEC 30 00:52:42,-67.5938,-144.0682,2018 DEC 30 00:53:18,-4.7703,2478,2.4981,315.2548,27.2319,N/A,14.4072,41.496,10,640,676,30,30,872,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,272,327,1161,1400002C000A028002A41E1E0368000109D009D0000000000000000000000000000000000262011001470489
1,1,4,0,14,4919,0,0,0,1,0,2018 DEC 30 16:25:04,2018 DEC 30 16:39:49,2018 DEC 30 16:25:14,2018 DEC 30 16:39:49,N/A,N/A,2018 DEC 30 16:35:14,2018 DEC 30 16:39:49,2018 DEC 30 16:39:19,-68.1688,-13.7837,2018 DEC 30 16:35:44,-67.6792,-18.6213,2018 DEC 30 16:36:21,-6.8367,2474,2.1558,315.6313,27.5159,N/A,14.5661,41.9372,10,640,677,30,30,875,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,275,327,1168,1400002C000A028002A51E1E036B000109D009D0000000000000000000000000000000000262011301470490
1,1,5,0,16,4921,0,0,0,1,0,2018 DEC 30 20:20:46,2018 DEC 30 20:35:31,2018 DEC 30 20:20:56,2018 DEC 30 20:35:31,N/A,N/A,2018 DEC 30 20:30:56,2018 DEC 30 20:35:31,2018 DEC 30 20:35:01,-68.3804,-71.7837,2018 DEC 30 20:31:26,-68.8936,-75.3377,2018 DEC 30 20:32:02,-7.3212,2473,2.1975,315.7253,27.5159,N/A,14.5661,41.9372,10,640,676,30,30,875,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,275,327,1167,1400002C000A028002A41E1E036B000109D009D000000000000000000000000000000000026201130147048F
1,1,6,0,24,4929,0,0,0,1,0,2018 DEC 31 12:03:39,2018 DEC 31 12:18:25,2018 DEC 31 12:03:49,2018 DEC 31 12:18:25,N/A,N/A,2018 DEC 31 12:13:49,2018 DEC 31 12:18:25,2018 DEC 31 12:17:55,-69.0896,56.5461,2018 DEC 31 12:14:19,-69.276,50.8915,2018 DEC 31 12:14:55,-9.4164,2466,1.9053,316.1013,27.6105,N/A,14.6191,42.0843,10,640,676,30,30,876,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,276,327,1169,1400002C000A028002A41E1E036C000109D009D0000000000000000000000000000000000262011401470491
1,1,7,0,34,4939,0,0,0,1,0,2019 JAN 01 07:42:25,2019 JAN 01 07:57:14,2019 JAN 01 07:42:35,2019 JAN 01 07:57:14,N/A,N/A,2019 JAN 01 07:52:35,2019 JAN 01 07:57:14,2019 JAN 01 07:56:44,-69.9959,126.385,2019 JAN 01 07:53:05,-70.2778,118.8104,2019 JAN 01 07:53:42,-12.0158,2456,1.5511,316.5707,27.8944,N/A,14.778,42.5255,10,640,677,30,30,879,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,279,327,1176,1400002C000A028002A51E1E036F000109D009D0000000000000000000000000000000000262011701470498
1,1,8,0,36,4941,0,0,0,1,0,2019 JAN 01 11:38:02,2019 JAN 01 11:52:51,2019 JAN 01 11:38:12,2019 JAN 01 11:52:51,N/A,N/A,2019 JAN 01 11:48:12,2019 JAN 01 11:52:51,2019 JAN 01 11:52:21,-70.1484,68.4629,2019 JAN 01 11:48:42,-69.9764,59.9778,2019 JAN 01 11:49:19,-12.5296,2453,1.4503,316.6644,27.8944,N/A,14.778,42.5255,10,640,677,30,30,879,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,279,327,1176,1400002C000A028002A51E1E036F000109D009D0000000000000000000000000000000000262011701470498
1,1,9,0,40,4945,0,0,0,1,0,2019 JAN 01 19:29:34,2019 JAN 01 19:44:24,2019 JAN 01 19:29:44,2019 JAN 01 19:44:24,N/A,N/A,2019 JAN 01 19:39:44,2019 JAN 01 19:44:24,2019 JAN 01 19:43:54,-70.5067,-47.8149,2019 JAN 01 19:40:14,-70.2642,-57.1722,2019 JAN 01 19:40:52,-13.5781,2448,1.2881,316.852,27.9891,N/A,14.8309,42.6726,10,640,678,30,30,880,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,280,327,1179,1400002C000A028002A61E1E0370000109D009D000000000000000000000000000000000026201180147049B
1,1,10,0,42,4947,0,0,0,1,0,2019 JAN 01 23:25:13,2019 JAN 01 23:40:04,2019 JAN 01 23:25:23,2019 JAN 01 23:40:04,N/A,N/A,2019 JAN 01 23:35:23,2019 JAN 01 23:40:04,2019 JAN 01 23:39:34,-70.6278,-105.6407,2019 JAN 01 23:35:53,-70.472,-115.334,2019 JAN 01 23:36:31,-14.0979,2446,1.2325,316.9457,28.0837,N/A,14.8839,42.8196,10,640,678,30,30,881,0,1,2512,2512,0,0,0,0,0,0,0,0,0,0,610,281,327,1181,1400002C000A028002A61E1E0371000109D009D000000000000000000000000000000000026201190147049D
