Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 JUL 06 14:37:44,2024 JUL 06 16:35:37,7073,2024 JUL 06 14:35:44,2024 JUL 06 15:35:01,3557,2024 JUL 06 15:35:02,2024 JUL 06 16:33:37,3515,31.9137,2024 JUL 06 16:04:31
1,1,2,2024 JUL 06 16:35:38,2024 JUL 06 18:33:34,7076,2024 JUL 06 16:33:38,2024 JUL 06 17:32:57,3559,2024 JUL 06 17:32:58,2024 JUL 06 18:31:34,3516,32.074,2024 JUL 06 18:02:27
3,3,3,2024 JUL 06 18:33:35,2024 JUL 06 20:31:35,7080,2024 JUL 06 18:31:35,2024 JUL 06 19:30:56,3561,2024 JUL 06 19:30:57,2024 JUL 06 20:29:35,3518,32.2508,2024 JUL 06 20:00:28
3,3,4,2024 JUL 06 20:31:36,2024 JUL 06 22:29:35,7079,2024 JUL 06 20:29:36,2024 JUL 06 21:28:56,3560,2024 JUL 06 21:28:57,2024 JUL 06 22:27:35,3518,32.4554,2024 JUL 06 21:58:28
1,1,5,2024 JUL 06 22:29:36,2024 JUL 07 00:27:34,7078,2024 JUL 06 22:27:36,2024 JUL 06 23:26:55,3559,2024 JUL 06 23:26:56,2024 JUL 07 00:25:34,3518,32.6861,2024 JUL 06 23:56:27
3,3,6,2024 JUL 07 00:27:35,2024 JUL 07 02:25:29,7074,2024 JUL 07 00:25:35,2024 JUL 07 01:24:51,3556,2024 JUL 07 01:24:52,2024 JUL 07 02:23:29,3517,32.9065,2024 JUL 07 01:54:22
3,3,7,2024 JUL 07 02:25:30,2024 JUL 07 04:23:23,7073,2024 JUL 07 02:23:30,2024 JUL 07 03:22:46,3556,2024 JUL 07 03:22:47,2024 JUL 07 04:21:23,3516,33.0824,2024 JUL 07 03:52:17
1,1,8,2024 JUL 07 04:23:24,2024 JUL 07 06:21:21,7077,2024 JUL 07 04:21:24,2024 JUL 07 05:20:42,3558,2024 JUL 07 05:20:43,2024 JUL 07 06:19:21,3518,33.2365,2024 JUL 07 05:50:14
1,1,9,2024 JUL 07 06:21:22,2024 JUL 07 08:19:21,7079,2024 JUL 07 06:19:22,2024 JUL 07 07:18:41,3559,2024 JUL 07 07:18:42,2024 JUL 07 08:17:21,3519,33.418,2024 JUL 07 07:48:13
3,3,10,2024 JUL 07 08:19:22,2024 JUL 07 10:17:21,7079,2024 JUL 07 08:17:22,2024 JUL 07 09:16:41,3559,2024 JUL 07 09:16:42,2024 JUL 07 10:15:21,3519,33.622,2024 JUL 07 09:46:12
3,3,11,2024 JUL 07 10:17:22,2024 JUL 07 12:15:19,7077,2024 JUL 07 10:15:22,2024 JUL 07 11:14:41,3559,2024 JUL 07 11:14:42,2024 JUL 07 12:13:19,3517,33.8379,2024 JUL 07 11:44:12
1,1,12,2024 JUL 07 12:15:20,2024 JUL 07 14:13:14,7074,2024 JUL 07 12:13:20,2024 JUL 07 13:12:39,3559,2024 JUL 07 13:12:40,2024 JUL 07 14:11:14,3514,34.0504,2024 JUL 07 13:42:08
3,3,13,2024 JUL 07 14:13:15,2024 JUL 07 16:11:09,7074,2024 JUL 07 14:11:15,2024 JUL 07 15:10:33,3558,2024 JUL 07 15:10:34,2024 JUL 07 16:09:09,3515,34.2494,2024 JUL 07 15:40:03
1,1,14,2024 JUL 07 16:11:10,2024 JUL 07 18:09:05,7075,2024 JUL 07 16:09:10,2024 JUL 07 17:08:28,3558,2024 JUL 07 17:08:29,2024 JUL 07 18:07:05,3516,34.4055,2024 JUL 07 17:37:58
3,3,15,2024 JUL 07 18:09:06,2024 JUL 07 20:07:05,7079,2024 JUL 07 18:07:06,2024 JUL 07 19:06:27,3561,2024 JUL 07 19:06:28,2024 JUL 07 20:05:05,3517,34.563,2024 JUL 07 19:35:58
1,1,16,2024 JUL 07 20:07:06,2024 JUL 07 22:05:06,7080,2024 JUL 07 20:05:06,2024 JUL 07 21:04:28,3562,2024 JUL 07 21:04:29,2024 JUL 07 22:03:06,3517,34.7493,2024 JUL 07 21:33:59
