Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	21	Grazing	2019 NOV 02 15:21:17	-	2019 NOV 02 15:54:07	1970.00	101.68	-	162.80	30.25	-	-59.93	-	3	-	-	-		
NOMAD	2	21	Grazing	2019 NOV 02 17:18:55	-	2019 NOV 02 17:51:57	1982.00	72.63	-	134.01	30.91	-	-59.90	-	5	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	3	21	Grazing	2019 NOV 02 19:16:36	-	2019 NOV 02 19:49:48	1992.00	43.59	-	105.06	31.53	-	-59.82	-	14	-	-	-		
NOMAD	4	21	Grazing	2019 NOV 02 21:14:24	-	2019 NOV 02 21:47:46	2002.00	14.61	-	76.37	32.00	-	-59.83	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	5	21	Grazing	2019 NOV 02 23:12:13	-	2019 NOV 02 23:45:49	2015.87	-14.39	-	47.95	32.50	-	-59.93	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&mergedMatch:VERNAL CRATER; 	
NOMAD	6	21	Merged	2019 NOV 03 01:09:59	-	2019 NOV 03 01:43:50	2030.97	-43.42	-	19.60	33.04	-	-60.05	-	5	6SUBD CH4 #1	Science: orders #121, #133, #134, #135, #136, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	7	21	Merged	2019 NOV 03 03:07:42	-	2019 NOV 03 03:41:50	2048.18	-72.46	-	-8.52	33.60	-	-60.24	-	14	-	-	-		
NOMAD	8	21	Merged	2019 NOV 03 05:05:24	-	2019 NOV 03 05:39:46	2062.44	-101.49	-	-36.88	34.16	-	-60.34	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&mergedMatch:EAST THAUMASIA; 	
NOMAD	9	21	Merged	2019 NOV 03 07:03:08	-	2019 NOV 03 07:37:37	2069.63	-130.49	-	-65.87	34.66	-	-60.25	-	5	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&mergedMatch:PAVONIS MONS; &mergedMatch:CLARITAS RISE; &mergedMatch:SOUTH THAUMASIA; 	
NOMAD	10	21	Merged	2019 NOV 03 09:00:53	-	2019 NOV 03 09:35:30	2077.54	-159.55	-	-94.93	35.22	-	-60.14	-	5	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	11	21	Merged	2019 NOV 03 10:58:38	-	2019 NOV 03 11:33:30	2091.34	171.36	-	-123.46	35.82	-	-60.20	-	5	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	12	21	Ingress	2019 NOV 03 12:56:26	2019 NOV 03 13:04:49	2019 NOV 03 13:07:34	668.00	142.30	153.86	157.14	36.35	13.43	5.18	5.58	14	-	-	-		
N/A	12	21	Egress	2019 NOV 03 13:19:48	2019 NOV 03 13:22:37	2019 NOV 03 13:31:34	706.00	173.76	179.20	-151.48	-32.51	-40.48	-60.42	7.55	14	-	-	-		
N/A	13	21	Ingress	2019 NOV 03 14:54:12	2019 NOV 03 15:02:24	2019 NOV 03 15:05:00	648.00	113.28	124.71	127.84	36.82	14.50	6.72	5.54	3	-	-	-		
N/A	13	21	Egress	2019 NOV 03 15:18:10	2019 NOV 03 15:20:50	2019 NOV 03 15:29:36	686.00	145.86	151.16	-179.59	-33.81	-41.30	-60.61	7.60	3	-	-	-		
NOMAD	14	21	Ingress	2019 NOV 03 16:51:54	2019 NOV 03 16:59:58	2019 NOV 03 17:02:27	633.00	84.23	95.62	98.62	37.34	15.47	8.07	5.51	1	BgSubTest 03	Science: orders #168, #134, #190, #121, #165, #149, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	14	21	Egress	2019 NOV 03 17:16:22	2019 NOV 03 17:18:55	2019 NOV 03 17:27:31	669.00	117.79	122.98	151.99	-34.79	-41.91	-60.69	7.64	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
