Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 FEB 19 15:52:29,2022 FEB 19 17:50:30,7081,2022 FEB 19 15:50:29,2022 FEB 19 16:49:04,3515,2022 FEB 19 16:49:05,2022 FEB 19 17:48:30,3565,70.9843,2022 FEB 19 17:19:00
3,3,2,2022 FEB 19 17:50:31,2022 FEB 19 19:48:33,7082,2022 FEB 19 17:48:31,2022 FEB 19 18:47:07,3516,2022 FEB 19 18:47:08,2022 FEB 19 19:46:33,3565,70.8088,2022 FEB 19 19:17:04
3,3,3,2022 FEB 19 19:48:34,2022 FEB 19 21:46:41,7087,2022 FEB 19 19:46:34,2022 FEB 19 20:45:13,3519,2022 FEB 19 20:45:14,2022 FEB 19 21:44:41,3567,70.6392,2022 FEB 19 21:15:11
3,3,4,2022 FEB 19 21:46:42,2022 FEB 19 23:44:51,7089,2022 FEB 19 21:44:42,2022 FEB 19 22:43:21,3519,2022 FEB 19 22:43:22,2022 FEB 19 23:42:51,3569,70.4957,2022 FEB 19 23:13:20
3,3,5,2022 FEB 19 23:44:52,2022 FEB 20 01:43:01,7089,2022 FEB 19 23:42:52,2022 FEB 20 00:41:30,3518,2022 FEB 20 00:41:31,2022 FEB 20 01:41:01,3570,70.3708,2022 FEB 20 01:11:28
3,3,6,2022 FEB 20 01:43:02,2022 FEB 20 03:41:07,7085,2022 FEB 20 01:41:02,2022 FEB 20 02:39:39,3517,2022 FEB 20 02:39:40,2022 FEB 20 03:39:07,3567,70.2637,2022 FEB 20 03:09:35
3,3,7,2022 FEB 20 03:41:08,2022 FEB 20 05:39:09,7081,2022 FEB 20 03:39:08,2022 FEB 20 04:37:43,3515,2022 FEB 20 04:37:44,2022 FEB 20 05:37:09,3565,70.1443,2022 FEB 20 05:07:40
3,3,8,2022 FEB 20 05:39:10,2022 FEB 20 07:37:11,7081,2022 FEB 20 05:37:10,2022 FEB 20 06:35:45,3515,2022 FEB 20 06:35:46,2022 FEB 20 07:35:11,3565,69.9802,2022 FEB 20 07:05:42
3,3,9,2022 FEB 20 07:37:12,2022 FEB 20 09:35:17,7085,2022 FEB 20 07:35:12,2022 FEB 20 08:33:49,3517,2022 FEB 20 08:33:50,2022 FEB 20 09:33:17,3567,69.7839,2022 FEB 20 09:03:47
3,3,10,2022 FEB 20 09:35:18,2022 FEB 20 11:33:25,7087,2022 FEB 20 09:33:18,2022 FEB 20 10:31:57,3519,2022 FEB 20 10:31:58,2022 FEB 20 11:31:25,3567,69.6129,2022 FEB 20 11:01:55
