Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 JUN 08 14:27:37,2024 JUN 08 16:25:26,7069,2024 JUN 08 14:25:37,2024 JUN 08 15:24:43,3546,2024 JUN 08 15:24:44,2024 JUN 08 16:23:26,3522,45.7232,2024 JUN 08 15:54:21
1,1,2,2024 JUN 08 16:25:27,2024 JUN 08 18:23:20,7073,2024 JUN 08 16:23:27,2024 JUN 08 17:22:34,3547,2024 JUN 08 17:22:35,2024 JUN 08 18:21:20,3525,45.506,2024 JUN 08 17:52:13
3,3,3,2024 JUN 08 18:23:21,2024 JUN 08 20:21:16,7075,2024 JUN 08 18:21:21,2024 JUN 08 19:20:29,3548,2024 JUN 08 19:20:30,2024 JUN 08 20:19:16,3526,45.2641,2024 JUN 08 19:50:08
1,1,4,2024 JUN 08 20:21:17,2024 JUN 08 22:19:11,7074,2024 JUN 08 20:19:17,2024 JUN 08 21:18:25,3548,2024 JUN 08 21:18:26,2024 JUN 08 22:17:11,3525,45.0128,2024 JUN 08 21:48:04
3,3,5,2024 JUN 08 22:19:12,2024 JUN 09 00:17:06,7074,2024 JUN 08 22:17:12,2024 JUN 08 23:16:22,3550,2024 JUN 08 23:16:23,2024 JUN 09 00:15:06,3523,44.7617,2024 JUN 08 23:46:00
3,3,6,2024 JUN 09 00:17:07,2024 JUN 09 02:14:58,7071,2024 JUN 09 00:15:07,2024 JUN 09 01:14:16,3549,2024 JUN 09 01:14:17,2024 JUN 09 02:12:58,3521,44.5209,2024 JUN 09 01:43:54
1,1,7,2024 JUN 09 02:14:59,2024 JUN 09 04:12:49,7070,2024 JUN 09 02:12:59,2024 JUN 09 03:12:07,3548,2024 JUN 09 03:12:08,2024 JUN 09 04:10:49,3521,44.2969,2024 JUN 09 03:41:44
1,1,8,2024 JUN 09 04:12:50,2024 JUN 09 06:10:41,7071,2024 JUN 09 04:10:50,2024 JUN 09 05:09:58,3548,2024 JUN 09 05:09:59,2024 JUN 09 06:08:41,3522,44.082,2024 JUN 09 05:39:35
3,3,9,2024 JUN 09 06:10:42,2024 JUN 09 08:08:36,7074,2024 JUN 09 06:08:42,2024 JUN 09 07:07:52,3550,2024 JUN 09 07:07:53,2024 JUN 09 08:06:36,3523,43.8546,2024 JUN 09 07:37:30
1,1,10,2024 JUN 09 08:08:37,2024 JUN 09 10:06:33,7076,2024 JUN 09 08:06:37,2024 JUN 09 09:05:47,3550,2024 JUN 09 09:05:48,2024 JUN 09 10:04:33,3525,43.6114,2024 JUN 09 09:35:27
3,3,11,2024 JUN 09 10:06:34,2024 JUN 09 12:04:30,7076,2024 JUN 09 10:04:34,2024 JUN 09 11:03:43,3549,2024 JUN 09 11:03:44,2024 JUN 09 12:02:30,3526,43.3521,2024 JUN 09 11:33:23
3,3,12,2024 JUN 09 12:04:31,2024 JUN 09 14:02:23,7072,2024 JUN 09 12:02:31,2024 JUN 09 13:01:37,3546,2024 JUN 09 13:01:38,2024 JUN 09 14:00:23,3525,43.1027,2024 JUN 09 13:31:17
1,1,13,2024 JUN 09 14:02:24,2024 JUN 09 16:00:13,7069,2024 JUN 09 14:00:24,2024 JUN 09 14:59:30,3546,2024 JUN 09 14:59:31,2024 JUN 09 15:58:13,3522,42.8822,2024 JUN 09 15:29:08
3,3,14,2024 JUN 09 16:00:14,2024 JUN 09 17:58:05,7071,2024 JUN 09 15:58:14,2024 JUN 09 16:57:21,3547,2024 JUN 09 16:57:22,2024 JUN 09 17:56:05,3523,42.6736,2024 JUN 09 17:26:59
1,1,15,2024 JUN 09 17:58:06,2024 JUN 09 19:56:01,7075,2024 JUN 09 17:56:06,2024 JUN 09 18:55:14,3548,2024 JUN 09 18:55:15,2024 JUN 09 19:54:01,3526,42.4411,2024 JUN 09 19:24:53
1,1,16,2024 JUN 09 19:56:02,2024 JUN 09 21:53:57,7075,2024 JUN 09 19:54:02,2024 JUN 09 20:53:10,3548,2024 JUN 09 20:53:11,2024 JUN 09 21:51:57,3526,42.1913,2024 JUN 09 21:22:49
3,3,17,2024 JUN 09 21:53:58,2024 JUN 09 23:51:52,7074,2024 JUN 09 21:51:58,2024 JUN 09 22:51:07,3549,2024 JUN 09 22:51:08,2024 JUN 09 23:49:52,3524,41.9382,2024 JUN 09 23:20:45
3,3,18,2024 JUN 09 23:51:53,2024 JUN 10 01:49:45,7072,2024 JUN 09 23:49:53,2024 JUN 10 00:49:02,3549,2024 JUN 10 00:49:03,2024 JUN 10 01:47:45,3522,41.6937,2024 JUN 10 01:18:40
1,1,19,2024 JUN 10 01:49:46,2024 JUN 10 03:47:37,7071,2024 JUN 10 01:47:46,2024 JUN 10 02:46:55,3549,2024 JUN 10 02:46:56,2024 JUN 10 03:45:37,3521,41.4601,2024 JUN 10 03:16:32
