MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 AUG 03 15:03:00,-34.5248,67.3757,254.3767,14.5778,36.9046,5.769e-14,36.9046,2024 AUG 03 14:45:00,-33.1742,71.1501,379.1232,14.5375,36.1305,0.54712,36.2179
2024 AUG 03 18:48:00,-32.6933,12.4542,256.7808,14.565,36.3915,2.5888e-14,36.3915,2024 AUG 03 18:42:00,-29.515,14.3218,381.2407,14.5922,36.2791,0.77393,35.6136
2024 AUG 03 22:33:00,-31.1466,-42.3962,256.0188,14.5572,36.0464,4.9682e-14,36.0464,2024 AUG 03 22:36:00,-35.0905,-45.1225,381.3339,14.4242,35.2413,0.85553,34.505
2024 AUG 03 22:33:00,-31.1466,-42.3962,256.0188,14.5572,36.0464,4.9682e-14,36.0464,2024 AUG 03 22:39:00,-26.2484,-42.7757,382.5062,14.6292,36.5705,1.0554,35.6884
2024 AUG 04 00:27:00,-25.3825,-70.4639,256.1502,14.5347,35.287,6.1837e-14,35.287,2024 AUG 04 00:36:00,-28.8885,-72.5638,381.3579,14.5408,35.5601,1.0501,36.5674
2024 AUG 04 04:12:00,-23.2829,-125.3055,257.5179,14.5275,35.2217,6.9464e-14,35.2217,2024 AUG 04 04:33:00,-25.1797,-129.3555,382.0368,14.5981,36.1489,0.33016,36.0603
2024 AUG 05 04:30:00,-25.836,-119.9033,256.8121,14.5319,35.3095,2.4013e-14,35.3095,2024 AUG 05 04:09:00,-22.0196,-115.3334,382.4691,14.4961,34.8834,5.3059,29.8482
2024 AUG 05 08:18:00,-14.2879,-176.0384,261.2117,14.4869,35.99,1.4312e-14,35.99,2024 AUG 05 08:06:00,-18.349,-172.9046,384.8287,14.5014,35.3638,1.5903,34.0243
2024 AUG 05 10:12:00,-8.6725,155.9543,263.4635,14.4686,37.4955,2.6847e-14,37.4955,2024 AUG 05 10:06:00,-12.2527,159.1158,386.0198,14.5819,37.8799,0.46264,38.0734
2024 AUG 05 12:03:00,-12.6907,129.1545,261.5329,14.4819,36.3489,1.4312e-14,36.3489,2024 AUG 05 12:03:00,-15.1456,130.0307,384.0818,14.5406,36.5345,3.742,33.2807
2024 AUG 05 13:57:00,-6.9396,101.1609,263.5431,14.4644,38.1117,4.2105e-14,38.1117,2024 AUG 05 14:03:00,-8.8102,101.289,385.2978,14.5703,38.8446,5.4165,43.6556
2024 AUG 05 15:48:00,-10.6503,74.3398,261.5625,14.4767,36.9009,2.642e-14,36.9009,2024 AUG 05 16:00:00,-11.4365,72.223,384.108,14.53,37.3941,2.5203,39.7543
2024 AUG 05 17:39:00,-14.3392,47.5101,260.7418,14.4881,35.9879,2.3155e-14,35.9879,2024 AUG 05 17:57:00,-14.0556,43.0981,383.7306,14.4858,36.0279,0.69603,36.2586
2024 AUG 06 23:42:00,9.8412,-32.3148,272.8715,14.4058,46.3659,2.0116e-14,46.3659,2024 AUG 06 23:33:00,7.7136,-27.7298,394.979,14.5656,46.8869,4.8024,50.3717
2024 AUG 07 03:24:00,2.1236,-85.9987,267.3974,14.4269,41.9307,1.1167e-14,41.9307,2024 AUG 07 03:27:00,2.2712,-85.8417,391.8803,14.4861,42.7543,1.8472,41.552
2024 AUG 07 05:15:00,-1.6198,-112.8231,265.5878,14.4389,40.1013,3.381e-14,40.1013,2024 AUG 07 05:24:00,-0.23114,-115.5094,390.6818,14.4058,40.382,1.4246,41.5597
2024 AUG 07 07:06:00,-5.3972,-139.6546,264.4653,14.4503,38.49,5.566e-15,38.49,2024 AUG 07 07:21:00,-2.9373,-144.3609,390.2345,14.3797,38.6741,3.6154,36.0766
2024 AUG 08 11:15:00,13.0083,168.5292,276.1154,14.3867,48.1138,2.7773e-14,48.1138,2024 AUG 08 10:57:00,12.5609,173.453,398.2643,14.4231,48.2089,5.9462,44.8552
2024 AUG 08 13:06:00,8.977,141.7109,273.1772,14.3989,45.5821,1.2821e-14,45.5821,2024 AUG 08 12:54:00,9.9039,143.2484,395.5807,14.3069,45.1442,1.1368,45.9591
2024 AUG 08 14:57:00,4.9972,114.8948,269.9909,14.4114,43.2696,2.3372e-14,43.2696,2024 AUG 08 14:51:00,7.1661,113.8241,392.7849,14.2428,42.6192,1.1591,43.4482
2024 AUG 08 16:48:00,1.1697,88.0684,267.1489,14.4231,41.2447,2.0754e-15,41.2447,2024 AUG 08 16:48:00,4.5418,84.5577,390.9578,14.1889,40.326,0.32701,40.6497
2024 AUG 09 02:18:00,29.5674,-52.0544,286.9865,14.3256,59.7032,6.9099e-14,59.7032,2024 AUG 09 02:45:00,26.44,-55.948,406.6675,14.5036,58.8305,0.3344,58.9684
2024 AUG 09 02:21:00,39.0824,-53.427,294.0909,14.2825,67.0357,5.7952e-14,67.0357,2024 AUG 09 02:48:00,35.1459,-53.6209,412.6048,14.7075,67.0937,0.092318,67.0047
2024 AUG 09 04:12:00,35.2711,-80.2128,291.3108,14.2969,64.0228,2.2935e-14,64.0228,2024 AUG 09 04:45:00,32.6149,-83.301,410.7159,14.6264,64.5131,0.055021,64.4654
