MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2021 AUG 08 18:23:58,2021 AUG 08 18:27:41,14,14
2021 AUG 08 22:27:44,2021 AUG 08 22:32:44,16,16
2021 AUG 10 21:26:58,2021 AUG 10 21:30:57,40,40
2021 AUG 10 23:37:43,2021 AUG 10 23:42:43,41,41
2021 AUG 11 05:21:34,2021 AUG 11 05:26:34,44,44
2021 AUG 12 12:56:45,2021 AUG 12 13:01:45,60,60
2021 AUG 18 02:35:32,2021 AUG 18 02:40:32,128,128
2021 AUG 18 10:18:05,2021 AUG 18 10:23:05,132,132
