MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 MAY 14 15:12:00,-74.309,174.0145,252.7728,2.6353,77.9778,2.8565e-14,77.9778,2024 MAY 14 14:57:00,-75.9314,174.1733,377.8269,2.4028,77.1682,0.31651,77.4481
2024 MAY 19 14:51:00,-74.635,-133.2872,249.994,2.5414,77.5982,1.5087e-14,77.5982,2024 MAY 19 14:51:00,-74.8669,-131.3498,379.2787,2.6706,77.1164,0.31296,77.3996
2024 MAY 29 01:00:00,-66.681,169.045,253.5032,2.6881,83.1699,2.6336e-14,83.1699,2024 MAY 29 00:54:00,-67.8845,170.3141,380.1076,2.6753,82.249,0.35088,82.5863
2024 JUN 01 03:45:00,-63.4225,158.651,253.1978,2.7092,85.6261,3.1163e-14,85.6261,2024 JUN 01 03:36:00,-64.1437,157.2197,380.445,2.4681,85.939,0.37995,86.308
2024 JUN 04 03:39:00,52.8422,10.7404,301.8399,14.7906,86.3562,8.5584e-14,86.3562,2024 JUN 04 03:24:00,52.9606,11.8118,422.8981,14.6186,85.5414,0.12744,85.4248
2024 JUN 05 22:30:00,26.4374,107.302,281.8403,14.9108,66.8296,2.3801e-14,66.8296,2024 JUN 05 22:48:00,24.5585,105.8198,404.544,15.1039,67.2861,1.7186,65.8667
2024 JUN 07 06:15:00,22.0547,4.0827,280.2134,14.915,63.6669,4.2937e-14,63.6669,2024 JUN 07 06:15:00,22.932,3.0151,404.1638,14.8439,63.6257,0.075526,63.5965
2024 JUN 07 08:06:00,18.2579,-22.7301,276.7762,14.9272,61.0789,3.1964e-14,61.0789,2024 JUN 07 08:15:00,17.0298,-23.9752,401.2635,14.99,60.8733,6.8461,55.3691
2024 JUN 07 11:54:00,30.0388,-78.9256,285.1737,14.8772,69.2231,1.5903e-15,69.2231,2024 JUN 07 12:09:00,28.3984,-79.6454,404.2188,15.0725,69.7404,51.3766,21.2459
2024 JUN 07 11:57:00,39.5612,-80.3206,292.4741,14.8331,76.1793,1.5003e-14,76.1793,2024 JUN 07 12:06:00,39.3381,-80.1984,410.0841,14.9869,77.1476,60.0639,19.7447
2024 JUN 08 17:39:00,0.8971,-151.7321,265.6846,14.9636,50.2716,7.1562e-15,50.2716,2024 JUN 08 17:45:00,0.31628,-153.6643,391.2264,14.9319,49.549,0.27453,49.695
