S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 DEC 25 10:39:00,-33.0867,-38.568,255.593,15.8167,71.761,4.5427e-14,71.761
TGO,2021 DEC 25 10:24:00,-30.7839,-34.1274,382.3063,15.8694,71.189,0.47998,71.5824

MRO,2021 DEC 25 14:24:00,-31.1945,-93.3994,254.3165,15.8114,70.7258,2.0981e-14,70.7258
TGO,2021 DEC 25 14:21:00,-27.3151,-91.0663,381.7116,15.9183,70.0658,0.48089,70.0848

MRO,2021 DEC 25 16:15:00,-34.9885,-120.1381,254.2718,15.8294,72.8413,2.3801e-14,72.8413
TGO,2021 DEC 25 16:15:00,-38.7018,-123.162,380.026,15.6281,72.805,0.51073,72.7677

MRO,2021 DEC 25 20:00:00,-33.1723,-175.0869,255.1938,15.8164,71.7511,4.2679e-14,71.7511
TGO,2021 DEC 25 20:12:00,-35.1685,-179.7829,381.96,15.6981,71.5434,1.484,70.0597

MRO,2021 DEC 25 21:54:00,-27.5621,156.826,256.3843,15.7933,68.6866,3.0005e-14,68.6866
TGO,2021 DEC 25 22:12:00,-29.108,152.7055,382.0103,15.8106,69.6406,0.48721,69.6474

MRO,2021 DEC 27 00:06:00,-24.7131,134.2014,257.3662,15.7869,67.1276,3.8824e-14,67.1276
TGO,2021 DEC 26 23:45:00,-28.6022,136.6646,381.2015,15.6103,66.9894,0.48028,66.9907

MRO,2021 DEC 27 03:51:00,-22.7696,79.4035,257.2433,15.7836,66.172,4.0357e-14,66.172
TGO,2021 DEC 27 03:42:00,-25.1019,79.6063,380.6252,15.6511,65.6791,0.96032,66.3506

MRO,2021 DEC 27 05:45:00,-16.8037,51.3395,259.6312,15.7622,63.2672,3.8824e-14,63.2672
TGO,2021 DEC 27 05:42:00,-18.6886,52.0514,382.3569,15.7608,64.0572,0.86269,64.7708

MRO,2021 DEC 27 07:36:00,-20.7384,24.5244,259.4526,15.7753,65.1324,2.2935e-14,65.1324
TGO,2021 DEC 27 07:39:00,-21.3736,22.628,382.983,15.6975,64.449,0.44277,64.4915

MRO,2021 DEC 27 09:30:00,-15.1666,-3.5029,261.6984,15.7561,62.4956,3.4995e-14,62.4956
TGO,2021 DEC 27 09:39:00,-15.2116,-5.4882,385.5365,15.7697,62.6941,3.6817,66.2401

MRO,2021 DEC 27 11:21:00,-19.2377,-30.3108,259.5905,15.7694,64.3849,2.4013e-14,64.3849
TGO,2021 DEC 27 11:36:00,-18.1259,-34.4787,384.8265,15.735,63.4587,1.3161,62.1455

MRO,2021 DEC 27 13:15:00,-13.5679,-58.3362,260.795,15.7506,61.7673,3.7227e-14,61.7673
TGO,2021 DEC 27 13:36:00,-11.9141,-62.4052,386.3822,15.82,62.0663,0.37581,62.1631

MRO,2021 DEC 28 13:36:00,-6.7659,-54.1362,264.1496,15.7317,58.9513,1.6295e-14,58.9513
TGO,2021 DEC 28 13:12:00,-8.588,-49.1522,387.5431,15.6747,58.785,1.1855,59.9218

MRO,2021 DEC 28 17:21:00,-4.7915,-108.9699,264.9324,15.7261,58.2241,7.7907e-15,58.2241
TGO,2021 DEC 28 17:09:00,-5.0121,-105.9322,388.5664,15.7342,58.4055,3.0691,55.3373

MRO,2021 DEC 28 21:06:00,-2.9277,-163.8174,267.3023,15.7197,57.5559,6.8706e-14,57.5559
TGO,2021 DEC 28 21:06:00,-1.29,-163.4958,391.4788,15.7411,57.3942,0.30469,57.5668

MRO,2021 DEC 29 00:51:00,-1.4469,141.3673,267.9365,15.7156,57.0621,4.4984e-14,57.0621
TGO,2021 DEC 29 01:03:00,2.0032,139.1339,391.5861,15.7614,56.8266,0.44957,57.1595

MRO,2021 DEC 29 08:15:00,-16.8974,34.0999,260.6486,15.7672,63.1913,3.1964e-14,63.1913
TGO,2021 DEC 29 08:18:00,-18.0928,33.1894,380.0216,15.755,63.5456,175.2796,117.3919

MRO,2021 DEC 29 19:36:00,7.5156,-132.7665,273.263,15.6903,54.6335,4.41e-14,54.6335
TGO,2021 DEC 29 19:51:00,8.077,-137.0892,381.3636,15.6456,53.8812,172.0724,124.6376

MRO,2021 DEC 30 04:57:00,6.7983,90.7731,272.3544,15.6939,54.8124,1.3523e-14,54.8124
TGO,2021 DEC 30 04:36:00,8.717,95.5159,393.6034,15.6692,54.1282,2.7642,51.3932

MRO,2021 DEC 30 08:42:00,8.8618,35.9381,275.0766,15.6881,54.3833,2.0116e-14,54.3833
TGO,2021 DEC 30 08:33:00,12.6108,37.7534,397.5573,15.6631,53.5265,3.1384,56.6628

MRO,2021 DEC 30 10:36:00,14.4112,7.9526,278.9474,15.6719,53.4834,2.6988e-14,53.4834
TGO,2021 DEC 30 10:30:00,9.8378,8.2401,396.3238,15.5936,52.8563,3.9434,56.793
TGO,2021 DEC 30 10:33:00,18.6856,9.769,401.6771,15.7442,54.2757,4.8002,59.0615

MRO,2021 DEC 30 12:30:00,19.9075,-20.056,282.0765,15.6539,52.9782,1.3494e-14,52.9782
TGO,2021 DEC 30 12:30:00,15.8333,-19.2817,400.0014,15.7056,53.8669,0.74313,54.6065

MRO,2021 DEC 30 14:21:00,15.9162,-46.8844,278.8232,15.6661,53.2964,5.8733e-14,53.2964
TGO,2021 DEC 30 14:27:00,13.1099,-48.7197,398.496,15.6411,53.16,0.45892,53.5835

MRO,2021 DEC 30 18:06:00,17.8194,-101.7701,279.8084,15.6572,53.0808,2.163e-14,53.0808
TGO,2021 DEC 30 18:24:00,16.7738,-105.7789,400.5403,15.6819,53.4808,0.64412,52.8833

MRO,2021 DEC 31 03:30:00,26.8613,120.5374,287.2988,15.6272,52.9356,1.4224e-14,52.9356
