MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 OCT 15 15:12:00,72.1655,-76.7684,314.3581,15.1167,55.6719,2.3601e-14,55.6719,2021 OCT 15 15:18:00,72.3278,-79.1611,434.1947,15.0544,55.5407,0.08896,55.5738
2021 OCT 17 04:36:00,72.5164,97.0481,314.1178,15.1072,55.9692,1.2728e-14,55.9692,2021 OCT 17 04:39:00,70.9607,96.287,432.4048,15.105,55.0619,0.075012,55.0918
2021 OCT 17 10:12:00,70.9823,16.1005,315.6759,15.1614,55.3166,4.1743e-14,55.3166,2021 OCT 17 10:33:00,70.3194,11.8865,430.6946,15.2211,55.1973,0.06792,55.2305
2021 OCT 18 23:36:00,70.8883,-169.9118,315.7505,15.1633,55.403,1.2013e-14,55.403,2021 OCT 18 23:54:00,68.646,-173.441,431.868,15.22,54.4283,0.053008,54.4566
2021 OCT 20 01:45:00,65.3031,169.9956,313.7575,15.2764,53.1085,3.1365e-14,53.1085,2021 OCT 20 01:27:00,68.1631,171.3768,432.1267,15.0767,53.601,0.049712,53.6201
2021 OCT 20 05:30:00,67.0179,114.7094,312.7178,15.2408,53.7879,7.1119e-15,53.7879,2021 OCT 20 05:24:00,65.5089,118.4288,430.2355,15.3914,53.8432,0.034793,53.8756
2021 OCT 20 11:06:00,65.5415,33.2984,312.6906,15.2642,53.1903,4.1347e-14,53.1903,2021 OCT 20 11:18:00,64.7759,33.0949,428.7766,15.4453,53.8344,0.035431,53.8695
2021 OCT 21 20:45:00,63.8531,-97.714,310.235,15.2828,52.6026,1.2747e-14,52.6026,2021 OCT 21 20:42:00,65.8638,-100.7322,430.4101,15.0328,52.274,0.030546,52.2848
2021 OCT 23 02:39:00,60.4897,-173.3802,310.8116,15.3411,51.5711,1.4312e-14,51.5711,2021 OCT 23 02:12:00,62.1515,-169.3363,429.2583,15.1725,51.2477,0.01657,51.2632
2021 OCT 23 06:24:00,62.1282,131.5585,311.5126,15.3203,52.1599,5.0188e-14,52.1599,2021 OCT 23 06:09:00,59.1745,135.8296,427.0285,15.3617,51.183,0.045449,51.2133
2021 OCT 23 08:15:00,58.3079,105.1357,307.978,15.3594,50.8306,4.1225e-14,50.8306,2021 OCT 23 08:06:00,61.6674,104.2874,428.4492,15.1569,50.9404,0.016831,50.9546
2021 OCT 23 12:00:00,60.4801,49.9662,309.7925,15.3314,51.5367,1.1901e-14,51.5367,2021 OCT 23 12:03:00,58.4719,49.9136,425.827,15.3767,51.0312,0.050628,51.0633
2021 OCT 23 13:51:00,56.7581,23.6451,308.9238,15.3775,50.3925,2.7406e-14,50.3925,2021 OCT 23 14:00:00,60.7334,18.6691,426.8233,15.1917,50.7423,0.023939,50.759
2021 OCT 24 17:54:00,56.5183,-25.7998,306.9631,15.3833,50.4436,4.1378e-14,50.4436,2021 OCT 24 17:33:00,54.6794,-20.954,425.6341,15.3656,49.648,1.3434,48.3117
2021 OCT 24 19:45:00,52.6518,-52.3952,304.7927,15.4108,49.3652,2.3801e-14,49.3652,2021 OCT 24 19:30:00,57.1432,-52.1569,427.6592,15.1833,49.2028,0.38754,49.4832
2021 OCT 24 23:30:00,54.7198,-107.5389,305.5166,15.3847,49.8354,3.1325e-14,49.8354,2021 OCT 24 23:27:00,54.0161,-107.4793,424.1545,15.34,49.2291,0.074636,49.2679
2021 OCT 25 01:21:00,51.0807,-134.0631,303.1777,15.4169,48.9673,5.0188e-14,48.9673,2021 OCT 25 01:27:00,48.0967,-132.9126,420.848,15.5911,49.8581,0.12198,49.9386
2021 OCT 25 06:57:00,49.0379,144.4539,304.0274,15.4356,48.5999,6.3611e-15,48.5999,2021 OCT 25 07:21:00,47.3635,140.4102,420.556,15.5553,49.3735,0.55098,49.9244
2021 OCT 26 07:15:00,47.453,149.8041,302.4416,15.4444,48.3713,9.6471e-14,48.3713,2021 OCT 26 06:57:00,44.1509,154.6119,418.6422,15.4728,47.9851,0.7854,48.77
2021 OCT 26 09:06:00,43.5796,123.1026,298.6939,15.465,47.8078,6.0347e-14,47.8078,2021 OCT 26 08:54:00,46.8758,124.5729,420.2263,15.3683,47.4907,0.11348,47.5593
2021 OCT 26 10:57:00,39.8276,96.3463,294.8014,15.4819,47.4772,2.4026e-14,47.4772,2021 OCT 26 10:54:00,40.9591,98.0479,416.1583,15.5467,48.3343,0.73157,49.0611
2021 OCT 26 12:51:00,45.7198,68.0986,298.8797,15.4481,48.0445,4.2315e-14,48.0445,2021 OCT 26 12:51:00,43.4977,68.2976,417.0906,15.4614,47.7652,0.13357,47.8579
2021 OCT 26 14:42:00,42.1291,41.429,298.0281,15.4706,47.6555,2.2935e-14,47.6555,2021 OCT 26 14:48:00,45.828,38.1885,417.8552,15.3519,47.0993,1.2064,48.2616
2021 OCT 26 16:33:00,38.3068,14.7638,295.4432,15.4936,47.4824,2.8845e-14,47.4824,2021 OCT 26 16:48:00,39.809,11.4652,414.981,15.5172,47.8917,2.0878,49.9
2021 OCT 26 18:27:00,43.8819,-13.3623,298.4617,15.4681,47.9177,1.2821e-14,47.9177,2021 OCT 26 18:45:00,42.5931,-18.2579,418.3361,15.4336,47.3336,0.1193,47.4467
2021 OCT 27 20:33:00,28.9334,-33.4716,287.3924,15.5314,47.956,7.3498e-14,47.956,2021 OCT 27 20:21:00,33.5084,-31.0393,412.7746,15.4989,47.3915,2.5841,44.8323
2021 OCT 27 20:36:00,38.4479,-34.7776,294.289,15.4931,47.5525,2.1336e-14,47.5525,2021 OCT 27 20:21:00,33.5084,-31.0393,412.7746,15.4989,47.3915,2.5841,44.8323
2021 OCT 27 22:24:00,25.0884,-60.3139,284.3593,15.5428,48.4991,4.2672e-14,48.4991,2021 OCT 27 22:21:00,27.3527,-59.1676,408.5568,15.5703,48.6059,3.618,51.9856
2021 OCT 28 00:18:00,30.9068,-88.4112,288.5932,15.5189,47.691,2.3021e-14,47.691,2021 OCT 28 00:18:00,30.0737,-88.3105,409.467,15.5256,47.8149,0.17442,47.9796
2021 OCT 28 02:12:00,36.7761,-116.5178,292.594,15.4944,47.4579,2.7727e-14,47.4579,2021 OCT 28 02:15:00,32.6219,-117.5468,410.6625,15.4744,47.0949,2.3934,44.7238
2021 OCT 28 04:00:00,23.5505,-142.0039,283.7664,15.5472,48.7902,5.2839e-14,48.7902,2021 OCT 28 04:15:00,26.3978,-145.2511,407.0014,15.5742,48.7665,0.18288,48.9465
2021 OCT 28 05:54:00,29.249,-170.0288,288.8232,15.5283,47.9084,6.5569e-15,47.9084,2021 OCT 28 06:12:00,29.0706,-174.5952,408.7622,15.5158,47.7585,2.0219,45.7868
2021 OCT 29 06:09:00,17.9086,-163.523,280.7822,15.5656,50.1706,4.8964e-14,50.1706,2021 OCT 29 05:51:00,17.0108,-159.4661,401.0836,15.5439,50.0898,0.20233,50.2854
2021 OCT 29 08:03:00,23.5228,168.4725,285.2047,15.5481,48.8302,2.4013e-14,48.8302,2021 OCT 29 07:48:00,19.6974,170.944,402.749,15.4694,48.4433,0.99366,49.2909
