MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 FEB 14 12:09:00,-74.8603,111.2647,250.6515,16.2961,66.3096,2.2107e-14,66.3096,2026 FEB 14 11:54:00,-74.987,111.6593,380.3799,16.0792,65.5823,0.39778,65.6624
2026 FEB 16 07:09:00,-76.3025,-155.6883,250.8411,16.3367,66.6095,7.9514e-15,66.6095,2026 FEB 16 07:09:00,-75.7026,-154.0383,380.434,16.4467,66.7866,0.4103,66.894
2026 FEB 16 12:45:00,-78.4768,125.0319,250.7421,16.5,67.7783,1.1927e-14,67.7783,2026 FEB 16 13:03:00,-75.8724,123.9079,380.7273,16.7169,67.7327,0.34765,67.8608
2026 FEB 21 01:12:00,-79.8837,-16.6101,252.3807,16.5731,67.5806,9.1354e-15,67.5806,2026 FEB 21 01:09:00,-75.8072,-14.2833,378.7169,16.6794,66.7738,0.4045,66.8811
2026 FEB 22 22:06:00,-75.0719,43.0307,249.9707,16.2336,64.6439,1.4662e-14,64.6439,2026 FEB 22 22:21:00,-75.7302,40.6437,380.1837,16.3178,65.164,0.39749,65.2569
2026 FEB 23 03:42:00,-77.3194,-36.9547,250.8369,16.3497,65.7672,7.9514e-15,65.7672,2026 FEB 23 04:15:00,-75.4937,-41.4848,379.7501,16.5828,65.9797,0.40565,66.0828
2026 FEB 27 10:33:00,-75.5501,-99.5491,250.2234,16.2408,64.0819,1.6105e-14,64.0819,2026 FEB 27 10:27:00,-74.7248,-97.4166,381.8848,16.2856,63.9599,0.40655,64.0499
2026 FEB 27 16:09:00,-77.3914,179.7445,250.7298,16.3086,64.9075,1.7128e-14,64.9075,2026 FEB 27 16:21:00,-74.3809,179.4699,379.4936,16.485,64.5622,0.41431,64.6601
2026 MAR 05 18:00:00,-75.503,-150.9693,252.0427,16.1567,62.794,2.5692e-14,62.794,2026 MAR 05 17:48:00,-71.2704,-146.3803,378.4692,16.2678,61.8131,0.43821,61.8974
2026 MAR 05 19:54:00,-69.792,178.1437,251.4075,15.9458,59.8022,4.2676e-14,59.8022,2026 MAR 05 19:45:00,-72.8762,178.1276,379.774,15.7989,60.4099,0.4019,60.5054
2026 MAR 06 01:30:00,-71.6863,97.5831,251.2898,16.0233,60.8233,3.8824e-14,60.8233,2026 MAR 06 01:39:00,-72.4447,92.8091,380.0629,15.8508,60.3983,0.43985,60.4402
2026 MAR 07 09:18:00,-68.911,-8.1201,253.3669,15.9136,59.0976,6.0686e-15,59.0976,2026 MAR 07 09:06:00,-71.3935,-5.6824,378.8331,15.8814,59.9089,0.42661,59.9743
2026 MAR 07 14:54:00,-70.7137,-88.8991,249.606,15.9764,60.0333,1.1472e-14,60.0333,2026 MAR 07 15:00:00,-70.9551,-91.1627,380.6511,15.9228,59.8829,0.43187,59.9496
2026 MAR 07 20:30:00,-72.3289,-170.213,251.5693,16.0033,60.7242,7.2876e-15,60.7242,2026 MAR 07 20:54:00,-70.6238,-173.9801,379.9998,16.1414,60.7255,6.1465,55.2834
2026 MAR 09 04:18:00,-69.2648,84.6215,251.593,15.9294,59.0612,7.5013e-15,59.0612,2026 MAR 09 04:21:00,-69.5436,84.5038,380.0142,15.9703,59.3608,3.1869,56.4508
2026 MAR 09 09:54:00,-70.9474,3.2269,254.1726,15.9511,59.76,1.7146e-14,59.76,2026 MAR 09 10:15:00,-68.4802,-0.75366,378.9577,16.0261,59.2343,0.45674,59.3037
2026 MAR 10 12:06:00,-66.0277,-20.948,253.9766,15.8283,57.1695,1.9083e-14,57.1695,2026 MAR 10 11:48:00,-68.041,-16.0321,380.4322,15.8642,58.1054,0.45592,58.1654
2026 MAR 10 17:42:00,-67.6138,-101.9936,251.3264,15.8731,57.9625,6.1883e-14,57.9625,2026 MAR 10 17:42:00,-67.5716,-101.8027,379.6973,15.8858,58.0141,0.46057,58.0749
2026 MAR 10 23:18:00,-69.3495,176.517,251.9876,15.8883,58.6562,9.031e-15,58.6562,2026 MAR 10 23:36:00,-66.6579,173.2466,380.5576,15.9622,58.0762,0.47066,58.1412
2026 MAR 12 07:06:00,-66.1655,71.5282,250.935,15.8258,56.9793,2.9366e-14,56.9793,2026 MAR 12 07:03:00,-65.8159,71.9202,379.7101,15.8033,56.7257,0.60371,56.2376
2026 MAR 13 20:30:00,-64.6571,-114.8468,251.9771,15.785,56.0121,5.9778e-14,56.0121,2026 MAR 13 20:24:00,-63.7602,-114.807,378.951,15.6903,55.1173,0.48588,55.1654
2026 MAR 14 00:15:00,-62.5258,-170.325,252.5035,15.7347,54.9322,5.4743e-14,54.9322,2026 MAR 14 00:21:00,-60.3842,-168.5539,380.7126,15.95,55.7222,0.29159,55.7395
2026 MAR 14 05:51:00,-64.4357,108.565,252.7767,15.7753,55.8284,1.0183e-14,55.8284,2026 MAR 14 06:15:00,-59.9628,104.9233,379.7669,15.9214,55.3773,0.52092,55.4449
