Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	87	Nightside	2024 NOV 23 15:33:14	2024 NOV 23 16:02:52	2024 NOV 23 16:32:30	3556.00	112.40	-106.39	-81.99	58.00	28.68	-58.19	112.79	4.15	14	-	-	-		
1	87	Dayside	2024 NOV 23 16:32:30	2024 NOV 23 17:01:51	2024 NOV 23 17:31:12	3522.56	-81.99	59.64	83.76	-58.19	-27.14	58.34	67.11	16.17	14	-		COP row -1: 		
2	87	Nightside	2024 NOV 23 17:31:12	2024 NOV 23 18:00:50	2024 NOV 23 18:30:27	3554.16	83.76	-135.24	-110.63	58.34	28.40	-58.40	112.98	4.14	14	-	-	-		
2	87	Dayside	2024 NOV 23 18:30:27	2024 NOV 23 18:59:48	2024 NOV 23 19:29:10	3523.37	-110.63	30.76	55.11	-58.40	-26.88	58.52	66.90	16.16	14	-		COP row -1: 		
3	87	Nightside	2024 NOV 23 19:29:10	2024 NOV 23 19:58:48	2024 NOV 23 20:28:27	3556.64	55.11	-164.14	-139.28	58.52	28.15	-58.62	113.20	4.13	14	-	-	-		
3	87	Dayside	2024 NOV 23 20:28:27	2024 NOV 23 20:57:49	2024 NOV 23 21:27:12	3525.13	-139.28	1.85	26.45	-58.62	-26.65	58.73	66.68	16.15	14	-		COP row -1: 		
4	87	Nightside	2024 NOV 23 21:27:12	2024 NOV 23 21:56:51	2024 NOV 23 22:26:30	3557.87	26.45	166.96	-167.94	58.73	27.83	-58.93	113.43	4.11	14	-	-	-		
4	87	Dayside	2024 NOV 23 22:26:30	2024 NOV 23 22:55:53	2024 NOV 23 23:25:16	3526.64	-167.94	-27.03	-2.21	-58.93	-26.31	59.06	66.47	16.14	14	-		COP row -1: 	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
5	87	Nightside	2024 NOV 23 23:25:16	2024 NOV 23 23:54:55	2024 NOV 24 00:24:33	3557.05	-2.21	138.09	163.41	59.06	27.48	-59.27	113.64	4.11	14	-	-	-		
5	87	Dayside	2024 NOV 24 00:24:33	2024 NOV 24 00:53:57	2024 NOV 24 01:23:21	3527.52	163.41	-55.88	-30.85	-59.27	-25.88	59.47	66.27	16.13	14	-		COP row -1: 		
6	87	Nightside	2024 NOV 24 01:23:21	2024 NOV 24 01:52:58	2024 NOV 24 02:22:36	3555.22	-30.85	109.26	134.78	59.47	27.10	-59.65	113.82	4.10	14	-	-	-		
6	87	Dayside	2024 NOV 24 02:22:36	2024 NOV 24 02:51:59	2024 NOV 24 03:21:23	3526.64	134.78	-84.69	-59.47	-59.65	-25.45	59.88	66.08	16.13	14	-		COP row -1: 		
7	87	Nightside	2024 NOV 24 03:21:23	2024 NOV 24 03:50:59	2024 NOV 24 04:20:36	3553.41	-59.47	80.45	106.15	59.88	26.73	-60.02	113.99	4.09	14	-	-	-		
7	87	Dayside	2024 NOV 24 04:20:36	2024 NOV 24 04:49:58	2024 NOV 24 05:19:20	3524.39	106.15	-113.51	-88.10	-60.02	-25.11	60.16	65.91	16.12	14	-		COP row -1: 		
8	87	Nightside	2024 NOV 24 05:19:20	2024 NOV 24 05:48:56	2024 NOV 24 06:18:32	3551.98	-88.10	51.62	77.52	60.16	26.41	-60.27	114.18	4.08	14	-	-	-		
8	87	Dayside	2024 NOV 24 06:18:32	2024 NOV 24 06:47:55	2024 NOV 24 07:17:17	3525.04	77.52	-142.38	-116.75	-60.27	-24.87	60.32	65.71	16.11	14	-		COP row -1: 	&mroOverlap; 	
9	87	Nightside	2024 NOV 24 07:17:17	2024 NOV 24 07:46:54	2024 NOV 24 08:16:30	3552.52	-116.75	22.71	48.87	60.32	26.18	-60.42	114.41	4.07	14	-	-	-		
9	87	Dayside	2024 NOV 24 08:16:30	2024 NOV 24 08:45:54	2024 NOV 24 09:15:18	3527.61	48.87	-171.30	-145.40	-60.42	-24.64	60.53	65.48	16.09	14	-		COP row -1: 		
10	87	Nightside	2024 NOV 24 09:15:18	2024 NOV 24 09:44:55	2024 NOV 24 10:14:32	3554.69	-145.40	-6.21	20.22	60.53	25.95	-60.63	114.63	4.06	14	-	-	-		
10	87	Dayside	2024 NOV 24 10:14:32	2024 NOV 24 10:43:56	2024 NOV 24 11:13:20	3527.89	20.22	159.79	-174.05	-60.63	-24.35	60.80	65.25	16.08	14	-		COP row -1: 	&mroOverlap; 	
11	87	Nightside	2024 NOV 24 11:13:20	2024 NOV 24 11:42:59	2024 NOV 24 12:12:37	3556.59	-174.05	-35.08	-8.43	60.80	25.63	-60.94	114.84	4.05	3	-	-	-		
