MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2022 APR 16 20:18:57,2022 APR 16 20:23:57,3,3
2022 APR 17 03:44:08,2022 APR 17 03:49:08,7,7
2022 APR 17 07:59:42,2022 APR 17 08:04:42,9,9
2022 APR 17 19:47:37,2022 APR 17 19:52:37,15,15
2022 APR 17 23:35:05,2022 APR 17 23:40:05,17,17
2022 APR 18 01:24:08,2022 APR 18 01:29:08,18,18
2022 APR 18 05:53:21,2022 APR 18 05:58:21,20,20
2022 APR 18 09:32:59,2022 APR 18 09:37:59,22,22
2022 APR 18 11:46:09,2022 APR 18 11:51:09,23,23
2022 APR 18 13:23:47,2022 APR 18 13:28:47,24,24
2022 APR 18 17:30:15,2022 APR 18 17:35:15,26,26
2022 APR 20 20:28:42,2022 APR 20 20:33:42,52,52
2022 APR 21 18:15:38,2022 APR 21 18:20:38,63,63
2022 APR 21 20:03:43,2022 APR 21 20:08:43,64,64
2022 APR 21 23:59:27,2022 APR 22 00:04:27,66,66
2022 APR 22 01:58:17,2022 APR 22 02:03:17,67,67
2022 APR 22 07:57:48,2022 APR 22 08:02:48,70,70
2022 APR 22 12:02:09,2022 APR 22 12:07:09,72,72
2022 APR 22 13:55:52,2022 APR 22 14:00:52,73,73
2022 APR 22 21:35:51,2022 APR 22 21:40:51,77,77
2022 APR 23 02:01:03,2022 APR 23 02:06:03,79,79
2022 APR 23 09:34:50,2022 APR 23 09:39:50,83,83
2022 APR 23 23:22:45,2022 APR 23 23:27:45,90,90
2022 APR 24 05:12:12,2022 APR 24 05:17:12,93,93
2022 APR 25 20:29:18,2022 APR 25 20:34:18,113,113
2022 APR 26 14:17:01,2022 APR 26 14:22:01,122,122
2022 APR 27 03:59:05,2022 APR 27 04:04:05,129,129
2022 APR 27 06:08:06,2022 APR 27 06:13:06,130,130
2022 APR 27 07:58:34,2022 APR 27 08:03:34,131,131
2022 APR 27 13:38:39,2022 APR 27 13:43:39,134,134
2022 APR 28 17:24:08,2022 APR 28 17:29:08,148,148
2022 APR 28 19:27:29,2022 APR 28 19:32:29,149,149
2022 APR 29 07:00:42,2022 APR 29 07:05:42,155,155
2022 APR 29 09:12:51,2022 APR 29 09:17:51,156,156
2022 APR 29 11:17:32,2022 APR 29 11:22:32,157,157
2022 APR 29 15:01:31,2022 APR 29 15:06:31,159,159
2022 APR 29 23:00:40,2022 APR 29 23:05:40,163,163
2022 APR 30 00:49:18,2022 APR 30 00:54:18,164,164
2022 APR 30 20:27:44,2022 APR 30 20:32:44,174,174
2022 MAY 01 02:21:16,2022 MAY 01 02:26:16,177,177
2022 MAY 01 10:19:10,2022 MAY 01 10:24:10,181,181
2022 MAY 01 14:17:10,2022 MAY 01 14:22:10,183,183
2022 MAY 02 05:53:26,2022 MAY 02 05:58:26,191,191
2022 MAY 02 09:54:21,2022 MAY 02 09:59:21,193,193
2022 MAY 02 11:47:24,2022 MAY 02 11:52:24,194,194
2022 MAY 02 17:40:15,2022 MAY 02 17:45:15,197,197
2022 MAY 02 21:43:01,2022 MAY 02 21:48:01,199,199
2022 MAY 03 03:27:04,2022 MAY 03 03:32:04,202,202
2022 MAY 03 09:21:18,2022 MAY 03 09:26:18,205,205
2022 MAY 03 13:21:54,2022 MAY 03 13:26:54,207,207
2022 MAY 03 17:14:09,2022 MAY 03 17:19:09,209,209
2022 MAY 04 01:05:54,2022 MAY 04 01:10:54,213,213
2022 MAY 04 16:50:48,2022 MAY 04 16:55:48,221,221
2022 MAY 05 00:39:55,2022 MAY 05 00:44:55,225,225
2022 MAY 05 14:25:17,2022 MAY 05 14:30:17,232,232
2022 MAY 05 20:19:58,2022 MAY 05 20:24:58,235,235
2022 MAY 06 00:24:52,2022 MAY 06 00:29:52,237,237
2022 MAY 06 04:11:34,2022 MAY 06 04:16:34,239,239
2022 MAY 06 08:16:34,2022 MAY 06 08:21:34,241,241
2022 MAY 06 10:04:59,2022 MAY 06 10:09:59,242,242
2022 MAY 06 14:01:00,2022 MAY 06 14:06:00,244,244
2022 MAY 06 16:08:41,2022 MAY 06 16:13:41,245,245
2022 MAY 07 11:46:05,2022 MAY 07 11:48:55,255,255
2022 MAY 08 11:19:07,2022 MAY 08 11:24:07,267,267
2022 MAY 08 13:18:22,2022 MAY 08 13:23:22,268,268
2022 MAY 09 12:44:16,2022 MAY 09 12:49:16,280,280
2022 MAY 09 18:49:49,2022 MAY 09 18:54:49,283,283
2022 MAY 09 22:45:32,2022 MAY 09 22:50:32,285,285
2022 MAY 10 04:28:20,2022 MAY 10 04:33:20,288,288
2022 MAY 10 16:36:11,2022 MAY 10 16:39:15,294,294
2022 MAY 11 00:15:22,2022 MAY 11 00:19:51,298,298
2022 MAY 11 04:17:11,2022 MAY 11 04:22:11,300,300
2022 MAY 11 10:12:26,2022 MAY 11 10:17:26,303,303
2022 MAY 11 19:55:58,2022 MAY 11 20:00:58,308,308
2022 MAY 11 21:58:38,2022 MAY 11 22:03:38,309,309
2022 MAY 12 15:29:45,2022 MAY 12 15:34:45,318,318
2022 MAY 12 17:33:45,2022 MAY 12 17:38:45,319,319
2022 MAY 13 01:25:32,2022 MAY 13 01:30:32,323,323
2022 MAY 13 03:23:29,2022 MAY 13 03:28:29,324,324
2022 MAY 13 05:21:18,2022 MAY 13 05:26:18,325,325
2022 MAY 13 09:14:13,2022 MAY 13 09:19:13,327,327
2022 MAY 13 15:04:09,2022 MAY 13 15:09:09,330,330
2022 MAY 14 06:43:58,2022 MAY 14 06:48:58,338,338
