MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2024 FEB 18 01:36:00,-65.7459,99.7463,251.9975,16.2639,71.5073,2.5753e-14,71.5073,2024 FEB 18 01:42:00,-64.1812,101.1252,377.9441,16.4531,72.1258,2.1552,70.4491
2024 FEB 18 03:30:00,-59.6546,70.6482,250.9845,16.1731,68.8161,5.0087e-14,68.8161,2024 FEB 18 03:39:00,-62.0464,68.7983,379.3106,16.1958,69.7855,0.49969,69.8361
2024 FEB 18 07:12:00,-67.305,18.2618,253.0883,16.2814,72.0985,3.7532e-14,72.0985,2024 FEB 18 07:36:00,-64.8784,14.9586,379.7691,16.4503,72.2635,0.48716,72.3327
2024 FEB 19 20:36:00,-66.0798,-168.106,252.2473,16.2531,71.1662,7.1119e-15,71.1662,2024 FEB 19 20:57:00,-66.8078,-171.5753,381.1274,16.3622,72.0197,0.47036,72.0867
2024 FEB 21 08:09:00,-60.6044,31.7443,252.5786,16.1719,68.4554,2.1336e-14,68.4554,2024 FEB 21 08:15:00,-61.4285,30.6866,379.3469,16.1986,68.9132,65.0521,8.21
2024 FEB 22 12:09:00,-69.5174,-14.7419,253.3774,16.3211,72.1338,4.3617e-14,72.1338,2024 FEB 22 11:51:00,-69.0029,-12.8518,379.9549,16.155,71.1377,0.44715,71.198
2024 FEB 24 01:33:00,-68.3724,158.7976,251.3007,16.2858,71.2125,5.7426e-14,71.2125,2024 FEB 24 01:12:00,-70.6777,162.0038,379.0491,16.1589,71.4544,0.43353,71.5194
2024 FEB 24 05:15:00,-76.041,109.135,252.0745,16.5756,74.9547,4.9478e-14,74.9547,2024 FEB 24 05:09:00,-73.138,113.7267,378.7779,16.7844,74.9281,0.42799,75.0284
2024 FEB 24 07:09:00,-69.9882,77.9829,250.8463,16.3478,72.0237,3.1806e-15,72.0237,2024 FEB 24 07:06:00,-71.4602,77.892,379.7055,16.2931,72.29,0.42632,72.4226
2024 FEB 24 10:51:00,-77.5021,28.3865,253.1065,16.6419,75.5645,2.1761e-14,75.5645,2024 FEB 24 11:03:00,-73.4034,28.9459,379.5844,16.8739,75.3066,0.42765,75.4116
2024 FEB 24 12:45:00,-71.8083,-3.2905,253.8849,16.3792,72.7355,1.5964e-14,72.7355,2024 FEB 24 13:00:00,-71.7655,-7.8206,379.8768,16.3203,72.4633,0.42884,72.5391
2024 FEB 27 04:18:00,-74.9239,150.7473,251.6926,16.4906,73.623,1.9412e-14,73.623,2024 FEB 27 03:54:00,-73.5909,154.6186,378.594,16.3594,72.6791,0.4141,72.7618
2024 FEB 27 09:54:00,-76.3147,70.4478,250.2833,16.5869,74.3469,2.3114e-14,74.3469,2024 FEB 27 09:48:00,-74.0548,71.2911,380.409,16.5458,73.5025,0.41466,73.5947
2024 FEB 29 01:12:00,-69.0078,-147.6205,251.7485,16.2925,70.3682,5.1506e-14,70.3682,2024 FEB 29 01:06:00,-73.7805,-149.3574,381.5281,16.0794,71.2524,0.46752,71.3319
2024 FEB 29 06:48:00,-71.1299,131.4904,251.3702,16.3494,71.3113,1.9412e-14,71.3113,2024 FEB 29 07:00:00,-74.3351,126.9778,378.9063,16.2431,72.0289,0.40481,72.1092
2024 MAR 03 03:57:00,-75.3401,-155.6855,251.694,16.4947,72.6508,9.6733e-15,72.6508,2024 MAR 03 03:48:00,-75.4932,-152.852,380.3282,16.5378,72.8527,0.40184,72.9488
2024 MAR 03 09:33:00,-77.2912,124.4606,251.5259,16.6206,73.6246,3.7304e-14,73.6246,2024 MAR 03 09:42:00,-75.7637,124.8383,380.2118,16.7917,73.7704,0.43259,73.9421
2024 MAR 03 15:09:00,-78.5324,43.911,251.1253,16.7,74.1713,3.668e-14,74.1713,2024 MAR 03 15:36:00,-75.7663,39.9858,380.5099,16.8761,74.0151,0.40656,74.1254
2024 MAR 06 03:00:00,-74.2056,-113.3722,250.0913,16.4539,71.4796,2.3114e-14,71.4796,2024 MAR 06 02:33:00,-75.6836,-110.3357,381.7023,16.2183,71.1627,0.39296,71.2472
2024 MAR 06 08:36:00,-76.0515,165.7509,250.2572,16.5114,72.2279,4.3733e-15,72.2279,2024 MAR 06 08:27:00,-75.8825,166.2055,378.2608,16.3958,71.7813,0.46367,71.9908
