Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	92	Ingress	2025 APR 12 14:19:02	2025 APR 12 14:21:57	2025 APR 12 14:22:34	212.00	115.86	124.44	126.35	66.28	65.89	65.73	0.74	14	-	-	-		
N/A	1	92	Egress	2025 APR 12 15:02:29	2025 APR 12 15:03:08	2025 APR 12 15:06:20	231.00	-114.85	-113.46	-106.55	-60.76	-61.26	-63.31	9.55	14	-	-	-		
NOMAD	2	92	Ingress	2025 APR 12 16:16:57	2025 APR 12 16:19:52	2025 APR 12 16:20:29	212.00	86.84	95.34	97.23	66.28	65.91	65.76	0.71	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:CLARITAS RISE; 	
NOMAD	2	92	Egress	2025 APR 12 17:00:25	2025 APR 12 17:01:04	2025 APR 12 17:04:16	231.00	-143.36	-141.98	-135.13	-60.81	-61.31	-63.33	9.56	1	CO2 Fullscan Fast #5	Diffraction order stepping (fullscan): 10 orders from 140 to 150 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 	&daysideMatch:CLARITAS RISE; 	
N/A	3	92	Ingress	2025 APR 12 18:14:47	2025 APR 12 18:17:42	2025 APR 12 18:18:19	212.00	57.80	66.21	68.09	66.28	65.94	65.79	0.68	3	-	-	-	&daysideMatch:ULYSSES FOSSAE; 	
ACS	3	92	Egress	2025 APR 12 18:58:18	2025 APR 12 18:58:57	2025 APR 12 19:02:08	230.00	-171.94	-170.57	-163.82	-60.84	-61.33	-63.32	9.57	3	-	-	-	&daysideMatch:ULYSSES FOSSAE; 	
N/A	4	92	Ingress	2025 APR 12 20:12:38	2025 APR 12 20:15:33	2025 APR 12 20:16:10	212.00	28.61	36.95	38.82	66.27	65.97	65.83	0.64	1	-	-	-		
NOMAD	4	92	Egress	2025 APR 12 20:56:10	2025 APR 12 20:56:49	2025 APR 12 20:59:59	229.00	159.32	160.67	167.30	-60.82	-61.30	-63.27	9.56	1	6SUBD CO2 CO #25	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	5	92	Ingress	2025 APR 12 22:10:35	2025 APR 12 22:13:29	2025 APR 12 22:14:06	211.00	-0.54	7.68	9.53	66.27	66.00	65.87	0.61	47	-	-	-	&trueNightLimb; 	
N/A	5	92	Egress	2025 APR 12 22:54:08	2025 APR 12 22:54:47	2025 APR 12 22:57:57	229.00	130.58	131.91	138.46	-60.80	-61.28	-63.24	9.56	47	-	-	-	&trueNightLimb; 	
ACS	6	92	Ingress	2025 APR 13 00:08:33	2025 APR 13 00:11:26	2025 APR 13 00:12:03	210.00	-29.63	-21.54	-19.70	66.26	66.02	65.90	0.57	14	-	-	-		
N/A	6	92	Egress	2025 APR 13 00:52:07	2025 APR 13 00:52:45	2025 APR 13 00:55:56	229.00	101.93	103.21	109.72	-60.81	-61.28	-63.22	9.56	14	-	-	-		
