Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	96	Ingress	2025 AUG 02 14:36:57	2025 AUG 02 14:41:03	2025 AUG 02 14:41:57	300.00	148.34	160.36	162.56	60.58	53.28	51.39	3.81	14	-	-	-		
N/A	1	96	Egress	2025 AUG 02 15:15:06	2025 AUG 02 15:16:02	2025 AUG 02 15:20:30	324.00	-139.24	-136.45	-119.87	-55.32	-57.15	-64.11	8.59	14	-	-	-		
NOMAD	2	96	Ingress	2025 AUG 02 16:34:51	2025 AUG 02 16:38:55	2025 AUG 02 16:39:49	298.00	119.34	131.34	133.55	60.72	53.54	51.66	3.79	1	6SUBD Nominal #52	Science: orders #121, #134, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	2	96	Egress	2025 AUG 02 17:13:06	2025 AUG 02 17:14:02	2025 AUG 02 17:18:29	323.00	-167.64	-164.83	-148.22	-55.54	-57.35	-64.21	8.61	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
N/A	3	96	Ingress	2025 AUG 02 18:32:42	2025 AUG 02 18:36:45	2025 AUG 02 18:37:38	296.00	90.37	102.39	104.57	60.85	53.75	51.92	3.77	14	-	-	-		
ACS	3	96	Egress	2025 AUG 02 19:11:03	2025 AUG 02 19:11:59	2025 AUG 02 19:16:24	321.00	163.93	166.75	-176.73	-55.72	-57.52	-64.26	8.63	14	-	-	-		
NOMAD	4	96	Ingress	2025 AUG 02 20:30:29	2025 AUG 02 20:34:31	2025 AUG 02 20:35:24	295.00	61.26	73.34	75.55	61.04	54.04	52.23	3.74	1	6SUBD CO2 #24	Science: orders #186, #190, #132, #148, #155, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
NOMAD	4	96	Egress	2025 AUG 02 21:08:55	2025 AUG 02 21:09:50	2025 AUG 02 21:14:14	319.00	135.31	138.08	154.45	-55.77	-57.54	-64.24	8.63	1	6SUBD CO2 #24	Science: orders #186, #190, #132, #148, #155, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	5	96	Ingress	2025 AUG 02 22:28:19	2025 AUG 02 22:32:20	2025 AUG 02 22:33:13	294.00	32.09	44.25	46.49	61.24	54.35	52.55	3.71	14	-	-	-		
ACS	5	96	Egress	2025 AUG 02 23:06:49	2025 AUG 02 23:07:44	2025 AUG 02 23:12:06	317.00	106.61	109.37	125.49	-55.78	-57.53	-64.17	8.63	14	-	-	-		
NOMAD	6	96	Ingress	2025 AUG 03 00:26:14	2025 AUG 03 00:30:14	2025 AUG 03 00:31:06	292.00	3.08	15.26	17.47	61.38	54.57	52.82	3.69	1	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
