Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	130	74	Grazing	2023 DEC 09 15:02:09	-	2023 DEC 09 15:31:11	1742.00	132.99	-	132.99	59.26	-	59.26	-	14	-	-	-	&possibleOCM; 	
NOMAD	131	74	Grazing	2023 DEC 09 16:59:56	-	2023 DEC 09 17:29:22	1766.00	104.13	-	104.13	59.67	-	59.67	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:TIANWEN1; 	
N/A	132	74	Grazing	2023 DEC 09 18:57:35	-	2023 DEC 09 19:27:23	1788.00	75.15	-	75.15	60.35	-	60.35	-	3	-	-	-		
NOMAD	133	74	Grazing	2023 DEC 09 20:55:18	-	2023 DEC 09 21:25:22	1804.00	46.21	-	46.21	60.91	-	60.91	-	5	6SUBD Nominal #52	Science: orders #121, #134, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	134	74	Grazing	2023 DEC 09 22:53:08	-	2023 DEC 09 23:23:28	1820.00	17.34	-	17.34	61.30	-	61.30	-	14	-	-	-		
NOMAD	135	74	Grazing	2023 DEC 10 00:50:59	-	2023 DEC 10 01:21:37	1838.00	-11.55	-	-11.55	61.70	-	61.70	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	136	74	Grazing	2023 DEC 10 02:48:46	-	2023 DEC 10 03:19:44	1858.00	-40.49	-	-40.49	62.19	-	62.19	-	14	-	-	-		
NOMAD	137	74	Grazing	2023 DEC 10 04:46:31	-	2023 DEC 10 05:17:51	1880.00	-69.45	-	-69.45	62.70	-	62.70	-	5	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	138	74	Grazing	2023 DEC 10 06:44:17	-	2023 DEC 10 07:15:55	1898.00	-98.32	-	-98.32	63.07	-	63.07	-	14	-	-	-		
NOMAD	139	74	Grazing	2023 DEC 10 08:42:04	-	2023 DEC 10 09:13:52	1908.00	-127.17	-	-127.17	63.41	-	63.41	-	5	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&grazingMatch:ARSIA MONS VOLCANIC CONES NE; &grazingMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	140	74	Grazing	2023 DEC 10 10:39:47	-	2023 DEC 10 11:11:53	1926.00	-156.28	-	-156.28	64.11	-	64.11	-	14	-	-	-	&mroOverlap; 	
NOMAD	141	74	Grazing	2023 DEC 10 12:37:36	-	2023 DEC 10 13:10:00	1944.00	174.72	-	174.72	64.61	-	64.61	-	5	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	142	74	Grazing	2023 DEC 10 14:35:26	-	2023 DEC 10 15:08:12	1966.00	145.77	-	145.77	65.01	-	65.01	-	14	-	-	-	&mroOverlap; 	
NOMAD	143	74	Grazing	2023 DEC 10 16:33:18	-	2023 DEC 10 17:06:20	1982.00	116.93	-	116.93	65.27	-	65.27	-	5	6SUBD Nominal #42	Science: orders #121, #134, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	144	74	Grazing	2023 DEC 10 18:31:04	-	2023 DEC 10 19:04:22	1998.00	88.02	-	88.02	65.63	-	65.63	-	14	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
NOMAD	145	74	Merged	2023 DEC 10 20:28:45	-	2023 DEC 10 21:02:17	2012.47	58.93	-	74.97	66.21	-	-40.59	-	5	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	146	74	Merged	2023 DEC 10 22:26:34	-	2023 DEC 10 23:00:18	2023.92	29.99	-	46.29	66.57	-	-40.84	-	5	6SUBD Nominal #52	Science: orders #121, #134, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
ACS	147	74	Merged	2023 DEC 11 00:24:28	-	2023 DEC 11 00:58:23	2035.39	1.14	-	17.63	66.81	-	-41.21	-	14	-	-	-		
NOMAD	148	74	Merged	2023 DEC 11 02:22:19	-	2023 DEC 11 02:56:28	2049.11	-27.80	-	-11.02	67.14	-	-41.63	-	5	6SUBD CH4 H2O #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mergedMatch:ACIDALIA MUD VOLCANOES NE; 	
ACS	149	74	Merged	2023 DEC 11 04:20:08	-	2023 DEC 11 04:54:33	2065.23	-56.78	-	-39.64	67.52	-	-42.16	-	14	-	-	-		
NOMAD	150	74	Merged	2023 DEC 11 06:17:55	-	2023 DEC 11 06:52:37	2081.26	-85.73	-	-68.25	67.87	-	-42.74	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	151	74	Ingress	2023 DEC 11 08:15:44	2023 DEC 11 08:24:07	2023 DEC 11 08:26:53	669.00	-114.59	-104.54	-103.25	68.12	42.94	33.89	5.53	14	-	-	-		
N/A	151	74	Egress	2023 DEC 11 08:38:53	2023 DEC 11 08:41:42	2023 DEC 11 08:50:37	704.00	-100.21	-99.63	-96.88	-6.77	-15.99	-43.16	6.14	14	-	-	-		
NOMAD	152	74	Ingress	2023 DEC 11 10:13:32	2023 DEC 11 10:21:43	2023 DEC 11 10:24:21	649.00	-143.55	-133.40	-132.11	68.45	43.96	35.37	5.52	1	6SUBD CO2 CO #34	Science: orders #121, #140, #146, #148, #169, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	152	74	Egress	2023 DEC 11 10:37:10	2023 DEC 11 10:39:51	2023 DEC 11 10:48:33	683.00	-128.82	-128.27	-125.57	-8.06	-16.82	-43.26	6.15	1	6SUBD CO2 H2O #11	Science: orders #121, #132, #148, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
NOMAD	153	74	Ingress	2023 DEC 11 12:11:20	2023 DEC 11 12:19:22	2023 DEC 11 12:21:52	632.00	-172.70	-162.28	-161.00	68.96	45.00	36.87	5.50	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	153	74	Egress	2023 DEC 11 12:35:31	2023 DEC 11 12:38:04	2023 DEC 11 12:46:36	665.00	-157.44	-156.91	-154.23	-9.41	-17.72	-43.58	6.16	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: UVIS off		
N/A	154	74	Ingress	2023 DEC 11 14:09:12	2023 DEC 11 14:17:04	2023 DEC 11 14:19:27	615.00	158.33	168.86	170.13	69.27	45.89	38.16	5.48	14	-	-	-		
N/A	154	74	Egress	2023 DEC 11 14:33:54	2023 DEC 11 14:36:20	2023 DEC 11 14:44:43	649.00	173.94	174.46	177.15	-10.86	-18.77	-44.11	6.17	14	-	-	-		
ACS	155	74	Ingress	2023 DEC 11 16:07:06	2023 DEC 11 16:14:49	2023 DEC 11 16:17:06	600.00	129.45	140.03	141.29	69.49	46.62	39.23	5.47	14	-	-	-		
ACS	155	74	Egress	2023 DEC 11 16:32:15	2023 DEC 11 16:34:36	2023 DEC 11 16:42:50	635.00	145.33	145.84	148.55	-12.28	-19.91	-44.73	6.18	14	-	-	-		
N/A	156	74	Ingress	2023 DEC 11 18:04:55	2023 DEC 11 18:12:30	2023 DEC 11 18:14:43	588.00	100.54	111.21	112.47	69.74	47.34	40.19	5.46	14	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
N/A	156	74	Egress	2023 DEC 11 18:30:31	2023 DEC 11 18:32:47	2023 DEC 11 18:40:54	623.00	116.72	117.22	119.94	-13.51	-20.85	-45.27	6.19	14	-	-	-	&daysideMatch:ASCRAEUS MONS; 	
NOMAD	157	74	Ingress	2023 DEC 11 20:02:40	2023 DEC 11 20:10:08	2023 DEC 11 20:12:16	576.00	71.52	82.38	83.65	70.10	48.12	41.25	5.45	1	6SUBD CO2 #19	Science: orders #123, #132, #142, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:OLYMPUS MONS; 	
NOMAD	157	74	Egress	2023 DEC 11 20:28:39	2023 DEC 11 20:30:50	2023 DEC 11 20:38:49	610.00	88.11	88.59	91.29	-14.49	-21.54	-45.50	6.20	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 135 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: UVIS off	&daysideMatch:OLYMPUS MONS; 	
ACS	158	74	Ingress	2023 DEC 11 22:00:27	2023 DEC 11 22:07:48	2023 DEC 11 22:09:52	565.00	42.44	53.53	54.80	70.49	48.93	42.30	5.43	14	-	-	-		
ACS	158	74	Egress	2023 DEC 11 22:26:47	2023 DEC 11 22:28:54	2023 DEC 11 22:36:45	598.00	59.47	59.94	62.61	-15.32	-22.15	-45.64	6.20	14	-	-	-		
NOMAD	159	74	Ingress	2023 DEC 11 23:58:20	2023 DEC 12 00:05:34	2023 DEC 12 00:07:35	555.00	13.52	24.69	25.97	70.72	49.58	43.13	5.42	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
