Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	74	Nightside	2023 NOV 29 00:28:35	2023 NOV 29 00:58:12	2023 NOV 29 01:27:49	3553.90	62.78	91.15	-131.37	-62.97	23.48	62.70	99.67	19.02	14	-	-	-		
1	74	Dayside	2023 NOV 29 01:27:49	2023 NOV 29 01:57:14	2023 NOV 29 02:26:39	3529.85	-131.37	-103.66	34.60	62.70	-22.36	-62.39	80.42	6.99	14	-		COP row -1: 		
2	74	Nightside	2023 NOV 29 02:26:39	2023 NOV 29 02:56:17	2023 NOV 29 03:25:56	3557.20	34.60	62.40	-159.51	-62.39	24.20	62.04	99.47	19.02	14	-	-	-		
2	74	Dayside	2023 NOV 29 03:25:56	2023 NOV 29 03:55:24	2023 NOV 29 04:24:52	3535.77	-159.51	-132.37	6.64	62.04	-23.22	-61.47	80.60	6.99	14	-		COP row -1: 		
3	74	Nightside	2023 NOV 29 04:24:52	2023 NOV 29 04:54:32	2023 NOV 29 05:24:13	3561.05	6.64	33.73	172.57	-61.47	25.21	61.04	99.30	19.03	14	-	-	-		
3	74	Dayside	2023 NOV 29 05:24:13	2023 NOV 29 05:53:40	2023 NOV 29 06:23:07	3533.93	172.57	-161.07	-21.43	61.04	-24.26	-60.63	80.80	7.00	14	-		COP row -1: 		
4	74	Nightside	2023 NOV 29 06:23:07	2023 NOV 29 06:52:48	2023 NOV 29 07:22:29	3562.78	-21.43	5.01	144.50	-60.63	26.11	60.15	99.10	19.03	14	-	-	-		
4	74	Dayside	2023 NOV 29 07:22:29	2023 NOV 29 07:51:55	2023 NOV 29 08:21:20	3530.53	144.50	170.18	-49.61	60.15	-25.18	-59.88	81.02	7.00	14	-		COP row -1: 	&mroOverlap; 	
5	74	Nightside	2023 NOV 29 08:21:20	2023 NOV 29 08:51:01	2023 NOV 29 09:20:42	3561.98	-49.61	-23.78	116.25	-59.88	26.89	59.48	98.88	19.03	14	-	-	-		
5	74	Dayside	2023 NOV 29 09:20:42	2023 NOV 29 09:50:06	2023 NOV 29 10:19:30	3528.05	116.25	141.38	-77.87	59.48	-25.91	-59.24	81.24	7.00	14	-		COP row -1: 	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
6	74	Nightside	2023 NOV 29 10:19:30	2023 NOV 29 10:49:09	2023 NOV 29 11:18:49	3559.03	-77.87	-52.60	87.88	-59.24	27.55	58.99	98.64	19.02	14	-	-	-		
6	74	Dayside	2023 NOV 29 11:18:49	2023 NOV 29 11:48:13	2023 NOV 29 12:17:36	3527.32	87.88	112.56	-106.19	58.99	-26.50	-58.67	81.46	6.99	14	-		COP row -1: 		
7	74	Nightside	2023 NOV 29 12:17:36	2023 NOV 29 12:47:15	2023 NOV 29 13:16:53	3557.25	-106.19	-81.40	59.53	-58.67	28.17	58.48	98.42	19.02	14	-	-	-		
7	74	Dayside	2023 NOV 29 13:16:53	2023 NOV 29 13:46:18	2023 NOV 29 14:15:42	3528.21	59.53	83.78	-134.49	58.48	-27.14	-58.06	81.67	6.99	14	-		COP row -1: 	&daysideMatch:PERSEVERANCE; 	
8	74	Nightside	2023 NOV 29 14:15:42	2023 NOV 29 14:45:23	2023 NOV 29 15:15:05	3563.24	-134.49	-110.11	31.40	-58.06	28.98	57.56	98.24	19.02	14	-	-	-		
8	74	Dayside	2023 NOV 29 15:15:05	2023 NOV 29 15:44:30	2023 NOV 29 16:13:55	3530.30	31.40	55.14	-162.60	57.56	-28.21	-57.06	81.85	7.00	14	-		COP row -1: 		
9	74	Nightside	2023 NOV 29 16:13:55	2023 NOV 29 16:43:41	2023 NOV 29 17:13:26	3570.95	-162.60	-138.72	3.39	-57.06	30.14	56.30	98.06	19.03	3	-	-	-		
9	74	Dayside	2023 NOV 29 17:13:26	2023 NOV 29 17:42:52	2023 NOV 29 18:12:19	3532.40	3.39	26.57	169.40	56.30	-29.55	-55.74	82.02	7.01	3	Surface Ice 2SUBD #1	Science: orders #132, #133, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
10	74	Nightside	2023 NOV 29 18:12:19	2023 NOV 29 18:42:03	2023 NOV 29 19:11:47	3568.70	169.40	-167.31	-24.75	-55.74	31.44	55.18	97.87	19.05	14	-	-	-		
10	74	Dayside	2023 NOV 29 19:11:47	2023 NOV 29 19:41:14	2023 NOV 29 20:10:41	3533.36	-24.75	-2.07	141.25	55.18	-30.72	-54.59	82.21	7.02	14	-		COP row -1: 		
11	74	Nightside	2023 NOV 29 20:10:41	2023 NOV 29 20:40:23	2023 NOV 29 21:10:05	3564.71	141.25	164.04	-52.99	-54.59	32.56	54.21	97.67	19.06	14	-	-	-		
11	74	Dayside	2023 NOV 29 21:10:05	2023 NOV 29 21:39:31	2023 NOV 29 22:08:57	3531.82	-52.99	-30.78	112.95	54.21	-31.70	-53.72	82.42	7.03	14	-		COP row -1: 		
12	74	Nightside	2023 NOV 29 22:08:57	2023 NOV 29 22:38:38	2023 NOV 29 23:08:20	3562.56	112.95	135.33	-81.30	-53.72	33.47	53.36	97.47	19.06	14	-	-	-		
12	74	Dayside	2023 NOV 29 23:08:20	2023 NOV 29 23:37:44	2023 NOV 30 00:07:08	3528.34	-81.30	-59.52	84.58	53.36	-32.57	-53.00	82.65	7.03	14	-		COP row -1: 		
13	74	Nightside	2023 NOV 30 00:07:08	2023 NOV 30 00:36:50	2023 NOV 30 01:06:31	3563.34	84.58	106.60	-109.64	-53.00	34.29	52.54	97.26	19.07	14	-	-	-		
13	74	Dayside	2023 NOV 30 01:06:31	2023 NOV 30 01:35:55	2023 NOV 30 02:05:18	3526.96	-109.64	-88.21	56.27	52.54	-33.48	-52.13	82.85	7.04	14	-		COP row -1: 		
14	74	Nightside	2023 NOV 30 02:05:18	2023 NOV 30 02:35:02	2023 NOV 30 03:04:45	3567.03	56.27	77.96	-137.91	-52.13	35.30	51.53	97.06	19.07	14	-	-	-		
14	74	Dayside	2023 NOV 30 03:04:45	2023 NOV 30 03:34:12	2023 NOV 30 04:03:39	3533.35	-137.91	-116.75	28.12	51.53	-34.72	-50.74	83.01	7.05	14	-		COP row -1: 	&daysideMatch:ARSIA MONS; 	
15	74	Nightside	2023 NOV 30 04:03:39	2023 NOV 30 04:33:25	2023 NOV 30 05:03:11	3571.87	28.12	49.53	-166.04	-50.74	36.77	50.02	96.91	19.10	14	-	-	-		
15	74	Dayside	2023 NOV 30 05:03:11	2023 NOV 30 05:32:38	2023 NOV 30 06:02:06	3535.69	-166.04	-145.17	-0.03	50.02	-36.30	-49.20	83.16	7.08	14	-		COP row -1: 		
16	74	Nightside	2023 NOV 30 06:02:06	2023 NOV 30 06:31:54	2023 NOV 30 07:01:42	3575.32	-0.03	21.14	165.83	-49.20	38.34	48.35	96.77	19.13	14	-	-	-		
16	74	Dayside	2023 NOV 30 07:01:42	2023 NOV 30 07:31:08	2023 NOV 30 08:00:34	3532.35	165.83	-173.59	-28.24	48.35	-37.93	-47.73	83.33	7.11	14	-		COP row -1: 		
17	74	Nightside	2023 NOV 30 08:00:34	2023 NOV 30 08:30:22	2023 NOV 30 09:00:10	3575.82	-28.24	-7.31	137.58	-47.73	39.80	46.89	96.59	19.15	14	-	-	-		
17	74	Dayside	2023 NOV 30 09:00:10	2023 NOV 30 09:29:34	2023 NOV 30 09:58:59	3529.20	137.58	157.94	-56.52	46.89	-39.40	-46.33	83.52	7.13	14	-		COP row -1: 		
18	74	Nightside	2023 NOV 30 09:58:59	2023 NOV 30 10:28:46	2023 NOV 30 10:58:33	3573.72	-56.52	-35.82	109.24	-46.33	41.15	45.66	96.38	19.17	14	-	-	-		
18	74	Dayside	2023 NOV 30 10:58:33	2023 NOV 30 11:27:56	2023 NOV 30 11:57:20	3527.43	109.24	129.43	-84.83	45.66	-40.69	-45.04	83.72	7.15	14	-		COP row -1: 		
19	74	Nightside	2023 NOV 30 11:57:20	2023 NOV 30 12:27:06	2023 NOV 30 12:56:51	3571.03	-84.83	-64.33	80.87	-45.04	42.40	44.51	96.18	19.19	14	-	-	-		
19	74	Dayside	2023 NOV 30 12:56:51	2023 NOV 30 13:26:15	2023 NOV 30 13:55:39	3527.91	80.87	100.93	-113.17	44.51	-41.94	-43.76	83.90	7.17	14	-		COP row -1: 		
20	74	Nightside	2023 NOV 30 13:55:39	2023 NOV 30 14:25:26	2023 NOV 30 14:55:12	3573.21	-113.17	-92.73	52.57	-43.76	43.75	43.08	96.01	19.22	3	-	-	-		
20	74	Dayside	2023 NOV 30 14:55:12	2023 NOV 30 15:24:37	2023 NOV 30 15:54:03	3530.33	52.57	72.63	-141.46	43.08	-43.48	-42.21	84.05	7.20	3	Ice CO 2SUBD #2	Science: orders #193, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
21	74	Nightside	2023 NOV 30 15:54:03	2023 NOV 30 16:23:54	2023 NOV 30 16:53:46	3583.55	-141.46	-120.88	24.36	-42.21	45.47	41.09	95.89	19.26	14	-	-	-		
21	74	Dayside	2023 NOV 30 16:53:46	2023 NOV 30 17:23:13	2023 NOV 30 17:52:39	3532.71	24.36	44.62	-169.67	41.09	-45.52	-40.12	84.17	7.26	14	-		COP row -1: 		
22	74	Nightside	2023 NOV 30 17:52:39	2023 NOV 30 18:22:32	2023 NOV 30 18:52:26	3586.90	-169.67	-148.82	-3.88	-40.12	47.51	38.98	95.77	19.32	14	-	-	-		
22	74	Dayside	2023 NOV 30 18:52:26	2023 NOV 30 19:21:53	2023 NOV 30 19:51:20	3534.57	-3.88	16.70	162.09	38.98	-47.61	-37.91	84.29	7.32	14	-		COP row -1: 		
23	74	Nightside	2023 NOV 30 19:51:20	2023 NOV 30 20:21:12	2023 NOV 30 20:51:04	3583.29	162.09	-176.71	-32.19	-37.91	49.54	37.01	95.63	19.39	14	-	-	-		
23	74	Dayside	2023 NOV 30 20:51:04	2023 NOV 30 21:20:31	2023 NOV 30 21:49:58	3534.31	-32.19	-11.27	133.76	37.01	-49.53	-35.95	84.44	7.38	14	-		COP row -1: 		
24	74	Nightside	2023 NOV 30 21:49:58	2023 NOV 30 22:19:48	2023 NOV 30 22:49:39	3580.74	133.76	155.37	-60.54	-35.95	51.40	35.12	95.48	19.45	14	-	-	-		
24	74	Dayside	2023 NOV 30 22:49:39	2023 NOV 30 23:19:04	2023 NOV 30 23:48:30	3530.92	-60.54	-39.27	105.37	35.12	-51.32	-34.22	84.61	7.44	14	-		COP row -1: 		
25	74	Nightside	2023 NOV 30 23:48:30	2023 DEC 01 00:18:20	2023 DEC 01 00:48:10	3580.10	105.37	127.42	-88.92	-34.22	53.09	33.33	95.32	19.51	14	-	-	-		
25	74	Dayside	2023 DEC 01 00:48:10	2023 DEC 01 01:17:34	2023 DEC 01 01:46:58	3528.32	-88.92	-67.18	76.98	33.33	-53.07	-32.47	84.77	7.50	14	-		COP row -1: 	&mroOverlap; 	
26	74	Nightside	2023 DEC 01 01:46:58	2023 DEC 01 02:16:50	2023 DEC 01 02:46:42	3583.64	76.98	99.64	-117.29	-32.47	54.84	31.40	95.17	19.58	14	-	-	-		
26	74	Dayside	2023 DEC 01 02:46:42	2023 DEC 01 03:16:07	2023 DEC 01 03:45:33	3531.67	-117.29	-94.71	48.65	31.40	-55.05	-30.26	84.88	7.59	14	-		COP row -1: 		
27	74	Nightside	2023 DEC 01 03:45:33	2023 DEC 01 04:15:28	2023 DEC 01 04:45:22	3588.92	48.65	72.37	-145.63	-30.26	56.95	29.06	95.07	19.69	14	-	-	-		
27	74	Dayside	2023 DEC 01 04:45:22	2023 DEC 01 05:14:51	2023 DEC 01 05:44:19	3537.20	-145.63	-121.72	20.33	29.06	-57.37	-27.69	84.94	7.71	14	-		COP row -1: 		
28	74	Nightside	2023 DEC 01 05:44:19	2023 DEC 01 06:14:16	2023 DEC 01 06:44:13	3593.87	20.33	45.69	-173.95	-27.69	59.32	26.31	95.03	19.84	14	-	-	-		
28	74	Dayside	2023 DEC 01 06:44:13	2023 DEC 01 07:13:41	2023 DEC 01 07:43:09	3535.64	-173.95	-148.30	-8.03	26.31	-59.85	-25.10	85.02	7.87	14	-		COP row -1: 		
29	74	Nightside	2023 DEC 01 07:43:09	2023 DEC 01 08:13:07	2023 DEC 01 08:43:05	3596.39	-8.03	19.28	157.69	-25.10	61.64	23.60	94.96	20.01	14	-	-	-		
29	74	Dayside	2023 DEC 01 08:43:05	2023 DEC 01 09:12:32	2023 DEC 01 09:41:59	3533.54	157.69	-174.55	-36.41	23.60	-62.27	-22.47	85.11	8.05	14	-		COP row -1: 		
30	74	Nightside	2023 DEC 01 09:41:59	2023 DEC 01 10:11:57	2023 DEC 01 10:41:55	3595.70	-36.41	-6.83	129.29	-22.47	63.89	21.05	94.85	20.19	3	-	-	-		
30	74	Dayside	2023 DEC 01 10:41:55	2023 DEC 01 11:11:20	2023 DEC 01 11:40:46	3531.71	129.29	159.55	-64.81	21.05	-64.55	-19.87	85.22	8.25	3	Surface Ice 3SUBD #3	Science: orders #193, #132, #133, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&mroOverlap; 	
