S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2026 JUN 06 06:15:00,-71.3057,-166.0911,253.0488,15.0336,55.3752,1.6603e-14,55.3752
TGO,2026 JUN 06 06:15:00,-71.3547,-166.2354,381.1937,15.0242,55.3677,0.82395,55.3288

MRO,2026 JUN 07 19:39:00,-71.6206,8.1082,254.875,15.0344,55.751,1.1713e-14,55.751
TGO,2026 JUN 07 19:36:00,-72.7846,9.4368,380.5997,15.0744,56.5891,1.4968,56.7784

MRO,2026 JUN 08 01:15:00,-73.7886,-72.2647,252.0018,15.1247,57.3857,5.0289e-14,57.3857
TGO,2026 JUN 08 01:30:00,-73.3026,-73.9887,378.7529,15.2531,57.5459,0.23682,57.6346

MRO,2026 JUN 20 12:27:00,-74.9915,-119.3647,251.7763,15.0967,59.7176,1.2919e-14,59.7176
TGO,2026 JUN 20 12:15:00,-75.8521,-117.5975,381.8013,15.0197,60.0294,0.36096,60.075

MRO,2026 JUN 20 18:03:00,-77.2316,160.2673,251.7447,15.1875,61.3718,1.6905e-14,61.3718
TGO,2026 JUN 20 18:09:00,-75.8596,159.8461,379.3319,15.2569,60.7482,0.36818,60.802

MRO,2026 JUN 28 16:48:00,-73.8523,-106.449,250.8352,15.0117,60.0241,3.1845e-14,60.0241
TGO,2026 JUN 28 16:48:00,-74.0736,-105.0998,380.6209,15.1017,60.4488,1.4584,59.2186

