Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	90	Nightside	2025 FEB 15 14:50:57	2025 FEB 15 15:20:21	2025 FEB 15 15:49:45	3527.87	151.49	-77.33	-42.97	-67.51	-16.37	67.55	178.79	23.94	14	-	-	-		
1	90	Dayside	2025 FEB 15 15:49:45	2025 FEB 15 16:19:18	2025 FEB 15 16:48:51	3545.86	-42.97	87.80	122.56	67.55	17.91	-67.57	1.52	11.91	14	-		COP row -1: 		
2	90	Nightside	2025 FEB 15 16:48:51	2025 FEB 15 17:18:14	2025 FEB 15 17:47:38	3526.54	122.56	-106.22	-71.84	-67.57	-16.33	67.59	178.61	23.93	3	-	-	-		
2	90	Dayside	2025 FEB 15 17:47:38	2025 FEB 15 18:17:10	2025 FEB 15 18:46:43	3545.01	-71.84	58.91	93.72	67.59	17.85	-67.61	1.67	11.89	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
3	90	Nightside	2025 FEB 15 18:46:43	2025 FEB 15 19:16:07	2025 FEB 15 19:45:31	3528.15	93.72	-135.13	-100.61	-67.61	-16.31	67.60	178.43	23.91	14	-	-	-		
3	90	Dayside	2025 FEB 15 19:45:31	2025 FEB 15 20:15:04	2025 FEB 15 20:44:37	3545.74	-100.61	29.98	64.96	67.60	17.79	-67.61	1.86	11.88	14	-		COP row -1: 		
4	90	Nightside	2025 FEB 15 20:44:37	2025 FEB 15 21:14:01	2025 FEB 15 21:43:26	3529.86	64.96	-164.07	-129.39	-67.61	-16.25	67.61	178.20	23.90	1	-	-	-		
4	90	Dayside	2025 FEB 15 21:43:26	2025 FEB 15 22:13:00	2025 FEB 15 22:42:34	3547.84	-129.39	1.02	36.17	67.61	17.76	-67.62	2.08	11.86	1	-		COP row -1: 		
5	90	Nightside	2025 FEB 15 22:42:34	2025 FEB 15 23:11:59	2025 FEB 15 23:41:23	3529.24	36.17	166.97	-158.24	-67.62	-16.19	67.64	177.95	23.88	14	-	-	-		
5	90	Dayside	2025 FEB 15 23:41:23	2025 FEB 16 00:10:58	2025 FEB 16 00:40:33	3549.38	-158.24	-27.92	7.29	67.64	17.72	-67.66	2.29	11.84	14	-		COP row -1: 		
6	90	Nightside	2025 FEB 16 00:40:33	2025 FEB 16 01:09:57	2025 FEB 16 01:39:21	3527.70	7.29	138.02	172.85	-67.66	-16.16	67.69	177.73	23.86	1	-	-	-		
6	90	Dayside	2025 FEB 16 01:39:21	2025 FEB 16 02:08:55	2025 FEB 16 02:38:30	3549.20	172.85	-56.85	-21.68	67.69	17.65	-67.72	2.48	11.83	1	CH4 3SUBD 01	Science: orders #134, #136, #168, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
7	90	Nightside	2025 FEB 16 02:38:30	2025 FEB 16 03:07:53	2025 FEB 16 03:37:16	3526.32	-21.68	109.10	143.90	-67.72	-16.15	67.75	177.54	23.85	14	-	-	-		
7	90	Dayside	2025 FEB 16 03:37:16	2025 FEB 16 04:06:50	2025 FEB 16 04:36:23	3547.40	143.90	-85.75	-50.64	67.75	17.60	-67.78	2.67	11.81	14	-		COP row -1: 		
8	90	Nightside	2025 FEB 16 04:36:23	2025 FEB 16 05:05:46	2025 FEB 16 05:35:09	3525.64	-50.64	80.21	114.98	-67.78	-16.11	67.80	177.34	23.83	1	-	-	-		
8	90	Dayside	2025 FEB 16 05:35:09	2025 FEB 16 06:04:42	2025 FEB 16 06:34:15	3546.16	114.98	-114.65	-79.46	67.80	17.58	-67.81	2.87	11.80	1	-		COP row -1: 	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
9	90	Nightside	2025 FEB 16 06:34:15	2025 FEB 16 07:03:38	2025 FEB 16 07:33:01	3526.12	-79.46	51.31	86.17	-67.81	-16.04	67.82	177.12	23.82	1	-	-	-		
9	90	Dayside	2025 FEB 16 07:33:01	2025 FEB 16 08:02:35	2025 FEB 16 08:32:09	3547.80	86.17	-143.57	-108.20	67.82	17.54	-67.81	3.08	11.79	1	-		COP row -1: 		
10	90	Nightside	2025 FEB 16 08:32:09	2025 FEB 16 09:01:33	2025 FEB 16 09:30:57	3528.00	-108.20	22.37	57.44	-67.81	-16.00	67.81	176.89	23.80	14	-	-	-		
10	90	Dayside	2025 FEB 16 09:30:57	2025 FEB 16 10:00:31	2025 FEB 16 10:30:06	3548.61	57.44	-172.52	-137.02	67.81	17.46	-67.83	3.31	11.77	14	-		COP row -1: 		
11	90	Nightside	2025 FEB 16 10:30:06	2025 FEB 16 10:59:31	2025 FEB 16 11:28:55	3529.44	-137.02	-6.59	28.62	-67.83	-15.99	67.83	176.66	23.79	1	-	-	-		
11	90	Dayside	2025 FEB 16 11:28:55	2025 FEB 16 11:58:29	2025 FEB 16 12:28:03	3547.98	28.62	158.52	-165.90	67.83	17.40	-67.86	3.55	11.75	1	-		COP row -1: 		
12	90	Nightside	2025 FEB 16 12:28:03	2025 FEB 16 12:57:28	2025 FEB 16 13:26:53	3529.80	-165.90	-35.54	-0.31	-67.86	-15.94	67.88	176.43	23.77	3	-	-	-		
12	90	Dayside	2025 FEB 16 13:26:53	2025 FEB 16 13:56:26	2025 FEB 16 14:26:00	3546.75	-0.31	129.58	165.17	67.88	17.39	-67.91	3.77	11.74	3	Surface Ice 6SUBD 01	Science: orders #199, #198, #194, #193, #187, #186, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
13	90	Nightside	2025 FEB 16 14:26:00	2025 FEB 16 14:55:24	2025 FEB 16 15:24:49	3528.89	165.17	-64.46	-29.29	-67.91	-15.87	67.95	176.20	23.76	1	-	-	-		
13	90	Dayside	2025 FEB 16 15:24:49	2025 FEB 16 15:54:22	2025 FEB 16 16:23:54	3545.74	-29.29	100.67	136.23	67.95	17.38	-67.97	3.98	11.72	1	-		COP row -1: 	&mroOverlap; 	
14	90	Nightside	2025 FEB 16 16:23:54	2025 FEB 16 16:53:18	2025 FEB 16 17:22:42	3527.45	136.23	-93.37	-58.22	-67.97	-15.82	68.00	175.99	23.74	14	-	-	-		
14	90	Dayside	2025 FEB 16 17:22:42	2025 FEB 16 17:52:14	2025 FEB 16 18:21:47	3544.75	-58.22	71.78	107.32	68.00	17.35	-68.01	4.17	11.71	14	-		COP row -1: 	&mroOverlap; 	
15	90	Nightside	2025 FEB 16 18:21:47	2025 FEB 16 18:51:10	2025 FEB 16 19:20:34	3527.57	107.32	-122.26	-87.02	-68.01	-15.80	68.02	175.79	23.73	47	-	-	COP row -1: 		
15	90	Dayside	2025 FEB 16 19:20:34	2025 FEB 16 19:50:07	2025 FEB 16 20:19:39	3544.85	-87.02	42.87	78.55	68.02	17.27	-68.02	4.39	11.69	47	-		COP row -1: 	&trueNightLimb; 	
16	90	Nightside	2025 FEB 16 20:19:39	2025 FEB 16 20:49:04	2025 FEB 16 21:18:29	3529.91	78.55	-151.19	-115.77	-68.02	-15.76	68.02	175.56	23.71	1	-	-	-		
16	90	Dayside	2025 FEB 16 21:18:29	2025 FEB 16 21:48:02	2025 FEB 16 22:17:36	3546.67	-115.77	13.91	49.81	68.02	17.23	-68.02	4.63	11.68	1	-		COP row -1: 		
17	90	Nightside	2025 FEB 16 22:17:36	2025 FEB 16 22:47:01	2025 FEB 16 23:16:26	3530.13	49.81	179.85	-144.59	-68.02	-15.70	68.04	175.30	23.70	1	-	-	-		
17	90	Dayside	2025 FEB 16 23:16:26	2025 FEB 16 23:46:00	2025 FEB 17 00:15:34	3548.59	-144.59	-15.04	20.96	68.04	17.20	-68.04	4.87	11.66	1	-		COP row -1: 		
18	90	Nightside	2025 FEB 17 00:15:34	2025 FEB 17 00:44:59	2025 FEB 17 01:14:23	3528.83	20.96	150.89	-173.48	-68.04	-15.65	68.07	175.06	23.68	14	-	-	-		
18	90	Dayside	2025 FEB 17 01:14:23	2025 FEB 17 01:43:58	2025 FEB 17 02:13:32	3549.33	-173.48	-43.98	-8.00	68.07	17.15	-68.10	5.09	11.64	14	-		COP row -1: 		
19	90	Nightside	2025 FEB 17 02:13:32	2025 FEB 17 02:42:56	2025 FEB 17 03:12:20	3527.22	-8.00	121.96	157.57	-68.10	-15.64	68.12	174.85	23.66	1	-	-	-		
19	90	Dayside	2025 FEB 17 03:12:20	2025 FEB 17 03:41:54	2025 FEB 17 04:11:28	3548.15	157.57	-72.90	-36.98	68.12	17.10	-68.16	5.30	11.63	1	-		COP row -1: 		
20	90	Nightside	2025 FEB 17 04:11:28	2025 FEB 17 04:40:51	2025 FEB 17 05:10:14	3526.14	-36.98	93.05	128.62	-68.16	-15.63	68.18	174.65	23.65	14	-	-	-		
20	90	Dayside	2025 FEB 17 05:10:14	2025 FEB 17 05:39:47	2025 FEB 17 06:09:20	3546.14	128.62	-101.80	-65.89	68.18	17.07	-68.20	5.51	11.62	14	-		COP row -1: 		
21	90	Nightside	2025 FEB 17 06:09:20	2025 FEB 17 06:38:43	2025 FEB 17 07:08:06	3525.95	-65.89	64.16	99.74	-68.20	-15.56	68.22	174.44	23.64	1	-	-	-		
21	90	Dayside	2025 FEB 17 07:08:06	2025 FEB 17 07:37:39	2025 FEB 17 08:07:13	3546.52	99.74	-130.71	-94.65	68.22	17.06	-68.21	5.72	11.60	1	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
22	90	Nightside	2025 FEB 17 08:07:13	2025 FEB 17 08:36:36	2025 FEB 17 09:06:00	3527.17	-94.65	35.24	70.99	-68.21	-15.49	68.22	174.20	23.62	14	-	-	-		
22	90	Dayside	2025 FEB 17 09:06:00	2025 FEB 17 09:35:34	2025 FEB 17 10:05:08	3548.39	70.99	-159.65	-123.43	68.22	17.00	-68.22	5.96	11.59	14	-		COP row -1: 		
23	90	Nightside	2025 FEB 17 10:05:08	2025 FEB 17 10:34:33	2025 FEB 17 11:03:57	3528.91	-123.43	6.29	42.22	-68.22	-15.48	68.22	173.97	23.60	1	-	-	-		
23	90	Dayside	2025 FEB 17 11:03:57	2025 FEB 17 11:33:31	2025 FEB 17 12:03:05	3548.25	42.22	171.40	-152.29	68.22	16.93	-68.24	6.20	11.57	1	-		COP row -1: 		
