Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	90	Ingress	2025 FEB 15 14:55:47	2025 FEB 15 14:58:44	2025 FEB 15 14:59:20	213.00	150.59	150.23	150.16	-67.19	-67.07	-67.05	14.76	14	-	-	-		
N/A	1	90	Egress	2025 FEB 15 15:40:40	2025 FEB 15 15:41:14	2025 FEB 15 15:43:54	194.00	-42.24	-42.29	-42.55	67.75	67.73	67.61	2.62	14	-	-	-		
N/A	2	90	Ingress	2025 FEB 15 16:53:40	2025 FEB 15 16:56:37	2025 FEB 15 16:57:13	213.00	121.78	121.49	121.44	-67.21	-67.07	-67.04	14.76	3	-	-	-		
N/A	2	90	Egress	2025 FEB 15 17:38:33	2025 FEB 15 17:39:07	2025 FEB 15 17:41:48	195.00	-71.36	-71.39	-71.57	67.86	67.83	67.69	2.59	3	-	-	-		
N/A	3	90	Ingress	2025 FEB 15 18:51:32	2025 FEB 15 18:54:29	2025 FEB 15 18:55:05	213.00	93.04	92.84	92.80	-67.21	-67.05	-67.01	14.76	14	-	-	-		
N/A	3	90	Egress	2025 FEB 15 19:36:26	2025 FEB 15 19:37:00	2025 FEB 15 19:39:41	195.00	-100.38	-100.40	-100.50	67.94	67.90	67.75	2.57	14	-	-	-		
NOMAD	4	90	Ingress	2025 FEB 15 20:49:28	2025 FEB 15 20:52:24	2025 FEB 15 20:53:00	212.00	64.42	64.30	64.28	-67.17	-66.99	-66.94	14.77	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	4	90	Egress	2025 FEB 15 21:34:21	2025 FEB 15 21:34:55	2025 FEB 15 21:37:35	194.00	-129.44	-129.43	-129.44	68.02	67.98	67.81	2.54	1	-	-	-		
N/A	5	90	Ingress	2025 FEB 15 22:47:25	2025 FEB 15 22:50:21	2025 FEB 15 22:50:57	212.00	35.77	35.73	35.74	-67.14	-66.93	-66.88	14.78	14	-	-	-		
ACS	5	90	Egress	2025 FEB 15 23:32:18	2025 FEB 15 23:32:52	2025 FEB 15 23:35:32	194.00	-158.56	-158.53	-158.46	68.12	68.08	67.88	2.52	14	-	-	-		
NOMAD	6	90	Ingress	2025 FEB 16 00:45:24	2025 FEB 16 00:48:20	2025 FEB 16 00:48:56	212.00	7.01	7.06	7.08	-67.14	-66.90	-66.85	14.78	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	6	90	Egress	2025 FEB 16 01:30:15	2025 FEB 16 01:30:49	2025 FEB 16 01:33:30	195.00	172.27	172.32	172.48	68.23	68.18	67.96	2.49	1	-	-	-		
N/A	7	90	Ingress	2025 FEB 16 02:43:21	2025 FEB 16 02:46:17	2025 FEB 16 02:46:53	212.00	-21.84	-21.71	-21.68	-67.17	-66.91	-66.85	14.78	14	-	-	-		
ACS	7	90	Egress	2025 FEB 16 03:28:12	2025 FEB 16 03:28:46	2025 FEB 16 03:31:27	195.00	143.07	143.14	143.38	68.34	68.29	68.05	2.46	14	-	-	-		
NOMAD	8	90	Ingress	2025 FEB 16 04:41:13	2025 FEB 16 04:44:10	2025 FEB 16 04:44:46	213.00	-50.68	-50.48	-50.42	-67.20	-66.92	-66.85	14.77	1	6SUBD CO2 #24	Science: orders #186, #190, #132, #148, #155, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	8	90	Egress	2025 FEB 16 05:26:05	2025 FEB 16 05:26:39	2025 FEB 16 05:29:20	195.00	113.88	113.97	114.30	68.45	68.40	68.14	2.42	1	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	9	90	Ingress	2025 FEB 16 06:39:04	2025 FEB 16 06:42:01	2025 FEB 16 06:42:37	213.00	-79.38	-79.10	-79.03	-67.19	-66.88	-66.81	14.78	1	-	-	-		
NOMAD	9	90	Egress	2025 FEB 16 07:23:56	2025 FEB 16 07:24:30	2025 FEB 16 07:27:11	195.00	84.80	84.91	85.33	68.54	68.48	68.20	2.40	1	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	10	90	Ingress	2025 FEB 16 08:37:00	2025 FEB 16 08:39:57	2025 FEB 16 08:40:33	213.00	-107.99	-107.63	-107.54	-67.15	-66.81	-66.74	14.79	14	-	-	-		
N/A	10	90	Egress	2025 FEB 16 09:21:52	2025 FEB 16 09:22:26	2025 FEB 16 09:25:07	195.00	55.79	55.92	56.43	68.60	68.53	68.24	2.38	14	-	-	-		
N/A	11	90	Ingress	2025 FEB 16 10:34:59	2025 FEB 16 10:37:55	2025 FEB 16 10:38:31	212.00	-136.67	-136.23	-136.12	-67.13	-66.76	-66.68	14.79	1	-	-	-		
NOMAD	11	90	Egress	2025 FEB 16 11:19:50	2025 FEB 16 11:20:24	2025 FEB 16 11:23:05	195.00	26.68	26.83	27.44	68.68	68.61	68.30	2.35	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	12	90	Ingress	2025 FEB 16 12:32:57	2025 FEB 16 12:35:53	2025 FEB 16 12:36:29	212.00	-165.41	-164.89	-164.77	-67.13	-66.73	-66.65	14.80	3	-	-	-		
