Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2024 FEB 17 14:03:42,2024 FEB 17 16:01:35,7073,2024 FEB 17 14:01:42,2024 FEB 17 15:00:37,3535,2024 FEB 17 15:00:38,2024 FEB 17 15:59:35,3537,37.2224,2024 FEB 17 15:30:24
1,1,2,2024 FEB 17 16:01:36,2024 FEB 17 17:59:32,7076,2024 FEB 17 15:59:36,2024 FEB 17 16:58:33,3537,2024 FEB 17 16:58:34,2024 FEB 17 17:57:32,3538,36.9729,2024 FEB 17 17:28:20
3,3,3,2024 FEB 17 17:59:33,2024 FEB 17 19:57:30,7077,2024 FEB 17 17:57:33,2024 FEB 17 18:56:31,3538,2024 FEB 17 18:56:32,2024 FEB 17 19:55:30,3538,36.7166,2024 FEB 17 19:26:18
1,1,4,2024 FEB 17 19:57:31,2024 FEB 17 21:55:28,7077,2024 FEB 17 19:55:31,2024 FEB 17 20:54:30,3539,2024 FEB 17 20:54:31,2024 FEB 17 21:53:28,3537,36.4681,2024 FEB 17 21:24:16
3,3,5,2024 FEB 17 21:55:29,2024 FEB 17 23:53:23,7074,2024 FEB 17 21:53:29,2024 FEB 17 22:52:28,3539,2024 FEB 17 22:52:29,2024 FEB 17 23:51:23,3534,36.2362,2024 FEB 17 23:22:14
1,1,6,2024 FEB 17 23:53:24,2024 FEB 18 01:51:17,7073,2024 FEB 17 23:51:24,2024 FEB 18 00:50:22,3538,2024 FEB 18 00:50:23,2024 FEB 18 01:49:17,3534,36.0129,2024 FEB 18 01:20:07
3,3,7,2024 FEB 18 01:51:18,2024 FEB 18 03:49:10,7072,2024 FEB 18 01:49:18,2024 FEB 18 02:48:15,3537,2024 FEB 18 02:48:16,2024 FEB 18 03:47:10,3534,35.7838,2024 FEB 18 03:17:59
1,1,8,2024 FEB 18 03:49:11,2024 FEB 18 05:47:06,7075,2024 FEB 18 03:47:11,2024 FEB 18 04:46:09,3538,2024 FEB 18 04:46:10,2024 FEB 18 05:45:06,3536,35.5389,2024 FEB 18 05:15:55
3,3,9,2024 FEB 18 05:47:07,2024 FEB 18 07:45:05,7078,2024 FEB 18 05:45:07,2024 FEB 18 06:44:07,3540,2024 FEB 18 06:44:08,2024 FEB 18 07:43:05,3537,35.2923,2024 FEB 18 07:13:54
1,1,10,2024 FEB 18 07:45:06,2024 FEB 18 09:43:05,7079,2024 FEB 18 07:43:06,2024 FEB 18 08:42:05,3539,2024 FEB 18 08:42:06,2024 FEB 18 09:41:05,3539,35.0439,2024 FEB 18 09:11:53
3,3,11,2024 FEB 18 09:43:06,2024 FEB 18 11:41:02,7076,2024 FEB 18 09:41:06,2024 FEB 18 10:40:03,3537,2024 FEB 18 10:40:04,2024 FEB 18 11:39:02,3538,34.8012,2024 FEB 18 11:09:50
1,1,12,2024 FEB 18 11:41:03,2024 FEB 18 13:38:55,7072,2024 FEB 18 11:39:03,2024 FEB 18 12:37:58,3535,2024 FEB 18 12:37:59,2024 FEB 18 13:36:55,3536,34.5729,2024 FEB 18 13:07:44
3,3,13,2024 FEB 18 13:38:56,2024 FEB 18 15:36:47,7071,2024 FEB 18 13:36:56,2024 FEB 18 14:35:52,3536,2024 FEB 18 14:35:53,2024 FEB 18 15:34:47,3534,34.3505,2024 FEB 18 15:05:38
1,1,14,2024 FEB 18 15:36:48,2024 FEB 18 17:34:43,7075,2024 FEB 18 15:34:48,2024 FEB 18 16:33:46,3538,2024 FEB 18 16:33:47,2024 FEB 18 17:32:43,3536,34.1107,2024 FEB 18 17:03:32
1,1,15,2024 FEB 18 17:34:44,2024 FEB 18 19:32:41,7077,2024 FEB 18 17:32:44,2024 FEB 18 18:31:43,3539,2024 FEB 18 18:31:44,2024 FEB 18 19:30:41,3537,33.855,2024 FEB 18 19:01:29
