Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	54	Ingress	2022 MAY 14 15:21:02	2022 MAY 14 15:23:44	2022 MAY 14 15:24:18	196.00	145.07	145.34	145.41	66.52	66.23	66.16	14.73	14	-	-	-		
N/A	1	54	Egress	2022 MAY 14 16:05:46	2022 MAY 14 16:06:22	2022 MAY 14 16:09:19	213.00	-51.08	-50.96	-50.48	-67.95	-67.88	-67.58	2.33	14	-	-	-		
NOMAD	2	54	Ingress	2022 MAY 14 17:18:54	2022 MAY 14 17:21:36	2022 MAY 14 17:22:10	196.00	116.28	116.63	116.72	66.53	66.22	66.15	14.72	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	2	54	Egress	2022 MAY 14 18:03:39	2022 MAY 14 18:04:15	2022 MAY 14 18:07:12	213.00	-80.18	-80.04	-79.46	-68.03	-67.96	-67.64	2.30	1	-	-	-		
N/A	3	54	Ingress	2022 MAY 14 19:16:49	2022 MAY 14 19:19:30	2022 MAY 14 19:20:04	195.00	87.62	88.04	88.15	66.51	66.17	66.10	14.73	14	-	-	-		
ACS	3	54	Egress	2022 MAY 14 20:01:32	2022 MAY 14 20:02:08	2022 MAY 14 20:05:05	213.00	-109.21	-109.04	-108.36	-68.10	-68.02	-67.68	2.28	14	-	-	-		
NOMAD	4	54	Ingress	2022 MAY 14 21:14:45	2022 MAY 14 21:17:26	2022 MAY 14 21:18:00	195.00	59.06	59.56	59.68	66.45	66.09	66.01	14.74	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	4	54	Egress	2022 MAY 14 21:59:27	2022 MAY 14 22:00:03	2022 MAY 14 22:02:59	212.00	-138.32	-138.13	-137.34	-68.18	-68.10	-67.74	2.25	1	-	-	-		
N/A	5	54	Ingress	2022 MAY 14 23:12:41	2022 MAY 14 23:15:23	2022 MAY 14 23:15:57	196.00	30.40	30.98	31.12	66.42	66.03	65.94	14.75	14	-	-	-		
ACS	5	54	Egress	2022 MAY 14 23:57:24	2022 MAY 14 23:58:00	2022 MAY 15 00:00:56	212.00	-167.51	-167.29	-166.39	-68.27	-68.19	-67.81	2.22	14	-	-	-		
NOMAD	6	54	Ingress	2022 MAY 15 01:10:39	2022 MAY 15 01:13:21	2022 MAY 15 01:13:55	196.00	1.64	2.30	2.45	66.42	66.01	65.91	14.75	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	6	54	Egress	2022 MAY 15 01:55:22	2022 MAY 15 01:55:58	2022 MAY 15 01:58:55	213.00	163.27	163.51	164.54	-68.37	-68.28	-67.88	2.19	1	-	-	-		
N/A	7	54	Ingress	2022 MAY 15 03:08:36	2022 MAY 15 03:11:18	2022 MAY 15 03:11:52	196.00	-27.18	-26.44	-26.27	66.45	66.01	65.91	14.75	1	-	-	-		
