Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	54	Nightside	2022 MAY 14 15:15:08	2022 MAY 14 15:44:42	2022 MAY 14 16:14:17	3548.27	144.89	-83.87	-49.66	67.24	18.23	-67.28	176.93	23.79	14	-	-	-		
1	54	Dayside	2022 MAY 14 16:14:17	2022 MAY 14 16:43:39	2022 MAY 14 17:13:01	3524.92	-49.66	82.09	115.95	-67.28	-16.75	67.29	3.07	11.81	14	-		COP row -1: 		
2	54	Nightside	2022 MAY 14 17:13:01	2022 MAY 14 17:42:35	2022 MAY 14 18:12:08	3546.82	115.95	-112.77	-78.50	67.29	18.21	-67.31	176.72	23.77	1	-	-	-		
2	54	Dayside	2022 MAY 14 18:12:08	2022 MAY 14 18:41:31	2022 MAY 14 19:10:54	3525.33	-78.50	53.19	87.13	-67.31	-16.68	67.32	3.31	11.79	1	Nominal 6SUBD #2	Science: orders #149, #134, #168, #121, #189, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
3	54	Nightside	2022 MAY 14 19:10:54	2022 MAY 14 19:40:28	2022 MAY 14 20:10:02	3548.33	87.13	-141.69	-107.25	67.32	18.18	-67.31	176.49	23.75	14	-	-	-		
3	54	Dayside	2022 MAY 14 20:10:02	2022 MAY 14 20:39:26	2022 MAY 14 21:08:49	3527.19	-107.25	24.26	58.40	-67.31	-16.64	67.31	3.55	11.77	14	-		COP row -1: 		
4	54	Nightside	2022 MAY 14 21:08:49	2022 MAY 14 21:38:24	2022 MAY 14 22:07:58	3549.30	58.40	-170.63	-136.06	67.31	18.10	-67.32	176.24	23.74	1	-	-	-		
4	54	Dayside	2022 MAY 14 22:07:58	2022 MAY 14 22:37:23	2022 MAY 14 23:06:47	3528.71	-136.06	-4.70	29.58	-67.32	-16.63	67.33	3.80	11.76	1	-		COP row -1: 		
5	54	Nightside	2022 MAY 14 23:06:47	2022 MAY 14 23:36:22	2022 MAY 15 00:05:56	3548.72	29.58	160.41	-164.95	67.33	18.04	-67.36	175.99	23.72	14	-	-	-		
5	54	Dayside	2022 MAY 15 00:05:56	2022 MAY 15 00:35:20	2022 MAY 15 01:04:45	3529.15	-164.95	-33.65	0.65	-67.36	-16.58	67.37	4.05	11.74	14	-		COP row -1: 		
6	54	Nightside	2022 MAY 15 01:04:45	2022 MAY 15 01:34:19	2022 MAY 15 02:03:53	3547.53	0.65	131.46	166.12	67.37	18.02	-67.40	175.75	23.70	1	-	-	-		
6	54	Dayside	2022 MAY 15 02:03:53	2022 MAY 15 02:33:17	2022 MAY 15 03:02:41	3528.31	166.12	-62.58	-28.33	-67.40	-16.52	67.44	4.30	11.72	1	Surface Ice 4SUBD 02	Science: orders #199, #189, #188, #187, with 195000us integration time (4 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
7	54	Nightside	2022 MAY 15 03:02:41	2022 MAY 15 03:32:14	2022 MAY 15 04:01:47	3546.48	-28.33	102.55	137.18	67.44	18.02	-67.46	175.53	23.69	1	-	-	-		
