THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, Nominal 6SUBD 01, 168
2, Nominal 6SUBD 02, 167
4, H2O 2SUBD 01, 167
6, HDO H2O 2SUBD 01, 169
9, HDO CO 3SUBD 01, 167
10, Nominal 4SUBD 01, 168
12, AER H2Oi 3SUBD 01, 169
14, AER H2Oi CO2i 4SUBD 01, 169
24, CH4 3SUBD 01, 168
27, CO 2SUBD 02, 167
32, Nominal 6SUBD 01, 168
34, Nominal 6SUBD 02, 167
36, H2O 2SUBD 01, 167
39, HDO H2O 2SUBD 01, 169
40, HDO CO 3SUBD 01, 167
43, Nominal 4SUBD 01, 168
44, AER H2Oi 3SUBD 01, 169
46, AER H2Oi CO2i 4SUBD 01, 169
56, CH4 3SUBD 01, 168
58, CO 2SUBD 02, 167
63, Nominal 6SUBD 01, 168
64, Nominal 6SUBD 02, 167
67, H2O 2SUBD 01, 167
68, HDO H2O 2SUBD 01, 169
71, HDO CO 3SUBD 01, 167
72, Nominal 4SUBD 01, 168
74, AER H2Oi 3SUBD 01, 169
76, AER H2Oi CO2i 4SUBD 01, 169
87, CH4 3SUBD 01, 168
89, CO 2SUBD 02, 167
94, Nominal 6SUBD 01, 168
96, Nominal 6SUBD 02, 167
98, H2O 2SUBD 01, 167
99, HDO H2O 2SUBD 01, 169
101, HDO CO 3SUBD 01, 167
103, Nominal 4SUBD 01, 168
104, AER H2Oi 3SUBD 01, 169
106, AER H2Oi CO2i 4SUBD 01, 169
117, CH4 3SUBD 01, 168
119, CO 2SUBD 02, 167
124, Nominal 6SUBD 01, 168
126, Nominal 6SUBD 02, 167
128, H2O 2SUBD 01, 167
129, HDO H2O 2SUBD 01, 169
131, HDO CO 3SUBD 01, 167
133, Nominal 4SUBD 01, 168
135, AER H2Oi 3SUBD 01, 169
138, AER H2Oi CO2i 4SUBD 01, 169
147, CH4 3SUBD 01, 168
149, CO 2SUBD 02, 167
154, Nominal 6SUBD 01, 168
156, Nominal 6SUBD 02, 167
158, H2O 2SUBD 01, 167
159, HDO H2O 2SUBD 01, 169
160, HDO CO 3SUBD 01, 167
162, Nominal 4SUBD 01, 168
164, AER H2Oi 3SUBD 01, 169
165, AER H2Oi CO2i 4SUBD 01, 169
177, CH4 3SUBD 01, 168
179, CO 2SUBD 02, 167
184, Nominal 6SUBD 01, 168
186, Nominal 6SUBD 02, 167
188, H2O 2SUBD 01, 167
190, HDO H2O 2SUBD 01, 169
192, HDO CO 3SUBD 01, 167
194, Nominal 4SUBD 01, 168
196, AER H2Oi 3SUBD 01, 169
198, AER H2Oi CO2i 4SUBD 01, 169
209, CH4 3SUBD 01, 168
210, CO 2SUBD 02, 167
216, Nominal 6SUBD 01, 168
218, Nominal 6SUBD 02, 167
220, H2O 2SUBD 01, 167
222, HDO H2O 2SUBD 01, 169
224, HDO CO 3SUBD 01, 167
226, Nominal 4SUBD 01, 168
228, AER H2Oi 3SUBD 01, 169
230, AER H2Oi CO2i 4SUBD 01, 169
242, CH4 3SUBD 01, 168
244, CO 2SUBD 02, 167
250, Nominal 6SUBD 01, 168
252, Nominal 6SUBD 02, 167
254, Nominal Nightside 01, 169
256, Nominal Nightside 01, 169
258, Nominal Nightside 01, 169
260, Nominal Nightside 01, 169
262, Nominal Limb 01, 169
264, Nominal Limb 01, 169
266, Nominal Limb 01, 169
268, Nominal Limb 01, 169
270, Nominal Limb 01, 169
272, H2O 2SUBD 01, 167
274, HDO H2O 2SUBD 01, 169
276, HDO CO 3SUBD 01, 167
278, Nominal 4SUBD 01, 168
280, AER H2Oi 3SUBD 01, 169
282, AER H2Oi CO2i 4SUBD 01, 169
294, CH4 3SUBD 01, 168
296, CO 2SUBD 02, 167
302, Nominal 6SUBD 01, 168
304, Nominal 6SUBD 02, 167
306, H2O 2SUBD 01, 167
308, HDO H2O 2SUBD 01, 169
310, HDO CO 3SUBD 01, 167
312, Nominal 4SUBD 01, 168
314, AER H2Oi 3SUBD 01, 169
316, AER H2Oi CO2i 4SUBD 01, 169
328, CH4 3SUBD 01, 168
330, CO 2SUBD 02, 167
336, Nominal 6SUBD 01, 168
338, Nominal 6SUBD 02, 167
