Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	69	Ingress	2023 JUL 08 15:23:26	2023 JUL 08 15:26:32	2023 JUL 08 15:27:09	223.00	-138.93	-133.93	-132.91	-61.76	-60.31	-59.97	14.23	3	-	-	-	&daysideMatch:CERBERUS FOSSAE; 	
N/A	1	69	Egress	2023 JUL 08 16:07:40	2023 JUL 08 16:08:16	2023 JUL 08 16:11:05	205.00	0.21	1.60	7.59	64.54	64.56	64.45	23.94	3	-	-	-	&daysideMatch:CERBERUS FOSSAE; 	
NOMAD	2	69	Ingress	2023 JUL 08 17:21:24	2023 JUL 08 17:24:30	2023 JUL 08 17:25:07	223.00	-167.70	-162.62	-161.59	-61.77	-60.31	-59.97	14.23	1	6SUBD CO2 CO #28	Science: orders #186, #185, #148, #132, #190, #155, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	2	69	Egress	2023 JUL 08 18:05:36	2023 JUL 08 18:06:12	2023 JUL 08 18:09:02	206.00	-29.09	-27.68	-21.56	64.53	64.55	64.46	23.90	1	-	-	-		
N/A	3	69	Ingress	2023 JUL 08 19:19:19	2023 JUL 08 19:22:25	2023 JUL 08 19:23:03	224.00	163.43	168.60	169.67	-61.81	-60.34	-59.98	14.22	14	-	-	-		
ACS	3	69	Egress	2023 JUL 08 20:03:30	2023 JUL 08 20:04:06	2023 JUL 08 20:06:56	206.00	-58.40	-56.98	-50.78	64.51	64.54	64.48	23.86	14	-	-	-		
NOMAD	4	69	Ingress	2023 JUL 08 21:17:11	2023 JUL 08 21:20:18	2023 JUL 08 21:20:56	225.00	134.55	139.82	140.92	-61.85	-60.36	-60.00	14.22	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	4	69	Egress	2023 JUL 08 22:01:22	2023 JUL 08 22:01:58	2023 JUL 08 22:04:48	206.00	-87.63	-86.19	-79.91	64.50	64.53	64.49	23.83	1	-	-	-		
N/A	5	69	Ingress	2023 JUL 08 23:15:04	2023 JUL 08 23:18:11	2023 JUL 08 23:18:49	225.00	105.78	111.12	112.23	-61.87	-60.36	-60.00	14.22	3	-	-	-	&mroOverlap; 	
ACS	5	69	Egress	2023 JUL 08 23:59:14	2023 JUL 08 23:59:50	2023 JUL 09 00:02:41	207.00	-116.75	-115.29	-108.89	64.48	64.53	64.50	23.80	3	-	-	-	&mroOverlap; 	
NOMAD	6	69	Ingress	2023 JUL 09 01:12:58	2023 JUL 09 01:16:05	2023 JUL 09 01:16:43	225.00	77.17	82.58	83.69	-61.85	-60.32	-59.95	14.23	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	6	69	Egress	2023 JUL 09 01:57:07	2023 JUL 09 01:57:43	2023 JUL 09 02:00:34	207.00	-145.89	-144.41	-137.92	64.47	64.52	64.51	23.77	1	-	-	-		
N/A	7	69	Ingress	2023 JUL 09 03:10:56	2023 JUL 09 03:14:03	2023 JUL 09 03:14:41	225.00	48.54	54.02	55.15	-61.83	-60.28	-59.90	14.24	1	-	-	-	&daysideMatch:MAWRTH VALLIS; 	
NOMAD	7	69	Egress	2023 JUL 09 03:55:03	2023 JUL 09 03:55:39	2023 JUL 09 03:58:30	207.00	-175.08	-173.58	-167.00	64.45	64.50	64.52	23.74	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:MAWRTH VALLIS; 	
ACS	8	69	Ingress	2023 JUL 09 05:08:55	2023 JUL 09 05:12:02	2023 JUL 09 05:12:40	225.00	19.80	25.36	26.50	-61.84	-60.27	-59.88	14.24	3	-	-	-	&mroOverlap; 	
N/A	8	69	Egress	2023 JUL 09 05:53:00	2023 JUL 09 05:53:36	2023 JUL 09 05:56:27	207.00	155.70	157.21	163.88	64.43	64.49	64.53	23.70	3	-	-	-	&mroOverlap; 	
N/A	9	69	Ingress	2023 JUL 09 07:06:53	2023 JUL 09 07:10:00	2023 JUL 09 07:10:38	225.00	-9.04	-3.40	-2.24	-61.87	-60.28	-59.89	14.24	14	-	-	-		
N/A	9	69	Egress	2023 JUL 09 07:50:56	2023 JUL 09 07:51:32	2023 JUL 09 07:54:24	208.00	126.47	128.00	134.78	64.41	64.47	64.53	23.67	14	-	-	-		
