Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,3,137,2026 MAR 25 18:45:28,2026 MAR 25 18:47:22,-10.1038,-158.6434,-16.0211,-157.1795,112.8253,112.8253,120.4302,115.3837,7.6058,2.5595,3.3414,3.4697
Region of residual magnetic field,2,1,138,2026 MAR 25 20:43:24,2026 MAR 25 20:45:22,-10.1038,172.3818,-16.2321,173.901,112.944,112.944,120.6616,115.421,7.7176,2.4779,3.3219,3.455
Region of residual magnetic field,3,1,149,2026 MAR 26 18:20:24,2026 MAR 26 18:22:54,-10.1041,-146.0479,-17.9184,-144.0975,112.8775,112.8776,122.9939,116.1482,10.1164,3.2715,3.1219,3.2922
Region of residual magnetic field,4,3,150,2026 MAR 26 20:18:21,2026 MAR 26 20:20:52,-10.1041,-175.009,-18.0104,-173.0282,112.7145,112.7145,123.2081,116.2619,10.4945,3.5484,3.1033,3.2764
Region of residual magnetic field,5,1,151,2026 MAR 26 22:16:17,2026 MAR 26 22:18:52,-10.1038,156.0201,-18.1999,158.0484,112.9458,112.944,123.429,116.3006,10.4832,3.3575,3.0842,3.2611
Region of residual magnetic field,6,3,162,2026 MAR 27 19:53:16,2026 MAR 27 19:56:20,-10.0988,-162.2989,-19.7042,-159.942,113.7299,112.8254,125.6175,117.0071,11.8882,4.1821,2.8908,3.0981
Region of residual magnetic field,7,1,163,2026 MAR 27 21:51:12,2026 MAR 27 21:54:19,-10.0983,168.7411,-19.8503,171.1235,114.0416,112.944,125.8255,117.0718,11.7839,4.1286,2.8722,3.0819
Region of residual magnetic field,8,1,174,2026 MAR 28 19:28:09,2026 MAR 28 19:31:46,-10.0944,-149.4767,-21.2327,-146.9036,116.462,112.944,127.8743,117.7565,11.4123,4.8132,2.6858,2.9158
Region of residual magnetic field,9,3,175,2026 MAR 28 21:26:05,2026 MAR 28 21:29:45,-10.0939,-178.4182,-21.3691,-175.8167,116.5817,112.8253,128.0618,117.8008,11.4808,4.9757,2.6683,2.9011
Region of residual magnetic field,10,1,176,2026 MAR 28 23:24:02,2026 MAR 28 23:27:44,-10.0937,152.6297,-21.4967,155.2398,117.0246,112.944,128.2558,117.8702,11.2312,4.9269,2.6503,2.8844
Region of residual magnetic field,11,3,187,2026 MAR 29 21:00:56,2026 MAR 29 21:05:06,-10.0908,-165.4938,-22.7153,-162.776,120.227,112.7145,130.1699,118.5341,9.9441,5.8199,2.4689,2.7178
Region of residual magnetic field,12,1,199,2026 MAR 30 20:35:46,2026 MAR 30 20:40:28,-10.0894,-152.5553,-24.073,-149.7258,124.6416,112.944,132.1831,119.1046,7.5417,6.1611,2.2706,2.5353
Region of residual magnetic field,13,3,200,2026 MAR 30 22:33:31,2026 MAR 30 22:38:26,-10.0989,178.9591,-24.6723,-178.1677,132.2441,118.8276,132.0708,118.4925,0.25176,0.34354,2.2806,2.5517
Region of residual magnetic field,14,3,201,2026 MAR 31 00:31:30,2026 MAR 31 00:36:25,-10.1839,150.0088,-24.7831,152.8928,132.2545,118.7836,132.1796,118.545,0.21028,0.26253,2.2631,2.5353
Region of residual magnetic field,15,1,212,2026 MAR 31 22:08:43,2026 MAR 31 22:13:42,-10.0885,-168.4412,-25.1606,-165.3335,124.0317,112.944,134.1626,119.7324,10.8689,7.3443,2.0653,2.3531
Region of residual magnetic field,16,1,213,2026 APR 01 00:06:19,2026 APR 01 00:11:40,-10.0989,162.7812,-25.9719,165.9544,134.3046,119.31,134.2664,119.0888,0.2006,0.25013,2.0531,2.3517
Region of residual magnetic field,17,3,226,2026 APR 02 01:44:50,2026 APR 02 01:44:54,-26.9976,150.0117,-27.2189,150.0644,120.009,119.7915,119.7828,119.5629,0.25807,0.25972,2.1458,2.1506
