MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2026 SEP 01 13:54:00,74.466,-176.9142,316.7199,13.7217,82.3685,2.0374e-14,82.3685,2026 SEP 01 14:09:00,74.5223,-177.9291,433.0954,13.8975,82.7346,6.5333,79.8941
2026 SEP 02 21:42:00,74.5997,78.4102,313.8098,13.6964,82.1589,9.031e-15,82.1589,2026 SEP 02 21:36:00,73.8802,80.34,433.3538,13.7278,81.5735,0.16011,81.5618
2026 SEP 03 03:18:00,72.6889,-1.8666,314.5208,13.7956,80.5975,1.5918e-14,80.5975,2026 SEP 03 03:30:00,73.4168,-3.1326,431.8501,13.9058,81.4559,0.15033,81.444
2026 SEP 09 08:54:00,66.6922,-23.4564,311.3788,13.9744,74.509,1.6603e-14,74.509,2026 SEP 09 08:54:00,67.1965,-22.3928,431.6928,14.0453,75.1504,0.12464,75.0952
2026 SEP 10 22:18:00,65.4854,150.8146,312.6803,13.9975,73.2241,4.0357e-14,73.2241,2026 SEP 10 22:15:00,65.4225,150.9958,430.4775,13.9608,73.0546,0.12826,72.9851
2026 SEP 14 01:03:00,52.8896,141.8729,306.1333,14.1631,62.9038,1.7128e-14,62.9038,2026 SEP 14 01:00:00,53.5469,143.8252,423.985,14.2444,63.8661,0.11169,63.7613
2026 SEP 15 14:27:00,51.5895,-43.947,302.9181,14.1806,61.6574,4.0731e-14,61.6574,2026 SEP 15 14:21:00,51.4443,-44.6043,424.3625,14.0394,60.7603,0.12686,60.642
2026 SEP 17 01:57:00,44.9121,158.4974,300.1893,14.2331,56.555,5.5546e-14,56.555,2026 SEP 17 01:45:00,46.8553,157.9667,420.3197,14.0028,56.5589,5.9021,52.0292
2026 SEP 17 05:36:00,27.4976,106.4432,285.4834,14.3156,45.3008,3.3358e-14,45.3008,2026 SEP 17 05:48:00,26.1457,105.7328,405.8243,14.4631,46.1223,0.97099,47.0913
2026 SEP 20 00:45:00,-7.506,-152.1151,264.3596,14.4436,36.8933,4.467e-14,36.8933,2026 SEP 20 00:48:00,-6.9209,-152.1161,388.2288,14.4919,37.5508,2.6786,40.0059
2026 SEP 22 21:48:00,-37.024,-78.4634,253.0674,14.5686,50.3216,3.1806e-15,50.3216,2026 SEP 22 21:45:00,-37.1238,-78.168,380.4465,14.5397,50.102,1.7641,50.945
2026 SEP 24 11:09:00,-48.3472,97.2956,253.1244,14.6436,58.3543,1.6698e-14,58.3543,2026 SEP 24 11:09:00,-48.1206,96.6806,377.497,14.6025,57.9,0.39505,57.5152
2026 SEP 25 18:57:00,-47.4581,-7.1157,255.1899,14.6381,57.9714,1.8009e-14,57.9714,2026 SEP 25 18:36:00,-49.4407,-5.608,379.8135,14.3978,57.6154,0.74406,57.5953
2026 SEP 26 00:30:00,-59.3848,-86.4243,251.5483,14.7533,66.8523,2.5444e-14,66.8523,2026 SEP 26 00:33:00,-58.7383,-85.9687,378.5469,14.8322,66.8494,0.4529,66.7908
