TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,1029,1029,1,1,Dayside_Nadir,2018 AUG 11 15:39:33,OBSERVATION_COMMENT
1,1,1090,1090,1,3,Dayside_Nadir,2018 AUG 11 17:47:29,OBSERVATION_COMMENT
-1,-1,-1,-1,1,4,Dayside_Nadir,2018 AUG 11 19:45:23, 
-1,-1,-1,-1,1,5,Dayside_Nadir,2018 AUG 11 19:45:23, 
-1,-1,-1,-1,1,6,Dayside_Nadir,2018 AUG 11 19:45:23, 
1,1,1779,1779,1,8,Dayside_Nadir,2018 AUG 11 21:43:15,OBSERVATION_COMMENT
-1,-1,-1,-1,1,9,Dayside_Nadir,2018 AUG 11 23:41:07, 
-1,-1,-1,-1,1,10,Dayside_Nadir,2018 AUG 11 23:41:07, 
-1,-1,-1,-1,1,11,Dayside_Nadir,2018 AUG 11 23:41:07, 
1,1,1860,1860,1,13,Dayside_Nadir,2018 AUG 12 01:39:03,OBSERVATION_COMMENT
-1,-1,-1,-1,1,14,Dayside_Nadir,2018 AUG 12 03:36:59, 
-1,-1,-1,-1,1,15,Dayside_Nadir,2018 AUG 12 03:36:59, 
-1,-1,-1,-1,1,16,Dayside_Nadir,2018 AUG 12 03:36:59, 
1,1,1107,1107,1,18,Dayside_Nadir,2018 AUG 12 05:34:55,OBSERVATION_COMMENT
-1,-1,-1,-1,1,19,Dayside_Nadir,2018 AUG 12 07:32:49, 
-1,-1,-1,-1,1,20,Dayside_Nadir,2018 AUG 12 07:32:49, 
-1,-1,-1,-1,1,21,Dayside_Nadir,2018 AUG 12 07:32:49, 
1,1,1837,1837,1,23,Dayside_Nadir,2018 AUG 12 09:30:43,OBSERVATION_COMMENT
-1,-1,-1,-1,1,24,Dayside_Nadir,2018 AUG 12 11:28:35, 
-1,-1,-1,-1,1,25,Dayside_Nadir,2018 AUG 12 11:28:35, 
-1,-1,-1,-1,1,26,Dayside_Nadir,2018 AUG 12 11:28:35, 
1,1,1033,1033,1,29,Dayside_Nadir,2018 AUG 12 13:26:29,OBSERVATION_COMMENT
-1,-1,-1,-1,1,30,Dayside_Nadir,2018 AUG 12 15:24:25, 
-1,-1,-1,-1,1,31,Dayside_Nadir,2018 AUG 12 15:24:25, 
-1,-1,-1,-1,1,32,Dayside_Nadir,2018 AUG 12 15:24:25, 
-1,-1,-1,-1,1,33,Dayside_Nadir,2018 AUG 12 17:22:23, 
-1,-1,-1,-1,1,34,Dayside_Nadir,2018 AUG 12 17:22:23, 
-1,-1,-1,-1,1,35,Dayside_Nadir,2018 AUG 12 17:22:23, 
1,1,140,140,1,38,Dayside_Nadir,2018 AUG 12 19:20:19,OBSERVATION_COMMENT
1,1,2639,2639,1,41,Dayside_Nadir,2018 AUG 12 21:18:11,OBSERVATION_COMMENT
-1,-1,-1,-1,1,42,Dayside_Nadir,2018 AUG 12 23:16:03, 
-1,-1,-1,-1,1,43,Dayside_Nadir,2018 AUG 12 23:16:03, 
