THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, H2O 2SUBD 01, 167
3, HDO CO 3SUBD 01, 167
5, AER H2Oi 3SUBD 01, 169
8, CH4 3SUBD 01, 168
9, CO 2SUBD 02, 167
13, Nominal 6SUBD 01, 168
16, CO 2SUBD 02, 167
18, HDO H2O 2SUBD 01, 169
20, H2O 2SUBD 01, 167
21, HDO H2O 2SUBD 01, 169
22, HDO CO 3SUBD 01, 167
24, AER H2Oi 3SUBD 01, 169
27, CH4 3SUBD 01, 168
29, CO 2SUBD 02, 167
32, Nominal 6SUBD 01, 168
35, CO 2SUBD 02, 167
36, HDO H2O 2SUBD 01, 169
38, H2O 2SUBD 01, 167
39, HDO H2O 2SUBD 01, 169
41, HDO CO 3SUBD 01, 167
43, AER H2Oi 3SUBD 01, 169
45, CH4 3SUBD 01, 168
47, CO 2SUBD 02, 167
50, Nominal 6SUBD 01, 168
53, CO 2SUBD 02, 167
55, HDO H2O 2SUBD 01, 169
56, H2O 2SUBD 01, 167
58, HDO H2O 2SUBD 01, 169
59, HDO CO 3SUBD 01, 167
61, AER H2Oi 3SUBD 01, 169
64, CH4 3SUBD 01, 168
65, CO 2SUBD 02, 167
68, Nominal 6SUBD 01, 168
72, CO 2SUBD 02, 167
74, HDO H2O 2SUBD 01, 169
76, H2O 2SUBD 01, 167
78, HDO H2O 2SUBD 01, 169
80, HDO CO 3SUBD 01, 167
82, AER H2Oi 3SUBD 01, 169
86, CH4 3SUBD 01, 168
88, CO 2SUBD 02, 167
90, Nominal 6SUBD 01, 168
93, CO 2SUBD 02, 167
95, HDO H2O 2SUBD 01, 169
96, H2O 2SUBD 01, 167
98, HDO H2O 2SUBD 01, 169
99, HDO CO 3SUBD 01, 167
101, AER H2Oi 3SUBD 01, 169
105, CH4 3SUBD 01, 168
106, CO 2SUBD 02, 167
110, Nominal 6SUBD 01, 168
112, CO 2SUBD 02, 167
114, HDO H2O 2SUBD 01, 169
116, H2O 2SUBD 01, 167
117, HDO H2O 2SUBD 01, 169
119, HDO CO 3SUBD 01, 167
120, AER H2Oi 3SUBD 01, 169
123, CH4 3SUBD 01, 168
125, CO 2SUBD 02, 167
128, Nominal 6SUBD 01, 168
131, CO 2SUBD 02, 167
133, HDO H2O 2SUBD 01, 169
134, H2O 2SUBD 01, 167
135, HDO H2O 2SUBD 01, 169
137, HDO CO 3SUBD 01, 167
139, AER H2Oi 3SUBD 01, 169
141, CH4 3SUBD 01, 168
143, CO 2SUBD 02, 167
146, Nominal 6SUBD 01, 168
149, CO 2SUBD 02, 167
151, HDO H2O 2SUBD 01, 169
152, H2O 2SUBD 01, 167
154, HDO H2O 2SUBD 01, 169
155, HDO CO 3SUBD 01, 167
157, AER H2Oi 3SUBD 01, 169
160, CH4 3SUBD 01, 168
162, CO 2SUBD 02, 167
166, Nominal 6SUBD 01, 168
170, CO 2SUBD 02, 167
172, HDO H2O 2SUBD 01, 169
174, H2O 2SUBD 01, 167
176, HDO H2O 2SUBD 01, 169
178, HDO CO 3SUBD 01, 167
180, AER H2Oi 3SUBD 01, 169
184, CH4 3SUBD 01, 168
186, CO 2SUBD 02, 167
190, Nominal 6SUBD 01, 168
193, CO 2SUBD 02, 167
194, HDO H2O 2SUBD 01, 169
196, H2O 2SUBD 01, 167
197, HDO H2O 2SUBD 01, 169
199, HDO CO 3SUBD 01, 167
200, AER H2Oi 3SUBD 01, 169
203, CH4 3SUBD 01, 168
205, CO 2SUBD 02, 167
208, Nominal 6SUBD 01, 168
212, CO 2SUBD 02, 167
214, HDO H2O 2SUBD 01, 169
216, H2O 2SUBD 01, 167
218, HDO H2O 2SUBD 01, 169
220, HDO CO 3SUBD 01, 167
222, AER H2Oi 3SUBD 01, 169
225, CH4 3SUBD 01, 168
226, CO 2SUBD 02, 167
230, Nominal 6SUBD 01, 168
232, CO 2SUBD 02, 167
234, HDO H2O 2SUBD 01, 169
236, H2O 2SUBD 01, 167
237, HDO H2O 2SUBD 01, 169
239, HDO CO 3SUBD 01, 167
240, AER H2Oi 3SUBD 01, 169
243, CH4 3SUBD 01, 168
245, CO 2SUBD 02, 167
248, Nominal 6SUBD 01, 168
251, CO 2SUBD 02, 167
253, HDO H2O 2SUBD 01, 169
254, H2O 2SUBD 01, 167
255, HDO H2O 2SUBD 01, 169
257, HDO CO 3SUBD 01, 167
259, AER H2Oi 3SUBD 01, 169
263, CH4 3SUBD 01, 168
264, CO 2SUBD 02, 167
267, Nominal 6SUBD 01, 168
271, CO 2SUBD 02, 167
272, HDO H2O 2SUBD 01, 169
273, H2O 2SUBD 01, 167
275, HDO H2O 2SUBD 01, 169
277, HDO CO 3SUBD 01, 167
278, AER H2Oi 3SUBD 01, 169
281, CH4 3SUBD 01, 168
283, CO 2SUBD 02, 167
286, Nominal 6SUBD 01, 168
289, CO 2SUBD 02, 167
290, HDO H2O 2SUBD 01, 169
292, H2O 2SUBD 01, 167
293, HDO H2O 2SUBD 01, 169
295, HDO CO 3SUBD 01, 167
296, AER H2Oi 3SUBD 01, 169
300, CH4 3SUBD 01, 168
302, CO 2SUBD 02, 167
306, Nominal 6SUBD 01, 168
310, CO 2SUBD 02, 167
312, HDO H2O 2SUBD 01, 169
314, H2O 2SUBD 01, 167
315, HDO H2O 2SUBD 01, 169
316, HDO CO 3SUBD 01, 167
318, AER H2Oi 3SUBD 01, 169
321, CH4 3SUBD 01, 168
322, CO 2SUBD 02, 167
326, Nominal 6SUBD 01, 168
329, CO 2SUBD 02, 167
330, HDO H2O 2SUBD 01, 169
332, H2O 2SUBD 01, 167
333, HDO H2O 2SUBD 01, 169
335, HDO CO 3SUBD 01, 167
336, AER H2Oi 3SUBD 01, 169
339, CH4 3SUBD 01, 168
