Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 AUG 06 15:03:54,2022 AUG 06 17:01:54,7080,2022 AUG 06 15:01:55,2022 AUG 06 16:01:26,3571,2022 AUG 06 16:01:27,2022 AUG 06 16:59:54,3507,51.0465,2022 AUG 06 16:30:42
1,1,2,2022 AUG 06 17:01:55,2022 AUG 06 18:59:52,7077,2022 AUG 06 16:59:55,2022 AUG 06 17:59:26,3571,2022 AUG 06 17:59:27,2022 AUG 06 18:57:52,3505,51.1118,2022 AUG 06 18:28:41
3,3,3,2022 AUG 06 18:59:53,2022 AUG 06 20:57:52,7079,2022 AUG 06 18:57:53,2022 AUG 06 19:57:23,3570,2022 AUG 06 19:57:24,2022 AUG 06 20:55:52,3508,51.1228,2022 AUG 06 20:26:39
1,1,4,2022 AUG 06 20:57:53,2022 AUG 06 22:55:55,7082,2022 AUG 06 20:55:53,2022 AUG 06 21:55:24,3571,2022 AUG 06 21:55:25,2022 AUG 06 22:53:55,3510,51.0879,2022 AUG 06 22:24:41
3,3,5,2022 AUG 06 22:55:56,2022 AUG 07 00:53:59,7083,2022 AUG 06 22:53:56,2022 AUG 06 23:53:29,3573,2022 AUG 06 23:53:30,2022 AUG 07 00:51:59,3509,51.0852,2022 AUG 07 00:22:46
1,1,6,2022 AUG 07 00:54:00,2022 AUG 07 02:52:04,7084,2022 AUG 07 00:52:00,2022 AUG 07 01:51:34,3574,2022 AUG 07 01:51:35,2022 AUG 07 02:50:04,3509,51.131,2022 AUG 07 02:20:52
3,3,7,2022 AUG 07 02:52:05,2022 AUG 07 04:50:06,7081,2022 AUG 07 02:50:05,2022 AUG 07 03:49:37,3572,2022 AUG 07 03:49:38,2022 AUG 07 04:48:06,3508,51.208,2022 AUG 07 04:18:54
1,1,8,2022 AUG 07 04:50:07,2022 AUG 07 06:48:05,7078,2022 AUG 07 04:48:07,2022 AUG 07 05:47:37,3570,2022 AUG 07 05:47:38,2022 AUG 07 06:46:05,3507,51.2696,2022 AUG 07 06:16:54
3,3,9,2022 AUG 07 06:48:06,2022 AUG 07 08:46:04,7078,2022 AUG 07 06:46:06,2022 AUG 07 07:45:36,3570,2022 AUG 07 07:45:37,2022 AUG 07 08:44:04,3507,51.2618,2022 AUG 07 08:14:52
1,1,10,2022 AUG 07 08:46:05,2022 AUG 07 10:44:07,7082,2022 AUG 07 08:44:05,2022 AUG 07 09:43:37,3572,2022 AUG 07 09:43:38,2022 AUG 07 10:42:07,3509,51.2309,2022 AUG 07 10:12:54
3,3,11,2022 AUG 07 10:44:08,2022 AUG 07 12:42:12,7084,2022 AUG 07 10:42:08,2022 AUG 07 11:41:40,3572,2022 AUG 07 11:41:41,2022 AUG 07 12:40:12,3511,51.2302,2022 AUG 07 12:10:58
3,3,12,2022 AUG 07 12:42:13,2022 AUG 07 14:40:16,7083,2022 AUG 07 12:40:13,2022 AUG 07 13:39:45,3572,2022 AUG 07 13:39:46,2022 AUG 07 14:38:16,3510,51.2557,2022 AUG 07 14:09:02
3,3,13,2022 AUG 07 14:40:17,2022 AUG 07 16:38:17,7080,2022 AUG 07 14:38:17,2022 AUG 07 15:37:49,3572,2022 AUG 07 15:37:50,2022 AUG 07 16:36:17,3507,51.3011,2022 AUG 07 16:07:04
1,1,14,2022 AUG 07 16:38:18,2022 AUG 07 18:36:17,7079,2022 AUG 07 16:36:18,2022 AUG 07 17:35:50,3572,2022 AUG 07 17:35:51,2022 AUG 07 18:34:17,3506,51.3521,2022 AUG 07 18:05:05
3,3,15,2022 AUG 07 18:36:18,2022 AUG 07 20:34:16,7078,2022 AUG 07 18:34:18,2022 AUG 07 19:33:48,3570,2022 AUG 07 19:33:49,2022 AUG 07 20:32:16,3507,51.376,2022 AUG 07 20:03:03
1,1,16,2022 AUG 07 20:34:17,2022 AUG 07 22:32:17,7080,2022 AUG 07 20:32:17,2022 AUG 07 21:31:47,3570,2022 AUG 07 21:31:48,2022 AUG 07 22:30:17,3509,51.3351,2022 AUG 07 22:01:03
1,1,17,2022 AUG 07 22:32:18,2022 AUG 08 00:30:21,7083,2022 AUG 07 22:30:18,2022 AUG 07 23:29:51,3573,2022 AUG 07 23:29:52,2022 AUG 08 00:28:21,3509,51.2917,2022 AUG 07 23:59:07
3,3,18,2022 AUG 08 00:30:22,2022 AUG 08 02:28:25,7083,2022 AUG 08 00:28:22,2022 AUG 08 01:27:56,3574,2022 AUG 08 01:27:57,2022 AUG 08 02:26:25,3508,51.2935,2022 AUG 08 01:57:12
3,3,19,2022 AUG 08 02:28:26,2022 AUG 08 04:26:29,7083,2022 AUG 08 02:26:26,2022 AUG 08 03:26:00,3574,2022 AUG 08 03:26:01,2022 AUG 08 04:24:29,3508,51.344,2022 AUG 08 03:55:16
1,1,20,2022 AUG 08 04:26:30,2022 AUG 08 06:24:29,7079,2022 AUG 08 04:24:30,2022 AUG 08 05:24:01,3571,2022 AUG 08 05:24:02,2022 AUG 08 06:22:29,3507,51.4019,2022 AUG 08 05:53:17
3,3,21,2022 AUG 08 06:24:30,2022 AUG 08 08:22:27,7077,2022 AUG 08 06:22:30,2022 AUG 08 07:22:00,3570,2022 AUG 08 07:22:01,2022 AUG 08 08:20:27,3506,51.4033,2022 AUG 08 07:51:15
1,1,22,2022 AUG 08 08:22:28,2022 AUG 08 10:20:28,7080,2022 AUG 08 08:20:28,2022 AUG 08 09:19:59,3571,2022 AUG 08 09:20:00,2022 AUG 08 10:18:28,3508,51.3461,2022 AUG 08 09:49:14
3,3,23,2022 AUG 08 10:20:29,2022 AUG 08 12:18:32,7083,2022 AUG 08 10:18:29,2022 AUG 08 11:18:01,3572,2022 AUG 08 11:18:02,2022 AUG 08 12:16:32,3510,51.3111,2022 AUG 08 11:47:18
1,1,24,2022 AUG 08 12:18:33,2022 AUG 08 14:16:37,7084,2022 AUG 08 12:16:33,2022 AUG 08 13:16:06,3573,2022 AUG 08 13:16:07,2022 AUG 08 14:14:37,3510,51.3047,2022 AUG 08 13:45:22
1,1,25,2022 AUG 08 14:16:38,2022 AUG 08 16:14:40,7082,2022 AUG 08 14:14:38,2022 AUG 08 15:14:10,3572,2022 AUG 08 15:14:11,2022 AUG 08 16:12:40,3509,51.3196,2022 AUG 08 15:43:25
3,3,26,2022 AUG 08 16:14:41,2022 AUG 08 18:12:40,7079,2022 AUG 08 16:12:41,2022 AUG 08 17:12:13,3572,2022 AUG 08 17:12:14,2022 AUG 08 18:10:40,3506,51.35,2022 AUG 08 17:41:26
1,1,27,2022 AUG 08 18:12:41,2022 AUG 08 20:10:39,7078,2022 AUG 08 18:10:41,2022 AUG 08 19:10:12,3571,2022 AUG 08 19:10:13,2022 AUG 08 20:08:39,3506,51.3733,2022 AUG 08 19:39:25
