Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2025 OCT 25 15:36:15,2025 OCT 25 17:34:11,7076,2025 OCT 25 15:34:16,2025 OCT 25 16:33:11,3535,2025 OCT 25 16:33:12,2025 OCT 25 17:32:11,3539,28.9001,2025 OCT 25 17:02:58
1,1,2,2025 OCT 25 17:34:12,2025 OCT 25 19:32:05,7073,2025 OCT 25 17:32:12,2025 OCT 25 18:31:07,3535,2025 OCT 25 18:31:08,2025 OCT 25 19:30:05,3537,29.1287,2025 OCT 25 19:00:52
3,3,3,2025 OCT 25 19:32:06,2025 OCT 25 21:29:57,7071,2025 OCT 25 19:30:06,2025 OCT 25 20:29:00,3534,2025 OCT 25 20:29:01,2025 OCT 25 21:27:57,3536,29.3452,2025 OCT 25 20:58:45
1,1,4,2025 OCT 25 21:29:58,2025 OCT 25 23:27:52,7074,2025 OCT 25 21:27:58,2025 OCT 25 22:26:53,3535,2025 OCT 25 22:26:54,2025 OCT 25 23:25:52,3538,29.5683,2025 OCT 25 22:56:40
3,3,5,2025 OCT 25 23:27:53,2025 OCT 26 01:25:50,7077,2025 OCT 25 23:25:53,2025 OCT 26 00:24:50,3537,2025 OCT 26 00:24:51,2025 OCT 26 01:23:50,3539,29.8141,2025 OCT 26 00:54:37
3,3,6,2025 OCT 26 01:25:51,2025 OCT 26 03:23:48,7077,2025 OCT 26 01:23:51,2025 OCT 26 02:22:49,3538,2025 OCT 26 02:22:50,2025 OCT 26 03:21:48,3538,30.0658,2025 OCT 26 02:52:35
3,3,7,2025 OCT 26 03:23:49,2025 OCT 26 05:21:45,7076,2025 OCT 26 03:21:49,2025 OCT 26 04:20:48,3539,2025 OCT 26 04:20:49,2025 OCT 26 05:19:45,3536,30.3091,2025 OCT 26 04:50:33
1,1,8,2025 OCT 26 05:21:46,2025 OCT 26 07:19:40,7074,2025 OCT 26 05:19:46,2025 OCT 26 06:18:43,3537,2025 OCT 26 06:18:44,2025 OCT 26 07:17:40,3536,30.5349,2025 OCT 26 06:48:29
1,1,9,2025 OCT 26 07:19:41,2025 OCT 26 09:17:32,7071,2025 OCT 26 07:17:41,2025 OCT 26 08:16:37,3536,2025 OCT 26 08:16:38,2025 OCT 26 09:15:32,3534,30.7522,2025 OCT 26 08:46:21
3,3,10,2025 OCT 26 09:17:33,2025 OCT 26 11:15:26,7073,2025 OCT 26 09:15:33,2025 OCT 26 10:14:30,3537,2025 OCT 26 10:14:31,2025 OCT 26 11:13:26,3535,30.9774,2025 OCT 26 10:44:14
